Fast_EMA,Slow_EMA,Total_Return_Pct,CAGR_Pct,Alpha_Pct,Max_Drawdown_Pct,Sharpe_Ratio,Calmar_Ratio,Win_Rate_Pct,Profit_Factor,Total_Trades,Exposure_Pct,Avg_Trade_Pct,Best_Trade_Pct,Worst_Trade_Pct
12,133,6.64,10.58,25.45,28.7,0.46,0.37,23.91,1.21,46,44.55,0.24,27.27,-5.32
12,134,5.56,8.83,24.37,28.89,0.41,0.31,23.91,1.19,46,44.61,0.22,27.27,-5.32
12,135,3.73,5.9,22.54,31.08,0.34,0.19,23.91,1.15,46,44.59,0.18,27.27,-5.32
12,136,3.28,5.18,22.09,31.39,0.32,0.17,22.92,1.14,48,44.54,0.17,27.27,-5.32
12,137,2.65,4.17,21.45,31.46,0.29,0.13,22.45,1.13,49,44.55,0.15,27.27,-5.32
12,138,3.99,6.31,22.8,30.97,0.35,0.2,21.57,1.15,51,44.61,0.17,27.27,-5.32
12,139,4.3,6.8,23.11,30.7,0.36,0.22,22.0,1.16,50,44.52,0.18,27.27,-5.32
12,140,3.93,6.21,22.74,30.34,0.35,0.2,22.45,1.15,49,44.46,0.17,27.27,-5.32
12,141,6.72,10.72,25.53,28.36,0.46,0.38,22.92,1.21,48,44.39,0.23,27.27,-5.32
12,142,10.11,16.27,28.92,25.96,0.59,0.63,25.0,1.29,44,44.43,0.32,27.27,-5.32
12,143,8.53,13.65,27.33,26.87,0.53,0.51,25.58,1.26,43,44.43,0.3,27.27,-5.32
12,144,7.84,12.52,26.64,27.43,0.5,0.46,25.0,1.24,44,44.43,0.27,27.27,-5.32
12,145,8.3,13.28,27.1,27.12,0.52,0.49,25.58,1.25,43,44.41,0.29,27.27,-5.32
12,146,7.06,11.26,25.87,28.38,0.47,0.4,25.58,1.22,43,44.48,0.26,27.27,-5.32
12,147,5.24,8.31,24.04,29.65,0.4,0.28,25.58,1.18,43,44.48,0.23,27.27,-5.32
12,148,6.6,10.51,25.4,28.49,0.46,0.37,26.19,1.22,42,44.52,0.26,27.27,-5.32
12,149,8.19,13.1,27.0,28.12,0.52,0.47,26.83,1.25,41,44.5,0.3,27.27,-5.32
12,150,8.72,13.97,27.53,27.36,0.54,0.51,26.83,1.27,41,44.55,0.31,27.27,-5.32
12,151,7.7,12.31,26.51,27.88,0.5,0.44,26.83,1.25,41,44.52,0.29,27.27,-5.32
12,152,8.97,14.38,27.78,27.03,0.55,0.53,26.83,1.27,41,44.54,0.32,27.27,-5.32
12,153,9.47,15.2,28.27,26.86,0.57,0.57,26.83,1.28,41,44.54,0.33,27.27,-5.32
12,154,10.31,16.59,29.12,26.9,0.6,0.62,24.39,1.3,41,44.61,0.35,27.27,-5.32
12,155,9.92,15.95,28.73,27.1,0.59,0.59,24.39,1.29,41,44.62,0.34,27.27,-5.32
12,156,11.86,19.17,30.67,26.55,0.66,0.72,23.81,1.33,42,44.7,0.38,27.27,-5.32
12,157,12.21,19.74,31.02,26.36,0.67,0.75,24.39,1.35,41,44.79,0.39,27.27,-5.32
12,158,12.89,20.88,31.69,26.29,0.7,0.79,24.39,1.36,41,44.73,0.41,27.27,-5.32
12,159,11.98,19.36,30.79,26.92,0.66,0.72,24.39,1.35,41,44.79,0.39,27.27,-5.32
12,160,10.98,17.7,29.79,27.5,0.63,0.64,23.81,1.32,42,44.77,0.36,27.27,-5.32
12,161,9.61,15.43,28.42,28.02,0.57,0.55,23.26,1.29,43,44.79,0.32,27.27,-5.32
12,162,11.15,17.99,29.96,27.34,0.63,0.66,24.39,1.33,41,44.75,0.37,27.27,-5.32
12,163,12.05,19.48,30.86,27.34,0.67,0.71,25.64,1.35,39,44.8,0.41,27.27,-5.32
12,164,12.5,20.23,31.3,27.24,0.68,0.74,28.95,1.37,38,44.88,0.43,27.27,-5.32
12,165,13.02,21.1,31.83,26.74,0.7,0.79,28.95,1.38,38,44.86,0.44,27.27,-5.32
12,166,16.12,26.35,34.93,24.82,0.82,1.06,27.78,1.46,36,44.82,0.55,27.27,-5.32
12,167,16.69,27.31,35.5,24.45,0.84,1.12,27.03,1.47,37,44.75,0.54,27.27,-5.32
12,168,16.72,27.37,35.53,24.43,0.84,1.12,27.03,1.47,37,44.73,0.54,27.27,-5.32
12,169,15.78,25.75,34.59,25.18,0.81,1.02,27.03,1.45,37,44.75,0.52,27.27,-5.32
12,170,16.56,27.09,35.37,25.01,0.84,1.08,27.78,1.46,36,44.73,0.56,27.27,-5.32
12,171,18.07,29.66,36.87,24.49,0.89,1.21,27.78,1.5,36,44.73,0.59,27.27,-5.32
12,172,17.92,29.41,36.73,24.78,0.88,1.19,27.03,1.49,37,44.75,0.57,27.27,-5.32
12,173,16.54,27.05,35.35,25.37,0.83,1.07,26.32,1.46,38,44.79,0.53,27.27,-5.32
12,174,19.39,31.94,38.2,23.87,0.94,1.34,26.32,1.54,38,44.82,0.59,27.27,-5.32
12,175,20.94,34.64,39.75,23.4,0.99,1.48,23.53,1.58,34,44.88,0.7,27.27,-5.32
12,176,20.03,33.05,38.84,23.76,0.96,1.39,22.22,1.55,36,44.91,0.64,27.27,-5.32
12,177,20.18,33.32,38.99,23.66,0.96,1.41,22.22,1.55,36,44.93,0.65,27.27,-5.32
12,178,20.08,33.14,38.89,24.09,0.96,1.38,22.22,1.55,36,44.95,0.64,27.27,-5.32
12,179,21.01,34.77,39.82,23.74,0.99,1.46,25.0,1.57,36,45.05,0.67,27.27,-5.32
12,180,20.74,34.29,39.55,23.91,0.98,1.43,25.0,1.56,36,45.04,0.66,27.27,-5.32
12,181,20.38,33.66,39.19,24.0,0.97,1.4,25.71,1.56,35,45.07,0.67,27.27,-5.32
12,182,19.79,32.65,38.6,23.9,0.95,1.37,25.0,1.54,36,45.11,0.64,27.27,-5.32
12,183,18.59,30.56,37.39,24.67,0.91,1.24,25.71,1.5,35,45.14,0.63,27.27,-5.32
12,184,19.51,32.16,38.32,24.18,0.94,1.33,25.71,1.53,35,45.23,0.65,27.27,-5.32
12,185,19.08,31.42,37.89,24.21,0.92,1.3,26.47,1.53,34,45.27,0.66,27.27,-5.32
12,186,17.05,27.92,35.86,24.96,0.85,1.12,26.47,1.46,34,45.27,0.61,27.27,-5.32
12,187,17.05,27.92,35.86,24.96,0.85,1.12,26.47,1.46,34,45.27,0.61,27.27,-5.32
12,188,16.15,26.39,34.96,24.98,0.82,1.06,27.27,1.44,33,45.29,0.61,27.27,-5.32
12,189,16.71,27.34,35.52,24.95,0.84,1.1,28.12,1.46,32,45.3,0.64,27.27,-5.32
12,190,14.39,23.41,33.2,25.97,0.75,0.9,28.12,1.41,32,45.39,0.57,27.27,-5.32
12,191,14.54,23.65,33.34,25.97,0.76,0.91,28.12,1.41,32,45.41,0.58,27.27,-5.32
12,192,13.46,21.84,32.27,26.66,0.72,0.82,28.12,1.39,32,45.41,0.55,27.27,-5.32
12,193,12.8,20.74,31.61,27.09,0.69,0.77,28.12,1.38,32,45.45,0.53,27.27,-5.32
12,194,13.37,21.69,32.18,27.09,0.71,0.8,28.12,1.39,32,45.48,0.54,27.27,-5.32
12,195,13.0,21.07,31.81,27.2,0.7,0.77,28.12,1.38,32,45.5,0.53,27.27,-5.32
12,196,11.99,19.39,30.8,27.26,0.66,0.71,28.12,1.36,32,45.54,0.5,27.27,-5.32
12,197,11.98,19.37,30.79,27.26,0.66,0.71,28.12,1.36,32,45.57,0.5,27.27,-5.32
12,198,11.43,18.45,30.24,27.49,0.64,0.67,25.0,1.34,32,45.57,0.49,27.27,-5.32
12,199,10.01,16.09,28.82,28.26,0.59,0.57,24.24,1.31,33,45.57,0.43,27.27,-5.32
12,200,10.72,17.26,29.52,28.17,0.61,0.61,24.24,1.32,33,45.59,0.45,27.27,-5.32
12,201,10.42,16.78,29.23,27.93,0.6,0.6,24.24,1.32,33,45.59,0.45,27.27,-5.32
12,202,11.24,18.13,30.05,27.4,0.63,0.66,24.24,1.34,33,45.61,0.47,27.27,-5.32
12,203,10.71,17.25,29.52,27.46,0.61,0.63,24.24,1.32,33,45.66,0.45,27.27,-5.32
12,204,9.2,14.76,28.01,27.86,0.56,0.53,23.53,1.29,34,45.71,0.4,27.27,-5.32
12,205,10.33,16.63,29.14,27.86,0.6,0.6,21.21,1.32,33,45.73,0.46,27.27,-5.32
12,206,11.38,18.36,30.18,27.12,0.64,0.68,21.21,1.35,33,45.71,0.49,27.11,-5.32
12,207,12.53,20.29,31.34,26.42,0.68,0.77,25.0,1.38,32,45.71,0.53,27.11,-5.32
12,208,11.95,19.31,30.76,26.8,0.66,0.72,25.0,1.36,32,45.73,0.52,27.11,-5.32
12,209,11.85,19.15,30.66,26.76,0.66,0.72,25.0,1.36,32,45.77,0.51,27.11,-5.32
12,210,12.0,19.4,30.81,26.66,0.66,0.73,25.81,1.37,31,45.79,0.54,27.11,-5.32
12,211,12.06,19.5,30.87,26.08,0.67,0.75,25.81,1.37,31,45.77,0.54,27.11,-5.32
12,212,12.26,19.84,31.07,25.98,0.67,0.76,25.81,1.37,31,45.8,0.55,27.11,-5.32
12,213,14.01,22.76,32.81,24.25,0.74,0.94,25.0,1.41,32,45.79,0.58,27.11,-5.32
12,214,14.68,23.9,33.49,24.25,0.76,0.99,25.0,1.43,32,45.8,0.6,27.11,-5.32
12,215,14.11,22.93,32.92,24.64,0.74,0.93,21.21,1.42,33,45.84,0.56,27.11,-5.32
12,216,11.35,18.31,30.16,26.46,0.64,0.69,21.21,1.34,33,45.84,0.49,27.11,-5.32
12,217,11.56,18.66,30.37,26.32,0.65,0.71,21.21,1.35,33,45.82,0.5,27.11,-5.32
12,218,11.04,17.81,29.85,26.35,0.63,0.68,21.21,1.33,33,45.8,0.48,27.11,-5.12
12,219,12.47,20.18,31.28,25.41,0.68,0.79,21.21,1.37,33,45.77,0.52,27.11,-5.12
12,220,14.53,23.64,33.34,24.52,0.76,0.96,22.58,1.43,31,45.77,0.61,27.11,-5.12
12,221,16.0,26.14,34.81,23.55,0.81,1.11,23.33,1.48,30,45.73,0.67,27.11,-5.12
12,222,16.86,27.59,35.66,22.99,0.84,1.2,24.14,1.51,29,45.73,0.71,27.11,-5.12
12,223,17.72,29.08,36.53,22.79,0.88,1.28,24.14,1.54,29,45.71,0.74,27.11,-5.12
12,224,18.57,30.54,37.38,21.86,0.91,1.4,25.0,1.58,28,45.7,0.79,27.11,-5.12
12,225,17.56,28.8,36.37,22.3,0.87,1.29,25.0,1.55,28,45.7,0.76,27.11,-5.12
12,226,14.66,23.86,33.47,24.21,0.76,0.99,24.14,1.46,29,45.66,0.65,27.11,-5.57
12,227,15.76,25.73,34.57,23.49,0.81,1.1,24.14,1.5,29,45.62,0.68,27.11,-5.57
12,228,14.7,23.92,33.5,24.19,0.77,0.99,25.0,1.47,28,45.61,0.67,27.11,-5.57
12,229,15.24,24.85,34.05,23.99,0.79,1.04,25.0,1.49,28,45.57,0.68,27.11,-5.57
12,230,16.15,26.39,34.96,23.63,0.82,1.12,25.93,1.52,27,45.57,0.74,27.11,-5.57
12,231,15.96,26.07,34.77,23.97,0.81,1.09,25.0,1.51,28,45.59,0.71,27.11,-5.57
12,232,16.64,27.23,35.45,23.41,0.84,1.16,25.93,1.53,27,45.62,0.76,27.11,-5.57
12,233,15.4,25.11,34.2,24.22,0.79,1.04,25.0,1.49,28,45.64,0.69,27.11,-5.57
12,234,15.4,25.11,34.2,24.22,0.79,1.04,25.0,1.49,28,45.64,0.69,27.11,-5.57
12,235,15.35,25.04,34.16,24.31,0.79,1.03,25.0,1.49,28,45.7,0.69,27.11,-5.57
12,236,15.88,25.93,34.69,23.96,0.81,1.08,25.0,1.5,28,45.73,0.71,27.11,-5.57
12,237,16.02,26.17,34.83,23.96,0.81,1.09,25.0,1.51,28,45.75,0.71,27.11,-5.57
12,238,17.7,29.04,36.51,22.91,0.88,1.27,29.63,1.56,27,45.8,0.79,27.11,-5.57
12,239,16.99,27.82,35.8,23.38,0.85,1.19,25.0,1.54,28,45.79,0.74,27.11,-5.57
12,240,15.46,25.22,34.27,24.28,0.79,1.04,24.14,1.49,29,45.8,0.67,27.11,-5.82
12,241,15.34,25.02,34.15,24.36,0.79,1.03,24.14,1.49,29,45.82,0.67,27.11,-5.82
12,242,15.34,25.02,34.15,24.36,0.79,1.03,24.14,1.49,29,45.82,0.67,27.11,-5.82
12,243,14.32,23.28,33.13,24.98,0.75,0.93,24.14,1.46,29,45.86,0.63,27.11,-5.82
12,244,14.03,22.8,32.84,25.17,0.74,0.91,24.14,1.45,29,45.86,0.63,27.11,-5.82
12,245,14.03,22.8,32.84,25.17,0.74,0.91,24.14,1.45,29,45.86,0.63,27.11,-5.82
12,246,13.32,21.61,32.13,25.73,0.71,0.84,26.67,1.42,30,45.95,0.58,27.11,-5.82
12,247,14.37,23.37,33.18,25.04,0.75,0.93,25.81,1.45,31,46.0,0.6,27.11,-5.82
12,248,14.85,24.17,33.65,24.73,0.77,0.98,25.81,1.46,31,45.95,0.61,27.11,-5.82
12,249,14.36,23.35,33.17,25.05,0.75,0.93,25.0,1.45,32,45.98,0.58,27.11,-5.82
12,250,12.65,20.49,31.46,26.08,0.69,0.79,21.21,1.4,33,46.07,0.51,27.11,-5.82
13,14,22.15,36.75,40.96,23.03,0.98,1.6,30.95,1.27,126,50.7,0.21,26.6,-7.0
13,15,20.48,33.84,39.29,23.31,0.93,1.45,28.93,1.25,121,50.61,0.21,26.6,-7.0
13,16,19.0,31.27,37.81,22.48,0.88,1.39,29.41,1.25,119,50.5,0.2,26.6,-7.18
13,17,21.11,34.94,39.92,21.77,0.95,1.61,28.69,1.27,122,50.61,0.21,26.6,-7.18
13,18,16.43,26.86,35.23,25.37,0.8,1.06,29.41,1.23,119,50.48,0.18,26.6,-7.18
13,19,15.03,24.48,33.83,24.53,0.75,1.0,27.97,1.22,118,50.3,0.17,26.6,-7.18
13,20,8.69,13.92,27.5,27.81,0.53,0.5,27.35,1.15,117,50.29,0.13,26.6,-6.94
13,21,4.23,6.7,23.04,31.96,0.36,0.21,27.68,1.11,112,50.3,0.09,26.6,-6.94
13,22,1.27,1.99,20.08,32.8,0.25,0.06,27.68,1.08,112,50.29,0.07,26.6,-6.94
13,23,6.38,10.16,25.19,29.92,0.44,0.34,31.13,1.13,106,50.41,0.11,26.6,-6.72
13,24,15.02,24.47,33.83,25.68,0.76,0.95,30.69,1.24,101,50.46,0.19,26.6,-4.68
13,25,17.16,28.11,35.96,25.79,0.83,1.09,32.99,1.27,97,50.55,0.22,26.6,-4.68
13,26,13.27,21.53,32.08,26.12,0.7,0.82,31.25,1.23,96,50.57,0.19,26.6,-5.72
13,27,10.11,16.26,28.92,30.16,0.58,0.54,31.91,1.19,94,50.52,0.16,27.18,-5.72
13,28,11.21,18.09,30.02,30.68,0.62,0.59,31.18,1.2,93,50.52,0.18,27.18,-5.72
13,29,10.88,17.54,29.69,31.45,0.61,0.56,30.11,1.2,93,50.36,0.17,27.18,-5.72
13,30,8.07,12.91,26.88,32.65,0.51,0.4,32.58,1.16,89,50.38,0.15,27.18,-5.72
13,31,9.09,14.59,27.9,32.31,0.54,0.45,30.43,1.18,92,50.29,0.16,27.18,-5.72
13,32,7.49,11.96,26.3,31.07,0.48,0.39,28.26,1.16,92,50.11,0.14,27.18,-5.72
13,33,12.21,19.74,31.01,29.03,0.66,0.68,29.55,1.23,88,49.75,0.19,27.18,-5.72
13,34,9.52,15.29,28.33,30.45,0.56,0.5,29.89,1.2,87,49.73,0.17,27.18,-5.72
13,35,9.84,15.81,28.65,29.71,0.57,0.53,28.09,1.21,89,49.59,0.17,27.18,-5.72
13,36,11.84,19.12,30.65,28.92,0.65,0.66,30.12,1.24,83,49.29,0.2,27.18,-5.72
13,37,12.88,20.87,31.69,26.78,0.68,0.78,32.5,1.27,80,49.18,0.22,27.18,-5.72
13,38,13.42,21.77,32.23,26.73,0.7,0.81,32.05,1.27,78,49.14,0.23,27.18,-5.72
13,39,15.99,26.12,34.8,26.39,0.8,0.99,33.78,1.32,74,48.98,0.27,27.18,-5.72
13,40,16.7,27.32,35.5,24.96,0.82,1.09,34.25,1.32,73,49.04,0.28,27.18,-5.72
13,41,10.42,16.78,29.23,26.1,0.6,0.64,31.58,1.23,76,49.0,0.2,27.18,-5.72
13,42,13.07,21.18,31.88,24.05,0.69,0.88,33.78,1.28,74,49.0,0.23,27.18,-5.72
13,43,11.5,18.57,30.31,24.77,0.64,0.75,38.89,1.25,72,48.95,0.22,27.18,-5.72
13,44,11.99,19.38,30.8,25.07,0.65,0.77,38.89,1.26,72,48.98,0.23,27.18,-5.72
13,45,11.87,19.18,30.68,25.04,0.65,0.77,36.62,1.26,71,49.0,0.23,27.18,-5.72
13,46,8.47,13.57,27.28,26.88,0.52,0.5,36.23,1.2,69,48.88,0.19,27.18,-5.72
13,47,10.03,16.13,28.84,26.0,0.58,0.62,35.82,1.23,67,48.91,0.22,27.18,-5.72
13,48,10.59,17.06,29.4,26.02,0.6,0.66,36.36,1.24,66,48.96,0.23,27.18,-5.72
13,49,8.79,14.09,27.6,26.75,0.54,0.53,31.82,1.21,66,48.93,0.2,27.18,-5.72
13,50,5.35,8.5,24.16,28.96,0.4,0.29,31.82,1.16,66,48.86,0.16,27.18,-5.72
13,51,2.76,4.35,21.57,30.71,0.3,0.14,31.34,1.12,67,48.8,0.12,27.18,-5.72
13,52,1.35,2.12,20.16,32.16,0.24,0.07,31.34,1.09,67,48.75,0.1,27.18,-5.72
13,53,3.84,6.07,22.65,30.14,0.34,0.2,30.3,1.13,66,48.73,0.13,27.18,-5.72
13,54,4.61,7.31,23.42,29.37,0.37,0.25,28.79,1.15,66,48.68,0.15,27.18,-5.72
13,55,4.49,7.11,23.3,29.39,0.37,0.24,31.75,1.14,63,48.54,0.15,27.18,-5.72
13,56,2.67,4.2,21.48,30.48,0.3,0.14,32.26,1.12,62,48.46,0.13,27.18,-5.72
13,57,4.01,6.34,22.81,31.02,0.35,0.2,32.26,1.14,62,48.41,0.15,27.18,-5.72
13,58,-1.0,-1.56,17.81,33.3,0.15,-0.05,30.16,1.06,63,48.34,0.07,27.18,-5.72
13,59,-0.31,-0.49,18.5,32.26,0.18,-0.02,27.27,1.07,66,48.18,0.07,27.18,-5.72
13,60,-3.25,-5.04,15.56,34.24,0.05,-0.15,27.69,1.03,65,48.18,0.03,27.18,-5.72
13,61,-0.92,-1.44,17.88,32.73,0.15,-0.04,28.12,1.06,64,48.12,0.07,27.18,-5.72
13,62,-2.69,-4.18,16.12,34.29,0.08,-0.12,28.57,1.03,63,47.96,0.04,27.18,-5.72
13,63,-0.16,-0.26,18.64,32.7,0.18,-0.01,27.42,1.07,62,47.96,0.08,27.18,-5.72
13,64,4.38,6.94,23.19,29.74,0.37,0.23,30.0,1.14,60,47.86,0.16,27.18,-5.72
13,65,5.22,8.28,24.03,29.0,0.4,0.29,31.03,1.16,58,47.93,0.18,27.18,-5.72
13,66,3.73,5.9,22.54,30.13,0.34,0.2,31.03,1.13,58,47.88,0.15,27.18,-5.72
13,67,3.4,5.37,22.21,30.2,0.33,0.18,31.03,1.13,58,47.79,0.14,27.18,-5.72
13,68,2.08,3.28,20.89,30.96,0.27,0.11,30.51,1.11,59,47.7,0.12,27.18,-5.72
13,69,3.16,4.99,21.97,30.1,0.32,0.17,31.58,1.13,57,47.48,0.14,27.18,-5.72
13,70,2.2,3.46,21.01,30.99,0.28,0.11,31.58,1.11,57,47.36,0.13,27.18,-5.72
13,71,1.4,2.2,20.21,31.26,0.25,0.07,31.58,1.1,57,47.25,0.11,27.18,-5.72
13,72,1.16,1.82,19.97,31.89,0.24,0.06,32.73,1.1,55,47.18,0.11,27.18,-5.72
13,73,-0.66,-1.03,18.15,33.3,0.16,-0.03,29.09,1.07,55,47.16,0.08,27.18,-5.72
13,74,-2.05,-3.19,16.76,34.23,0.1,-0.09,28.57,1.05,56,47.14,0.05,27.18,-5.75
13,75,-7.54,-11.54,11.27,37.97,-0.14,-0.3,24.56,0.97,57,47.07,-0.04,27.18,-5.75
13,76,-6.3,-9.68,12.51,37.53,-0.08,-0.26,25.45,0.98,55,47.07,-0.02,27.18,-5.75
13,77,-5.17,-7.97,13.63,36.69,-0.03,-0.22,26.42,1.0,53,47.02,-0.0,27.18,-5.75
13,78,-5.02,-7.75,13.78,36.73,-0.03,-0.21,26.42,1.0,53,46.93,0.0,27.18,-5.75
13,79,-5.48,-8.44,13.33,37.01,-0.05,-0.23,26.42,0.99,53,46.84,-0.01,27.18,-5.75
13,80,-4.37,-6.75,14.44,36.36,0.0,-0.19,26.42,1.01,53,46.86,0.01,27.18,-5.75
13,81,-5.5,-8.46,13.31,36.92,-0.05,-0.23,24.53,0.99,53,46.82,-0.01,27.18,-5.75
13,82,-5.97,-9.18,12.84,37.48,-0.07,-0.24,24.53,0.99,53,46.68,-0.02,27.18,-5.75
13,83,-6.48,-9.95,12.33,37.44,-0.09,-0.27,24.53,0.98,53,46.79,-0.03,27.18,-5.75
13,84,-5.57,-8.57,13.24,36.92,-0.05,-0.23,24.53,0.99,53,46.71,-0.01,27.18,-5.75
13,85,-3.54,-5.48,15.27,35.77,0.04,-0.15,25.0,1.02,52,46.52,0.03,27.18,-5.75
13,86,-4.5,-6.94,14.31,36.42,-0.0,-0.19,25.0,1.01,52,46.57,0.01,27.18,-5.75
13,87,-5.39,-8.3,13.42,37.01,-0.04,-0.22,25.49,1.0,51,46.43,-0.01,27.18,-5.75
13,88,-6.07,-9.34,12.73,36.52,-0.07,-0.26,25.49,0.98,51,46.39,-0.02,27.18,-5.75
13,89,-6.77,-10.38,12.04,36.94,-0.11,-0.28,25.49,0.97,51,46.41,-0.03,27.18,-5.75
13,90,-3.53,-5.46,15.28,34.86,0.04,-0.16,26.53,1.02,49,46.32,0.03,27.18,-5.75
13,91,-0.95,-1.48,17.86,33.35,0.15,-0.04,27.08,1.07,48,46.25,0.09,27.18,-5.32
13,92,-2.58,-4.0,16.23,34.15,0.08,-0.12,26.53,1.04,49,46.29,0.05,27.18,-5.32
13,93,-3.91,-6.06,14.89,34.23,0.02,-0.18,28.57,1.01,49,46.25,0.02,27.18,-5.32
13,94,-2.3,-3.58,16.5,33.24,0.09,-0.11,27.66,1.04,47,46.25,0.05,27.18,-5.32
13,95,-3.16,-4.9,15.65,33.82,0.05,-0.14,27.08,1.03,48,46.12,0.04,27.18,-5.32
13,96,-3.77,-5.83,15.04,33.99,0.02,-0.17,25.0,1.02,48,46.09,0.02,27.18,-5.32
13,97,-4.81,-7.42,14.0,34.32,-0.02,-0.22,25.0,1.0,48,46.07,-0.0,27.18,-5.32
13,98,-5.58,-8.6,13.22,34.28,-0.06,-0.25,25.0,0.99,48,46.11,-0.02,27.18,-5.32
13,99,-4.89,-7.54,13.92,34.04,-0.03,-0.22,25.0,1.0,48,45.98,-0.0,27.18,-5.32
13,100,-5.06,-7.8,13.75,33.69,-0.03,-0.23,24.0,0.99,50,45.95,-0.01,27.18,-5.32
13,101,-3.64,-5.63,15.17,33.04,0.03,-0.17,24.0,1.02,50,45.82,0.02,27.18,-5.32
13,102,-2.74,-4.25,16.07,32.41,0.07,-0.13,24.0,1.03,50,45.79,0.04,27.18,-5.32
13,103,-2.98,-4.62,15.83,32.44,0.06,-0.14,23.53,1.03,51,45.71,0.03,27.18,-5.32
13,104,0.91,1.43,19.72,31.85,0.22,0.04,24.07,1.1,54,45.66,0.11,27.18,-5.32
13,105,0.41,0.65,19.22,32.65,0.2,0.02,24.53,1.09,53,45.55,0.1,27.18,-5.32
13,106,0.26,0.41,19.07,32.94,0.2,0.01,24.07,1.09,54,45.36,0.09,27.18,-5.32
13,107,-1.89,-2.95,16.91,34.12,0.1,-0.09,22.64,1.05,53,45.23,0.06,27.18,-5.32
13,108,-0.29,-0.46,18.51,33.05,0.17,-0.01,23.08,1.08,52,45.16,0.09,27.18,-5.32
13,109,1.46,2.29,20.27,31.79,0.25,0.07,23.53,1.11,51,45.07,0.12,27.18,-5.32
13,110,3.49,5.52,22.3,30.59,0.33,0.18,22.45,1.15,49,44.98,0.17,27.18,-5.32
13,111,3.19,5.04,22.0,31.33,0.32,0.16,22.92,1.14,48,44.86,0.17,27.18,-5.32
13,112,3.56,5.63,22.37,31.14,0.33,0.18,22.45,1.15,49,44.89,0.17,27.18,-5.32
13,113,3.48,5.49,22.28,31.37,0.33,0.18,22.45,1.15,49,44.93,0.17,27.18,-5.32
13,114,5.7,9.06,24.51,30.65,0.42,0.3,23.4,1.19,47,44.91,0.22,27.18,-5.32
13,115,6.22,9.9,25.03,30.31,0.44,0.33,23.91,1.2,46,44.88,0.24,27.18,-5.32
13,116,7.87,12.57,26.67,29.3,0.5,0.43,23.91,1.24,46,44.82,0.27,27.18,-5.32
13,117,6.3,10.02,25.1,29.88,0.44,0.34,23.4,1.2,47,44.77,0.23,27.18,-5.32
13,118,10.19,16.39,29.0,27.61,0.6,0.59,24.44,1.28,45,44.88,0.32,27.18,-5.32
13,119,11.28,18.2,30.09,27.15,0.64,0.67,26.67,1.31,45,44.79,0.34,27.18,-5.32
13,120,12.61,20.41,31.42,26.28,0.69,0.78,27.27,1.33,44,44.79,0.38,27.18,-5.32
13,121,6.12,9.75,24.93,29.76,0.44,0.33,24.44,1.2,45,44.79,0.24,27.27,-5.32
13,122,7.18,11.46,25.99,29.62,0.48,0.39,26.67,1.23,45,44.8,0.26,27.27,-5.32
13,123,5.44,8.64,24.25,30.83,0.41,0.28,27.91,1.19,43,44.7,0.23,27.27,-5.32
13,124,5.12,8.13,23.93,30.92,0.4,0.26,28.57,1.18,42,44.75,0.23,27.27,-5.32
13,125,5.94,9.45,24.75,30.38,0.43,0.31,28.57,1.2,42,44.75,0.25,27.27,-5.32
13,126,6.26,9.97,25.07,30.06,0.44,0.33,28.57,1.21,42,44.73,0.26,27.27,-5.32
13,127,6.97,11.12,25.78,29.59,0.47,0.38,28.57,1.22,42,44.79,0.27,27.27,-5.32
13,128,7.13,11.37,25.94,29.53,0.48,0.39,27.91,1.22,43,44.84,0.27,27.27,-5.32
13,129,6.13,9.76,24.94,28.96,0.44,0.34,27.91,1.2,43,44.71,0.25,27.27,-5.32
13,130,6.65,10.6,25.46,29.04,0.46,0.36,27.91,1.21,43,44.7,0.26,27.27,-5.32
13,131,4.87,7.72,23.68,29.18,0.39,0.26,25.58,1.18,43,44.64,0.22,27.27,-5.32
13,132,4.22,6.68,23.03,29.38,0.36,0.23,24.44,1.16,45,44.68,0.2,27.27,-5.32
13,133,4.13,6.53,22.94,29.33,0.36,0.22,25.0,1.16,44,44.7,0.2,27.27,-5.32
13,134,3.6,5.69,22.41,29.67,0.33,0.19,25.0,1.15,44,44.61,0.19,27.27,-5.32
13,135,1.72,2.7,20.52,30.02,0.26,0.09,23.4,1.11,47,44.54,0.14,27.27,-5.32
13,136,2.24,3.53,21.05,30.3,0.28,0.12,23.4,1.12,47,44.48,0.15,27.27,-5.32
13,137,2.06,3.24,20.87,30.5,0.27,0.11,22.92,1.12,48,44.39,0.14,27.27,-5.32
13,138,0.43,0.67,19.24,31.27,0.2,0.02,21.57,1.09,51,44.38,0.1,27.27,-5.32
13,139,0.15,0.24,18.96,32.18,0.19,0.01,22.45,1.08,49,44.39,0.1,27.27,-5.32
13,140,3.37,5.32,22.18,29.89,0.32,0.18,23.4,1.15,47,44.29,0.17,27.27,-5.32
13,141,4.97,7.88,23.77,29.32,0.39,0.27,23.91,1.18,46,44.34,0.21,27.27,-5.32
13,142,4.77,7.56,23.58,29.45,0.38,0.26,25.0,1.17,44,44.3,0.21,27.27,-5.32
13,143,4.38,6.94,23.19,29.83,0.37,0.23,25.0,1.17,44,44.34,0.2,27.27,-5.32
13,144,5.55,8.81,24.35,29.16,0.41,0.3,25.58,1.19,43,44.46,0.23,27.27,-5.32
