Fast_EMA,Slow_EMA,Total_Return_Pct,CAGR_Pct,Alpha_Pct,Max_Drawdown_Pct,Sharpe_Ratio,Calmar_Ratio,Win_Rate_Pct,Profit_Factor,Total_Trades,Exposure_Pct,Avg_Trade_Pct,Best_Trade_Pct,Worst_Trade_Pct
98,217,-0.49,-0.76,18.32,36.02,0.16,-0.02,33.33,1.11,15,49.0,0.31,26.85,-10.79
98,218,-0.95,-1.48,17.86,36.33,0.14,-0.04,33.33,1.1,15,49.02,0.28,26.89,-10.79
98,219,-1.52,-2.37,17.29,36.63,0.12,-0.06,33.33,1.08,15,49.02,0.24,26.89,-10.79
98,220,-2.6,-4.03,16.21,36.99,0.07,-0.11,33.33,1.06,15,49.0,0.17,26.89,-10.79
98,221,-2.69,-4.17,16.12,37.05,0.07,-0.11,33.33,1.05,15,49.0,0.16,26.89,-10.79
98,222,-1.92,-2.98,16.89,36.55,0.1,-0.08,33.33,1.07,15,48.98,0.21,26.89,-10.79
98,223,-0.38,-0.59,18.43,35.56,0.17,-0.02,33.33,1.11,15,48.96,0.31,26.89,-10.18
98,224,2.15,3.39,20.96,33.92,0.27,0.1,33.33,1.17,15,48.98,0.45,26.89,-6.4
98,225,2.33,3.67,21.14,33.92,0.28,0.11,33.33,1.18,15,49.02,0.47,26.89,-6.4
98,226,3.57,5.64,22.38,33.12,0.33,0.17,33.33,1.21,15,49.0,0.54,26.89,-6.4
98,227,3.42,5.4,22.22,33.22,0.33,0.16,33.33,1.21,15,48.96,0.53,26.89,-6.4
98,228,3.82,6.04,22.63,32.95,0.34,0.18,33.33,1.22,15,48.96,0.56,26.89,-6.4
98,229,5.77,9.17,24.57,31.73,0.42,0.29,33.33,1.28,15,48.89,0.68,26.89,-5.32
98,230,4.74,7.51,23.54,32.37,0.38,0.23,33.33,1.25,15,48.88,0.61,26.89,-5.32
98,231,5.68,9.02,24.48,31.77,0.42,0.28,33.33,1.28,15,48.84,0.67,26.89,-5.32
98,232,5.04,7.99,23.85,32.27,0.39,0.25,33.33,1.26,15,48.89,0.63,26.89,-5.32
98,233,4.94,7.83,23.74,32.33,0.39,0.24,31.25,1.26,16,48.79,0.58,26.89,-5.32
98,234,4.57,7.24,23.38,32.57,0.37,0.22,31.25,1.25,16,48.75,0.56,26.89,-5.32
98,235,4.03,6.37,22.84,32.91,0.35,0.19,31.25,1.23,16,48.73,0.53,26.89,-5.32
98,236,3.95,6.24,22.76,32.96,0.35,0.19,31.25,1.23,16,48.73,0.52,26.89,-5.32
98,237,4.03,6.38,22.84,32.91,0.35,0.19,31.25,1.23,16,48.68,0.53,26.89,-5.02
98,238,2.68,4.23,21.49,33.65,0.29,0.13,31.25,1.19,16,48.62,0.45,26.89,-5.02
98,239,3.45,5.45,22.26,33.1,0.33,0.16,31.25,1.21,16,48.57,0.49,26.89,-5.02
98,240,2.79,4.4,21.6,33.53,0.3,0.13,29.41,1.19,17,48.5,0.43,26.89,-5.16
98,241,2.28,3.59,21.09,33.86,0.28,0.11,31.25,1.18,16,48.34,0.43,26.89,-5.2
98,242,3.37,5.32,22.17,33.15,0.32,0.16,31.25,1.21,16,48.25,0.49,26.89,-5.16
98,243,4.25,6.72,23.05,32.59,0.36,0.21,33.33,1.24,15,48.21,0.58,26.89,-5.16
98,244,4.14,6.55,22.95,32.63,0.36,0.2,33.33,1.23,15,48.2,0.57,26.89,-5.16
98,245,2.27,3.58,21.08,33.84,0.28,0.11,33.33,1.18,15,48.14,0.46,26.89,-5.6
98,246,2.6,4.09,21.4,33.65,0.29,0.12,33.33,1.19,15,48.16,0.48,26.89,-5.6
98,247,2.55,4.02,21.36,33.2,0.29,0.12,31.25,1.19,16,48.2,0.44,26.89,-5.6
98,248,4.14,6.54,22.94,32.17,0.36,0.2,31.25,1.23,16,48.14,0.54,26.89,-5.68
98,249,3.96,6.26,22.77,32.27,0.35,0.19,31.25,1.23,16,48.14,0.53,26.89,-5.68
98,250,3.33,5.26,22.14,32.32,0.32,0.16,31.25,1.21,16,48.14,0.49,26.89,-5.68
99,100,-3.31,-5.14,15.49,34.89,0.05,-0.15,26.09,1.04,23,45.27,0.1,27.01,-9.57
99,101,-1.51,-2.35,17.3,33.67,0.12,-0.07,26.09,1.08,23,45.2,0.18,27.01,-9.57
99,102,-3.74,-5.79,15.06,35.13,0.03,-0.16,25.0,1.03,24,45.16,0.07,27.01,-9.57
99,103,-3.89,-6.02,14.91,35.23,0.02,-0.17,26.09,1.03,23,45.2,0.07,27.01,-9.57
99,104,-5.38,-8.29,13.42,35.88,-0.04,-0.23,26.09,1.0,23,45.29,-0.0,26.69,-9.57
99,105,-3.58,-5.55,15.23,34.66,0.04,-0.16,27.27,1.04,22,45.34,0.09,26.69,-9.57
99,106,-2.2,-3.43,16.6,34.01,0.09,-0.1,28.57,1.06,21,45.43,0.16,26.69,-9.57
99,107,-4.48,-6.92,14.32,35.55,-0.0,-0.19,28.57,1.02,21,45.46,0.05,26.69,-9.57
99,108,-2.39,-3.72,16.42,34.57,0.09,-0.11,28.57,1.06,21,45.52,0.15,26.69,-9.57
99,109,-1.87,-2.91,16.94,34.33,0.11,-0.08,28.57,1.07,21,45.57,0.17,26.69,-9.57
99,110,-2.57,-4.0,16.23,34.59,0.08,-0.12,28.57,1.06,21,45.59,0.14,26.69,-9.39
99,111,-0.75,-1.17,18.06,33.34,0.16,-0.04,28.57,1.09,21,45.66,0.22,26.69,-9.39
99,112,-0.41,-0.64,18.4,33.12,0.17,-0.02,28.57,1.1,21,45.75,0.24,26.69,-9.39
99,113,-0.8,-1.25,18.0,33.38,0.15,-0.04,28.57,1.09,21,45.84,0.22,26.69,-9.39
99,114,0.3,0.46,19.1,32.64,0.2,0.01,28.57,1.12,21,45.84,0.27,26.69,-9.39
99,115,-0.15,-0.24,18.66,31.63,0.18,-0.01,30.0,1.1,20,45.88,0.24,26.69,-9.39
99,116,1.45,2.27,20.25,30.4,0.25,0.07,30.0,1.14,20,45.89,0.31,26.45,-9.39
99,117,1.74,2.74,20.55,30.2,0.26,0.09,30.0,1.15,20,45.89,0.33,26.45,-9.39
99,118,1.82,2.86,20.63,30.43,0.26,0.09,30.0,1.15,20,45.93,0.33,26.45,-9.39
99,119,2.4,3.79,21.21,30.12,0.29,0.13,30.0,1.17,20,45.95,0.36,26.45,-9.17
99,120,2.98,4.71,21.79,29.72,0.31,0.16,30.0,1.18,20,45.95,0.39,26.45,-9.17
99,121,4.96,7.87,23.77,28.37,0.39,0.28,26.32,1.24,19,46.0,0.51,26.45,-9.17
99,122,5.92,9.41,24.72,28.7,0.43,0.33,26.32,1.27,19,46.11,0.55,26.45,-9.17
99,123,7.15,11.41,25.96,27.88,0.48,0.41,26.32,1.3,19,46.14,0.61,26.45,-9.17
99,124,8.09,12.94,26.9,27.25,0.51,0.48,26.32,1.32,19,46.21,0.66,26.45,-9.17
99,125,9.69,15.57,28.5,26.17,0.57,0.6,26.32,1.37,19,46.29,0.74,26.45,-9.17
99,126,10.78,17.37,29.59,25.47,0.61,0.68,27.78,1.41,18,46.34,0.84,26.45,-9.17
99,127,10.59,17.05,29.4,25.6,0.61,0.67,27.78,1.4,18,46.38,0.83,26.45,-9.17
99,128,10.95,17.65,29.76,25.36,0.62,0.7,27.78,1.41,18,46.39,0.85,26.45,-9.17
99,129,10.32,16.61,29.13,25.33,0.6,0.66,27.78,1.39,18,46.45,0.81,26.45,-9.22
99,130,11.74,18.96,30.55,24.24,0.65,0.78,27.78,1.44,18,46.43,0.88,26.45,-9.22
99,131,11.5,18.56,30.3,24.91,0.64,0.74,27.78,1.43,18,46.48,0.87,26.85,-9.22
99,132,11.74,18.97,30.55,24.74,0.65,0.77,27.78,1.43,18,46.54,0.89,26.85,-9.22
99,133,11.34,18.3,30.15,24.73,0.63,0.74,27.78,1.42,18,46.59,0.87,26.85,-9.22
99,134,11.15,17.98,29.95,24.86,0.63,0.72,27.78,1.42,18,46.66,0.86,26.85,-9.22
99,135,10.83,17.46,29.64,25.13,0.62,0.69,27.78,1.4,18,46.68,0.84,26.85,-9.22
99,136,11.36,18.33,30.17,24.95,0.64,0.73,27.78,1.42,18,46.73,0.87,26.85,-9.22
99,137,9.46,15.18,28.27,26.23,0.56,0.58,27.78,1.36,18,46.82,0.78,26.85,-9.22
99,138,7.95,12.72,26.76,27.07,0.51,0.47,27.78,1.31,18,46.8,0.71,26.85,-10.12
99,139,7.79,12.45,26.6,27.04,0.5,0.46,27.78,1.31,18,46.84,0.7,26.85,-10.12
99,140,8.75,14.03,27.56,26.4,0.54,0.53,27.78,1.34,18,46.91,0.75,26.85,-10.12
99,141,7.12,11.35,25.92,26.87,0.47,0.42,27.78,1.29,18,46.93,0.66,26.85,-10.12
99,142,8.74,14.01,27.55,25.89,0.54,0.54,26.32,1.34,19,47.04,0.7,26.85,-10.12
99,143,9.19,14.74,27.99,25.49,0.55,0.58,26.32,1.35,19,47.09,0.72,26.85,-10.12
99,144,11.12,17.93,29.93,24.17,0.63,0.74,27.78,1.42,18,47.14,0.86,26.85,-10.12
99,145,11.25,18.15,30.06,24.02,0.63,0.76,27.78,1.42,18,47.16,0.86,26.74,-10.12
99,146,12.16,19.67,30.97,23.5,0.66,0.84,29.41,1.45,17,47.27,0.96,26.74,-10.12
99,147,10.66,17.18,29.47,24.32,0.61,0.71,29.41,1.4,17,47.27,0.89,26.74,-10.12
99,148,9.74,15.65,28.55,24.96,0.57,0.63,29.41,1.37,17,47.32,0.84,26.74,-10.12
99,149,10.02,16.1,28.82,24.81,0.58,0.65,29.41,1.38,17,47.34,0.85,26.74,-9.73
99,150,10.29,16.56,29.1,24.64,0.59,0.67,29.41,1.39,17,47.36,0.87,26.74,-9.73
99,151,8.57,13.73,27.38,25.44,0.53,0.54,29.41,1.33,17,47.38,0.78,26.74,-9.73
99,152,8.28,13.25,27.09,25.75,0.52,0.51,29.41,1.32,17,47.39,0.77,26.74,-9.73
99,153,8.88,14.23,27.69,25.37,0.54,0.56,29.41,1.34,17,47.52,0.8,26.74,-9.73
99,154,7.34,11.72,26.15,26.42,0.48,0.44,29.41,1.29,17,47.54,0.72,26.74,-9.73
99,155,7.17,11.44,25.98,26.64,0.48,0.43,29.41,1.29,17,47.61,0.71,26.74,-9.73
99,156,6.0,9.54,24.8,27.36,0.43,0.35,29.41,1.26,17,47.61,0.65,26.74,-9.73
99,157,5.66,8.99,24.47,27.85,0.42,0.32,29.41,1.25,17,47.68,0.63,26.74,-9.73
99,158,3.92,6.2,22.73,29.73,0.35,0.21,29.41,1.21,17,47.73,0.53,26.74,-9.57
99,159,4.05,6.4,22.85,29.6,0.35,0.22,29.41,1.22,17,47.79,0.53,26.74,-9.57
99,160,3.63,5.74,22.44,30.01,0.34,0.19,29.41,1.21,17,47.77,0.51,26.74,-9.57
99,161,3.1,4.89,21.91,30.39,0.31,0.16,29.41,1.19,17,47.82,0.48,26.74,-10.06
99,162,1.15,1.81,19.96,31.79,0.24,0.06,29.41,1.15,17,47.84,0.38,26.67,-10.06
99,163,-1.3,-2.02,17.51,33.46,0.13,-0.06,27.78,1.09,18,47.98,0.22,26.67,-10.06
99,164,-0.29,-0.46,18.51,33.29,0.18,-0.01,29.41,1.11,17,48.09,0.29,26.67,-10.06
99,165,-0.3,-0.47,18.51,33.29,0.17,-0.01,29.41,1.11,17,48.11,0.29,26.67,-10.06
99,166,0.1,0.15,18.91,33.1,0.19,0.0,29.41,1.12,17,48.14,0.31,26.67,-10.06
99,167,0.29,0.46,19.1,32.97,0.2,0.01,29.41,1.13,17,48.14,0.32,26.67,-10.06
99,168,0.49,0.77,19.3,32.84,0.21,0.02,29.41,1.13,17,48.14,0.33,26.67,-9.66
99,169,2.94,4.63,21.74,31.87,0.31,0.15,29.41,1.19,17,48.25,0.47,26.67,-9.66
99,170,3.15,4.98,21.96,31.72,0.32,0.16,29.41,1.2,17,48.23,0.48,26.67,-9.66
99,171,-0.38,-0.59,18.43,34.06,0.17,-0.02,29.41,1.11,17,48.27,0.29,26.67,-9.66
99,172,-0.49,-0.76,18.32,34.13,0.17,-0.02,29.41,1.11,17,48.29,0.28,26.67,-9.66
99,173,0.19,0.3,19.0,33.26,0.19,0.01,27.78,1.12,18,48.3,0.3,26.67,-9.66
99,174,0.44,0.68,19.24,32.95,0.2,0.02,27.78,1.13,18,48.36,0.31,26.67,-9.66
99,175,0.65,1.02,19.46,32.76,0.21,0.03,27.78,1.13,18,48.39,0.33,26.67,-9.66
99,176,0.01,0.01,18.82,33.19,0.19,0.0,26.32,1.12,19,48.45,0.27,26.67,-9.71
99,177,-1.46,-2.27,17.35,34.13,0.12,-0.07,26.32,1.08,19,48.41,0.2,26.67,-10.45
99,178,-1.01,-1.57,17.8,33.87,0.14,-0.05,26.32,1.09,19,48.52,0.23,26.67,-10.45
99,179,-1.66,-2.59,17.14,34.31,0.12,-0.08,26.32,1.08,19,48.64,0.2,26.67,-10.45
99,180,-2.03,-3.15,16.78,34.31,0.1,-0.09,27.78,1.07,18,48.7,0.19,26.67,-10.45
99,181,-1.35,-2.11,17.46,33.86,0.13,-0.06,27.78,1.09,18,48.77,0.22,26.67,-10.45
99,182,-0.74,-1.16,18.07,33.45,0.16,-0.03,27.78,1.1,18,48.82,0.26,26.67,-10.45
99,183,-1.65,-2.57,17.16,34.06,0.12,-0.08,27.78,1.08,18,48.79,0.21,26.67,-10.72
99,184,-1.31,-2.05,17.49,33.93,0.13,-0.06,27.78,1.09,18,48.82,0.23,26.85,-10.72
99,185,-1.45,-2.25,17.36,34.01,0.13,-0.07,27.78,1.09,18,48.88,0.22,26.85,-10.72
99,186,-0.5,-0.79,18.3,33.42,0.17,-0.02,27.78,1.11,18,48.89,0.28,26.85,-10.72
99,187,0.39,0.61,19.2,32.89,0.2,0.02,29.41,1.13,17,48.98,0.35,26.85,-10.72
99,188,-0.62,-0.97,18.19,33.57,0.16,-0.03,29.41,1.11,17,49.04,0.29,26.85,-10.72
99,189,-0.74,-1.16,18.06,33.65,0.16,-0.03,29.41,1.1,17,49.04,0.28,26.85,-10.72
99,190,-1.17,-1.83,17.63,33.94,0.14,-0.05,29.41,1.09,17,49.02,0.26,26.85,-10.72
99,191,-1.13,-1.76,17.68,33.91,0.14,-0.05,29.41,1.1,17,49.09,0.26,26.85,-10.72
99,192,-3.39,-5.25,15.42,35.42,0.04,-0.15,26.32,1.04,19,49.07,0.11,26.85,-10.32
99,193,-3.59,-5.55,15.22,35.55,0.03,-0.16,27.78,1.04,18,49.04,0.1,26.85,-10.3
99,194,-3.06,-4.75,15.74,35.41,0.06,-0.13,27.78,1.05,18,49.07,0.13,26.85,-10.3
99,195,-4.47,-6.91,14.34,36.35,-0.01,-0.19,27.78,1.02,18,49.09,0.05,26.85,-10.3
99,196,-3.61,-5.59,15.2,36.91,0.03,-0.15,29.41,1.04,17,49.14,0.11,26.85,-10.3
99,197,-3.73,-5.78,15.07,36.74,0.03,-0.16,27.78,1.04,18,49.21,0.1,26.85,-10.3
99,198,-3.98,-6.16,14.83,37.02,0.02,-0.17,29.41,1.03,17,49.32,0.09,26.85,-10.3
99,199,-1.87,-2.91,16.94,35.64,0.11,-0.08,31.25,1.08,16,49.29,0.22,26.85,-9.65
99,200,-1.52,-2.37,17.29,35.63,0.12,-0.07,31.25,1.08,16,49.3,0.24,26.85,-9.6
99,201,-1.29,-2.01,17.52,35.49,0.13,-0.06,31.25,1.09,16,49.36,0.25,26.85,-9.6
99,202,-1.1,-1.72,17.71,35.47,0.14,-0.05,31.25,1.09,16,49.39,0.26,26.85,-9.6
99,203,-2.96,-4.6,15.85,36.63,0.06,-0.13,29.41,1.05,17,49.45,0.13,26.85,-9.28
99,204,-2.87,-4.45,15.94,36.89,0.06,-0.12,29.41,1.05,17,49.43,0.13,26.85,-9.28
99,205,-2.6,-4.03,16.21,36.71,0.08,-0.11,31.25,1.05,16,49.39,0.15,26.85,-9.28
99,206,-4.08,-6.3,14.73,37.67,0.01,-0.17,29.41,1.02,17,49.36,0.06,26.85,-9.28
99,207,-4.8,-7.4,14.01,38.2,-0.02,-0.19,29.41,1.01,17,49.3,0.02,26.85,-9.82
99,208,-5.13,-7.91,13.68,38.41,-0.04,-0.21,31.25,1.0,16,49.23,-0.0,26.85,-9.82
99,209,-4.98,-7.68,13.83,38.31,-0.03,-0.2,31.25,1.0,16,49.23,0.01,26.85,-9.82
99,210,-7.12,-10.92,11.69,39.84,-0.12,-0.27,31.25,0.96,16,49.2,-0.12,26.85,-10.99
99,211,-7.12,-10.92,11.69,39.84,-0.12,-0.27,31.25,0.96,16,49.2,-0.12,26.85,-10.99
99,212,-6.87,-10.53,11.94,39.67,-0.11,-0.27,31.25,0.97,16,49.21,-0.11,26.85,-10.99
99,213,-5.28,-8.13,13.53,38.6,-0.04,-0.21,31.25,1.0,16,49.16,-0.01,26.89,-10.99
99,214,-4.5,-6.96,14.3,38.62,-0.01,-0.18,31.25,1.01,16,49.16,0.04,26.89,-10.99
99,215,-0.63,-0.98,18.18,36.13,0.16,-0.03,31.25,1.11,16,49.04,0.28,26.89,-10.79
99,216,0.36,0.57,19.17,35.78,0.2,0.02,33.33,1.13,15,49.0,0.37,26.89,-10.79
99,217,-0.19,-0.3,18.62,36.13,0.18,-0.01,33.33,1.12,15,49.04,0.33,26.89,-10.79
99,218,-1.53,-2.38,17.28,36.58,0.12,-0.06,33.33,1.08,15,49.0,0.24,26.89,-10.79
99,219,-0.44,-0.69,18.37,35.88,0.17,-0.02,33.33,1.11,15,48.96,0.31,26.89,-10.79
99,220,-1.5,-2.34,17.3,36.57,0.12,-0.06,33.33,1.08,15,48.96,0.24,26.89,-10.79
99,221,-0.7,-1.1,18.1,36.05,0.15,-0.03,33.33,1.1,15,48.98,0.29,26.89,-10.18
99,222,-0.51,-0.8,18.29,35.94,0.16,-0.02,33.33,1.11,15,49.0,0.3,26.89,-10.18
99,223,3.36,5.3,22.16,33.55,0.32,0.16,33.33,1.21,15,49.02,0.53,26.89,-6.4
99,224,3.76,5.95,22.57,33.29,0.34,0.18,33.33,1.22,15,49.0,0.55,26.89,-6.4
99,225,3.76,5.95,22.57,33.29,0.34,0.18,33.33,1.22,15,49.0,0.55,26.89,-6.4
99,226,4.07,6.44,22.88,33.09,0.35,0.19,33.33,1.23,15,49.0,0.57,26.89,-6.4
99,227,5.9,9.38,24.71,31.95,0.43,0.29,33.33,1.28,15,48.91,0.69,26.89,-5.58
99,228,5.13,8.14,23.94,32.42,0.4,0.25,33.33,1.26,15,48.86,0.64,26.89,-5.32
99,229,4.5,7.13,23.31,32.91,0.37,0.22,33.33,1.25,15,48.88,0.6,26.89,-5.32
99,230,4.67,7.4,23.48,32.81,0.38,0.23,33.33,1.25,15,48.88,0.61,26.89,-5.32
99,231,7.78,12.43,26.59,30.81,0.5,0.4,33.33,1.35,15,48.82,0.8,26.89,-5.31
99,232,7.52,12.0,26.32,30.98,0.49,0.39,33.33,1.35,15,48.82,0.78,26.89,-5.26
99,233,7.78,12.43,26.59,30.8,0.5,0.4,33.33,1.36,15,48.8,0.79,26.89,-5.26
99,234,4.19,6.64,23.0,33.1,0.36,0.2,31.25,1.23,16,48.73,0.54,26.89,-5.32
99,235,4.08,6.46,22.89,33.17,0.35,0.19,31.25,1.23,16,48.75,0.53,26.89,-5.32
99,236,2.19,3.45,21.0,34.27,0.27,0.1,31.25,1.17,16,48.66,0.42,26.89,-5.32
99,237,1.96,3.08,20.77,34.12,0.26,0.09,31.25,1.17,16,48.64,0.41,26.89,-5.08
99,238,2.85,4.49,21.65,33.49,0.3,0.13,31.25,1.19,16,48.64,0.46,26.89,-5.02
99,239,2.3,3.61,21.1,33.85,0.28,0.11,31.25,1.18,16,48.59,0.43,26.89,-5.2
99,240,3.12,4.92,21.93,33.31,0.31,0.15,29.41,1.2,17,48.45,0.45,26.89,-5.16
99,241,3.13,4.94,21.94,33.31,0.31,0.15,31.25,1.2,16,48.29,0.48,26.89,-5.16
99,242,3.08,4.86,21.89,33.34,0.31,0.15,31.25,1.2,16,48.23,0.47,26.89,-5.17
99,243,3.45,5.45,22.26,33.1,0.33,0.16,33.33,1.21,15,48.2,0.53,26.89,-5.17
99,244,3.16,4.99,21.97,33.28,0.31,0.15,33.33,1.2,15,48.16,0.51,26.89,-5.17
99,245,1.54,2.42,20.35,33.86,0.25,0.07,31.25,1.16,16,48.2,0.38,26.89,-5.6
99,246,3.48,5.5,22.29,32.59,0.33,0.17,31.25,1.21,16,48.18,0.5,26.89,-5.6
99,247,3.28,5.18,22.09,32.73,0.32,0.16,31.25,1.21,16,48.2,0.49,26.89,-5.6
99,248,3.3,5.21,22.11,32.34,0.32,0.16,31.25,1.21,16,48.2,0.49,26.89,-5.68
99,249,4.05,6.4,22.86,32.03,0.35,0.2,31.25,1.23,16,48.21,0.53,26.89,-5.68
99,250,3.43,5.42,22.24,32.43,0.33,0.17,31.25,1.21,16,48.23,0.49,26.89,-5.68
100,101,-3.74,-5.79,15.06,35.13,0.03,-0.16,25.0,1.03,24,45.16,0.07,27.01,-9.57
100,102,-3.89,-6.02,14.91,35.23,0.02,-0.17,26.09,1.03,23,45.2,0.07,27.01,-9.57
100,103,-5.38,-8.29,13.42,35.88,-0.04,-0.23,26.09,1.0,23,45.29,-0.0,26.69,-9.57
100,104,-3.58,-5.55,15.23,34.66,0.04,-0.16,27.27,1.04,22,45.34,0.09,26.69,-9.57
100,105,-2.2,-3.43,16.6,34.01,0.09,-0.1,28.57,1.06,21,45.43,0.16,26.69,-9.57
100,106,-4.48,-6.92,14.32,35.55,-0.0,-0.19,28.57,1.02,21,45.46,0.05,26.69,-9.57
100,107,-2.21,-3.43,16.6,34.44,0.09,-0.1,28.57,1.06,21,45.5,0.16,26.69,-9.57
100,108,-1.87,-2.91,16.94,34.33,0.11,-0.08,28.57,1.07,21,45.57,0.17,26.69,-9.57
100,109,-2.57,-4.0,16.23,34.59,0.08,-0.12,28.57,1.06,21,45.59,0.14,26.69,-9.39
100,110,-0.75,-1.17,18.06,33.34,0.16,-0.04,28.57,1.09,21,45.66,0.22,26.69,-9.39
100,111,-0.42,-0.66,18.39,33.12,0.17,-0.02,28.57,1.1,21,45.77,0.24,26.69,-9.39
100,112,-0.8,-1.25,18.0,33.38,0.15,-0.04,28.57,1.09,21,45.84,0.22,26.69,-9.39
100,113,1.28,2.0,20.08,31.99,0.24,0.06,30.0,1.14,20,45.86,0.33,26.69,-9.39
100,114,-0.15,-0.24,18.66,31.63,0.18,-0.01,30.0,1.1,20,45.88,0.24,26.69,-9.39
100,115,0.43,0.68,19.24,31.1,0.2,0.02,30.0,1.12,20,45.88,0.26,26.45,-9.39
100,116,1.93,3.04,20.74,30.35,0.27,0.1,30.0,1.16,20,45.89,0.34,26.45,-9.39
100,117,1.96,3.08,20.76,30.43,0.27,0.1,30.0,1.16,20,45.95,0.34,26.45,-9.39
100,118,2.4,3.79,21.21,30.12,0.29,0.13,30.0,1.17,20,45.95,0.36,26.45,-9.17
100,119,2.98,4.71,21.79,29.72,0.31,0.16,30.0,1.18,20,45.95,0.39,26.45,-9.17
100,120,4.66,7.38,23.47,28.82,0.38,0.26,26.32,1.23,19,46.04,0.49,26.45,-9.17
100,121,6.62,10.56,25.43,28.23,0.45,0.37,26.32,1.28,19,46.12,0.59,26.45,-9.17
100,122,7.46,11.91,26.27,27.67,0.49,0.43,26.32,1.31,19,46.12,0.63,26.45,-9.17
100,123,7.95,12.72,26.76,27.34,0.51,0.47,26.32,1.32,19,46.23,0.66,26.45,-9.17
100,124,9.62,15.45,28.43,26.22,0.57,0.59,26.32,1.37,19,46.3,0.74,26.45,-9.17
100,125,10.78,17.37,29.59,25.47,0.61,0.68,27.78,1.41,18,46.34,0.84,26.45,-9.17
100,126,10.95,17.65,29.76,25.36,0.62,0.7,27.78,1.41,18,46.39,0.85,26.45,-9.17
100,127,10.54,16.98,29.35,25.63,0.6,0.66,27.78,1.4,18,46.41,0.82,26.45,-9.22
100,128,12.28,19.86,31.09,24.0,0.67,0.83,27.78,1.46,18,46.43,0.91,26.45,-9.22
100,129,12.65,20.49,31.46,23.89,0.68,0.86,27.78,1.47,18,46.45,0.93,26.45,-9.22
100,130,11.82,19.09,30.63,24.69,0.65,0.77,27.78,1.44,18,46.54,0.89,26.85,-9.22
100,131,11.91,19.25,30.72,24.54,0.66,0.78,27.78,1.44,18,46.55,0.89,26.85,-9.22
100,132,11.23,18.12,30.04,24.8,0.63,0.73,27.78,1.42,18,46.62,0.86,26.85,-9.22
100,133,10.37,16.68,29.18,25.38,0.6,0.66,27.78,1.39,18,46.7,0.82,26.85,-9.22
100,134,10.83,17.46,29.64,25.13,0.62,0.69,27.78,1.4,18,46.68,0.84,26.85,-9.22
100,135,9.43,15.14,28.24,26.25,0.56,0.58,27.78,1.36,18,46.77,0.78,26.85,-9.22
100,136,8.49,13.6,27.3,26.96,0.53,0.5,27.78,1.33,18,46.82,0.73,26.85,-10.12
100,137,7.56,12.07,26.37,27.34,0.49,0.44,27.78,1.3,18,46.82,0.69,26.85,-10.12
100,138,7.55,12.06,26.36,27.21,0.49,0.44,27.78,1.3,18,46.86,0.69,26.85,-10.12
100,139,8.68,13.9,27.48,26.45,0.53,0.53,27.78,1.34,18,46.91,0.74,26.85,-10.12
100,140,6.54,10.42,25.35,27.27,0.45,0.38,26.32,1.28,19,46.95,0.6,26.85,-10.12
100,141,7.08,11.3,25.89,27.02,0.47,0.42,26.32,1.29,19,47.05,0.62,26.85,-10.12
100,142,10.14,16.31,28.95,24.84,0.59,0.66,27.78,1.38,18,47.12,0.81,26.85,-10.12
100,143,10.56,17.0,29.37,24.49,0.6,0.69,27.78,1.4,18,47.2,0.83,26.74,-10.12
100,144,12.01,19.41,30.82,23.5,0.66,0.83,29.41,1.45,17,47.23,0.95,26.74,-10.12
100,145,12.0,19.39,30.81,23.61,0.66,0.82,29.41,1.45,17,47.25,0.95,26.74,-10.12
100,146,9.96,16.01,28.77,24.8,0.58,0.65,29.41,1.38,17,47.27,0.85,26.74,-10.12
100,147,10.42,16.77,29.23,24.49,0.6,0.68,29.41,1.39,17,47.29,0.87,26.74,-9.73
100,148,10.13,16.29,28.93,24.73,0.59,0.66,29.41,1.38,17,47.3,0.86,26.74,-9.73
100,149,10.37,16.68,29.17,24.15,0.6,0.69,29.41,1.39,17,47.36,0.87,26.74,-9.73
100,150,8.26,13.22,27.07,25.66,0.52,0.52,29.41,1.32,17,47.38,0.77,26.74,-9.73
100,151,8.52,13.64,27.33,25.59,0.53,0.53,29.41,1.33,17,47.39,0.78,26.74,-9.73
100,152,9.08,14.57,27.89,25.23,0.55,0.58,29.41,1.35,17,47.5,0.81,26.74,-9.73
100,153,7.55,12.06,26.36,26.29,0.49,0.46,29.41,1.3,17,47.54,0.73,26.74,-9.73
100,154,7.03,11.21,25.84,26.73,0.47,0.42,29.41,1.29,17,47.55,0.7,26.74,-9.73
100,155,6.07,9.66,24.88,27.57,0.43,0.35,29.41,1.26,17,47.64,0.65,26.74,-9.73
100,156,3.06,4.83,21.87,29.72,0.31,0.16,29.41,1.19,17,47.71,0.48,26.74,-9.73
100,157,4.16,6.58,22.97,29.54,0.36,0.22,29.41,1.22,17,47.75,0.54,26.74,-9.57
100,158,4.1,6.49,22.91,29.46,0.35,0.22,29.41,1.22,17,47.79,0.54,26.74,-9.57
100,159,4.18,6.62,22.99,29.6,0.36,0.22,29.41,1.22,17,47.77,0.54,26.67,-9.57
100,160,3.6,5.69,22.41,30.01,0.33,0.19,29.41,1.21,17,47.82,0.5,26.67,-9.57
100,161,0.7,1.09,19.5,32.1,0.22,0.03,29.41,1.14,17,47.88,0.35,26.67,-10.06
