Fast_EMA,Slow_EMA,Total_Return_Pct,CAGR_Pct,Alpha_Pct,Max_Drawdown_Pct,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Win_Rate_Pct,Profit_Factor,Expectancy_Pct,Total_Trades,Avg_Holding_Hours,Avg_Win_Pct,Avg_Loss_Pct,Win_Loss_Ratio,Max_Cons_Wins,Max_Cons_Losses,Best_Trade_Pct,Worst_Trade_Pct,Exposure_Pct,Pos_Months,Neg_Months,Best_Month,Worst_Month,Peak_Time,MDD_Trough_Time,Jan_2026,Feb_2026,Mar_2026,Apr_2026,May_2026,Jun_2026,Jul_2026,Aug_2026
43,82,-7.29,-11.16,11.52,36.59,-0.13,-0.13,-0.31,30.56,0.95,-0.08,36,70.2,4.99,-2.3,2.16,2,7,27.11,-6.92,45.11,2,6,Aug_2026 (+27.10%),Feb_2026 (-14.85%),2026-01-06T23:00:00,2026-07-02T00:00:00,-3.02,-14.85,-3.0,-3.03,-4.11,-5.03,3.13,27.1
43,83,-5.42,-8.35,13.39,35.75,-0.05,-0.04,-0.23,32.35,0.99,-0.02,34,74.3,5.01,-2.43,2.06,2,7,27.11,-7.2,45.09,2,6,Aug_2026 (+25.65%),Feb_2026 (-14.68%),2026-01-06T23:00:00,2026-07-02T00:00:00,-2.57,-14.68,-3.0,-2.71,-3.99,-4.84,5.03,25.65
43,84,-4.27,-6.6,14.54,34.6,0.0,0.0,-0.19,30.3,1.01,0.01,33,76.4,5.5,-2.37,2.32,2,7,27.11,-7.2,45.04,2,6,Aug_2026 (+25.60%),Feb_2026 (-14.79%),2026-01-06T23:00:00,2026-07-02T00:00:00,-2.57,-14.79,-2.91,-1.97,-4.06,-3.77,4.48,25.6
43,85,-3.56,-5.51,15.25,34.0,0.03,0.03,-0.16,30.3,1.02,0.04,33,76.4,5.56,-2.37,2.35,2,7,27.11,-7.2,45.04,2,6,Aug_2026 (+25.60%),Feb_2026 (-14.64%),2026-01-06T23:00:00,2026-07-02T00:00:00,-2.58,-14.64,-1.62,-2.53,-4.06,-3.77,4.29,25.6
43,86,-3.14,-4.86,15.67,33.68,0.05,0.05,-0.14,30.3,1.03,0.05,33,76.3,5.59,-2.36,2.37,2,7,27.11,-7.2,44.96,2,6,Aug_2026 (+25.60%),Feb_2026 (-14.49%),2026-01-06T23:00:00,2026-07-02T00:00:00,-2.46,-14.49,-1.62,-2.44,-4.11,-3.61,4.24,25.6
43,87,-2.13,-3.31,16.68,32.83,0.1,0.09,-0.1,31.25,1.05,0.08,32,78.8,5.47,-2.37,2.31,2,6,27.11,-7.2,45.0,2,6,Aug_2026 (+25.60%),Feb_2026 (-12.70%),2026-01-06T23:00:00,2026-07-02T00:00:00,-2.46,-12.7,-1.44,-2.74,-4.75,-3.61,4.0,25.6
43,88,-3.97,-6.14,14.84,34.04,0.02,0.02,-0.18,30.3,1.01,0.02,33,76.3,5.36,-2.3,2.33,2,6,27.11,-7.2,44.96,2,6,Aug_2026 (+25.60%),Feb_2026 (-12.53%),2026-01-06T23:00:00,2026-07-02T00:00:00,-2.44,-12.53,-3.63,-2.74,-4.71,-3.46,3.92,25.6
43,89,-2.3,-3.58,16.5,33.82,0.09,0.09,-0.11,31.25,1.05,0.08,32,78.7,5.54,-2.4,2.3,2,6,27.11,-7.2,44.95,2,6,Aug_2026 (+25.60%),Feb_2026 (-12.53%),2026-01-14T20:00:00,2026-07-02T00:00:00,-1.16,-12.53,-3.36,-2.37,-5.58,-3.42,4.57,25.6
43,90,-2.84,-4.41,15.96,33.7,0.06,0.06,-0.13,28.12,1.04,0.06,32,78.6,6.15,-2.32,2.65,2,6,27.11,-7.2,44.91,2,6,Aug_2026 (+25.60%),Feb_2026 (-12.53%),2026-01-14T20:00:00,2026-07-02T00:00:00,-1.66,-12.53,-3.11,-2.37,-5.51,-3.35,4.09,25.6
43,91,-1.79,-2.79,17.02,33.53,0.11,0.11,-0.08,28.12,1.06,0.09,32,78.5,6.15,-2.27,2.7,2,6,27.11,-7.2,44.88,2,6,Aug_2026 (+25.60%),Feb_2026 (-12.05%),2026-01-14T20:00:00,2026-07-02T00:00:00,-1.05,-12.05,-3.39,-2.37,-5.51,-3.35,4.3,25.6
43,92,-2.42,-3.76,16.39,33.88,0.08,0.08,-0.11,28.12,1.04,0.07,32,78.5,6.17,-2.31,2.67,2,6,27.11,-7.17,44.88,2,6,Aug_2026 (+25.60%),Feb_2026 (-12.37%),2026-01-14T20:00:00,2026-07-02T00:00:00,-1.26,-12.37,-3.99,-2.24,-5.51,-3.02,4.41,25.6
43,93,-2.08,-3.23,16.73,34.3,0.1,0.09,-0.09,31.25,1.05,0.09,32,78.5,5.57,-2.41,2.31,2,6,27.11,-7.17,44.84,2,6,Aug_2026 (+25.60%),Feb_2026 (-12.55%),2026-01-14T20:00:00,2026-07-02T00:00:00,-0.94,-12.55,-4.41,-1.85,-5.41,-3.51,5.1,25.6
43,94,-0.66,-1.04,18.14,33.13,0.16,0.15,-0.03,29.03,1.08,0.13,31,81.0,6.17,-2.33,2.64,2,6,27.11,-7.17,44.86,2,6,Aug_2026 (+25.60%),Feb_2026 (-12.55%),2026-01-14T20:00:00,2026-07-02T00:00:00,-0.94,-12.55,-3.52,-2.49,-4.33,-3.17,4.77,25.6
43,95,-3.57,-5.52,15.24,33.97,0.03,0.03,-0.16,31.25,1.02,0.03,32,78.4,5.38,-2.39,2.25,3,6,27.11,-7.17,44.82,2,6,Aug_2026 (+24.21%),Feb_2026 (-12.21%),2026-01-14T20:00:00,2026-07-02T00:00:00,-0.97,-12.21,-5.21,-2.64,-4.08,-3.17,4.17,24.21
43,96,-1.41,-2.2,17.39,33.18,0.13,0.12,-0.07,32.26,1.07,0.11,31,80.8,5.42,-2.42,2.24,3,6,27.36,-7.17,44.73,2,6,Aug_2026 (+24.45%),Feb_2026 (-12.16%),2026-01-14T20:00:00,2026-07-02T00:00:00,-0.34,-12.16,-4.25,-2.64,-4.08,-3.03,4.37,24.45
43,97,-3.25,-5.03,15.56,34.29,0.05,0.04,-0.15,30.0,1.03,0.05,30,83.4,5.98,-2.49,2.4,2,6,27.36,-7.17,44.66,2,6,Aug_2026 (+24.82%),Feb_2026 (-12.34%),2026-01-14T20:00:00,2026-07-02T00:00:00,-1.07,-12.34,-6.02,-2.32,-4.0,-3.03,4.6,24.82
43,98,-3.32,-5.15,15.49,34.34,0.04,0.04,-0.15,30.0,1.03,0.05,30,83.3,5.91,-2.47,2.4,2,6,27.36,-7.17,44.62,2,6,Aug_2026 (+24.82%),Feb_2026 (-12.31%),2026-01-14T20:00:00,2026-07-02T00:00:00,-1.07,-12.31,-5.73,-2.68,-3.81,-3.28,4.6,24.82
43,99,-2.6,-4.04,16.21,34.02,0.07,0.07,-0.12,30.0,1.04,0.07,30,83.4,6.0,-2.47,2.43,2,6,27.36,-7.17,44.66,2,6,Aug_2026 (+24.82%),Feb_2026 (-12.19%),2026-01-14T20:00:00,2026-07-02T00:00:00,-1.07,-12.19,-5.73,-2.5,-3.65,-3.28,4.87,24.82
43,100,-0.62,-0.96,18.19,32.67,0.16,0.15,-0.03,31.03,1.08,0.14,29,86.3,6.0,-2.49,2.41,2,6,27.36,-7.17,44.68,2,6,Aug_2026 (+24.82%),Feb_2026 (-12.13%),2026-01-14T20:00:00,2026-07-02T00:00:00,-1.07,-12.13,-3.84,-2.53,-3.65,-3.28,4.87,24.82
43,101,2.99,4.72,21.8,32.6,0.31,0.3,0.14,32.26,1.16,0.25,31,80.6,5.78,-2.38,2.43,2,7,27.36,-7.42,44.62,2,6,Aug_2026 (+24.82%),Feb_2026 (-12.42%),2026-01-14T20:00:00,2026-07-02T00:00:00,-1.11,-12.42,-3.84,-2.31,-3.93,-2.79,8.61,24.82
43,102,5.52,8.76,24.32,30.71,0.41,0.4,0.29,37.93,1.21,0.35,29,86.2,5.27,-2.65,1.99,3,6,27.36,-7.42,44.62,2,6,Aug_2026 (+24.82%),Feb_2026 (-12.37%),2026-01-14T20:00:00,2026-07-02T00:00:00,-1.11,-12.37,-2.48,-1.47,-3.24,-3.05,8.22,24.82
43,103,8.12,12.98,26.92,29.11,0.51,0.5,0.45,33.33,1.27,0.48,27,92.5,6.69,-2.63,2.55,2,6,27.36,-7.43,44.61,2,6,Aug_2026 (+24.82%),Feb_2026 (-12.38%),2026-08-22T00:00:00,2026-07-02T00:00:00,-0.87,-12.38,-2.9,-0.98,-2.42,-1.9,8.34,24.82
43,104,8.56,13.71,27.37,29.41,0.53,0.51,0.47,37.04,1.29,0.49,27,92.6,5.97,-2.73,2.19,4,6,27.36,-7.43,44.62,2,6,Aug_2026 (+24.82%),Feb_2026 (-12.27%),2026-08-22T00:00:00,2026-07-02T00:00:00,-0.87,-12.27,-2.9,-0.98,-2.59,-2.29,9.27,24.82
43,105,4.94,7.84,23.75,31.59,0.39,0.38,0.25,37.04,1.2,0.37,27,92.4,5.85,-2.86,2.04,4,6,27.36,-7.43,44.57,2,6,Aug_2026 (+24.82%),Feb_2026 (-12.37%),2026-01-14T20:00:00,2026-07-02T00:00:00,-0.87,-12.37,-5.49,-1.21,-2.67,-2.29,9.0,24.82
43,106,5.64,8.95,24.44,31.61,0.42,0.4,0.28,37.04,1.22,0.39,27,92.6,5.94,-2.87,2.07,4,6,27.36,-7.43,44.64,2,6,Aug_2026 (+24.82%),Feb_2026 (-12.55%),2026-01-14T20:00:00,2026-07-02T00:00:00,-0.87,-12.55,-5.49,-1.04,-2.67,-2.29,9.75,24.82
43,107,4.87,7.72,23.68,32.0,0.39,0.37,0.24,37.04,1.2,0.36,27,92.8,5.87,-2.88,2.04,4,6,27.36,-7.43,44.75,2,6,Aug_2026 (+24.82%),Feb_2026 (-12.55%),2026-01-14T20:00:00,2026-07-02T00:00:00,-0.87,-12.55,-6.23,-1.04,-2.77,-1.98,9.58,24.82
43,108,5.93,9.42,24.73,31.04,0.43,0.41,0.3,37.04,1.22,0.4,27,93.0,5.89,-2.83,2.08,4,6,27.36,-7.43,44.82,2,6,Aug_2026 (+24.82%),Feb_2026 (-12.00%),2026-01-14T20:00:00,2026-07-02T00:00:00,-0.67,-12.0,-6.02,-1.04,-2.77,-1.63,9.14,24.82
43,109,6.83,10.88,25.63,30.82,0.46,0.45,0.35,34.62,1.24,0.45,26,96.7,6.6,-2.81,2.35,3,6,27.36,-7.43,44.89,2,6,Aug_2026 (+24.90%),Feb_2026 (-12.00%),2026-08-22T00:00:00,2026-07-02T00:00:00,-1.06,-12.0,-6.02,-1.04,-2.7,-1.63,10.36,24.9
43,110,5.44,8.64,24.25,31.95,0.41,0.39,0.27,34.62,1.21,0.4,26,96.7,6.45,-2.81,2.29,3,5,27.36,-7.43,44.88,2,6,Aug_2026 (+24.90%),Feb_2026 (-11.51%),2026-01-14T20:00:00,2026-07-02T00:00:00,-1.06,-11.51,-6.02,-1.04,-2.7,-2.91,9.75,24.9
43,111,5.5,8.73,24.31,31.99,0.41,0.4,0.27,36.0,1.22,0.41,25,100.6,6.36,-2.94,2.16,3,5,26.86,-7.43,44.91,2,6,Aug_2026 (+24.41%),Feb_2026 (-11.51%),2026-01-14T20:00:00,2026-07-02T00:00:00,-1.29,-11.51,-5.8,-1.86,-2.7,-2.38,10.56,24.41
43,112,4.83,7.66,23.64,32.3,0.38,0.37,0.24,32.0,1.2,0.38,25,100.7,7.21,-2.83,2.55,2,5,26.86,-7.43,44.96,2,6,Aug_2026 (+24.41%),Feb_2026 (-11.35%),2026-01-14T20:00:00,2026-07-02T00:00:00,-1.29,-11.35,-5.8,-2.33,-2.7,-2.54,10.37,24.41
43,113,6.54,10.41,25.35,31.8,0.45,0.44,0.33,32.0,1.24,0.45,25,100.8,7.42,-2.83,2.63,2,5,26.86,-7.43,44.98,2,6,Aug_2026 (+24.41%),Feb_2026 (-11.35%),2026-08-22T00:00:00,2026-07-02T00:00:00,-1.29,-11.35,-5.88,-2.33,-2.64,-1.8,11.33,24.41
43,114,6.46,10.29,25.27,32.46,0.45,0.43,0.32,33.33,1.23,0.47,24,105.1,7.47,-3.03,2.47,2,5,26.86,-7.43,45.04,2,6,Aug_2026 (+24.41%),Feb_2026 (-12.42%),2026-08-22T00:00:00,2026-07-02T00:00:00,-1.11,-12.42,-5.94,-2.33,-2.64,-1.68,12.35,24.41
43,115,2.23,3.51,21.04,35.07,0.28,0.27,0.1,33.33,1.15,0.32,24,105.2,7.46,-3.25,2.29,2,5,26.86,-11.17,45.09,2,6,Aug_2026 (+24.41%),Feb_2026 (-15.95%),2026-01-14T20:00:00,2026-07-02T00:00:00,-1.24,-15.95,-5.81,-2.33,-2.64,-1.5,12.21,24.41
43,116,2.73,4.31,21.54,35.17,0.3,0.28,0.12,33.33,1.16,0.34,24,105.0,7.53,-3.26,2.31,2,5,26.86,-11.17,45.02,2,6,Aug_2026 (+24.41%),Feb_2026 (-15.95%),2026-01-14T20:00:00,2026-07-02T00:00:00,-0.38,-15.95,-5.81,-2.33,-2.7,-1.6,11.96,24.41
43,117,1.91,3.01,20.72,35.5,0.27,0.25,0.08,33.33,1.14,0.3,24,105.1,7.45,-3.27,2.28,2,5,26.86,-11.17,45.04,2,6,Aug_2026 (+24.33%),Feb_2026 (-15.95%),2026-01-14T20:00:00,2026-07-02T00:00:00,-0.38,-15.95,-5.81,-2.33,-2.83,-1.98,11.73,24.33
43,118,2.68,4.23,21.49,35.15,0.3,0.28,0.12,33.33,1.15,0.34,24,105.1,7.53,-3.26,2.31,2,5,26.86,-11.17,45.05,2,6,Aug_2026 (+24.33%),Feb_2026 (-15.95%),2026-01-14T20:00:00,2026-07-02T00:00:00,-0.2,-15.95,-5.81,-2.33,-2.83,-1.63,11.97,24.33
43,119,1.59,2.49,20.39,35.85,0.25,0.24,0.07,33.33,1.13,0.29,24,105.0,7.43,-3.28,2.27,2,5,26.86,-11.17,45.0,2,6,Aug_2026 (+24.33%),Feb_2026 (-15.95%),2026-01-14T20:00:00,2026-07-02T00:00:00,-0.2,-15.95,-5.94,-2.67,-2.83,-2.21,11.97,24.33
43,120,2.36,3.72,21.17,35.43,0.28,0.27,0.1,33.33,1.15,0.32,24,105.2,7.53,-3.28,2.3,2,5,26.86,-11.17,45.09,2,6,Aug_2026 (+24.33%),Feb_2026 (-15.78%),2026-01-14T20:00:00,2026-07-02T00:00:00,-0.2,-15.78,-5.94,-2.67,-3.02,-2.21,12.82,24.33
43,121,2.16,3.4,20.97,35.68,0.28,0.26,0.1,33.33,1.14,0.32,24,105.3,7.58,-3.32,2.29,2,5,26.86,-11.17,45.12,3,5,Aug_2026 (+23.98%),Feb_2026 (-15.78%),2026-01-14T20:00:00,2026-07-02T00:00:00,0.38,-15.78,-6.4,-2.67,-3.02,-2.1,12.68,23.98
43,122,3.03,4.78,21.84,36.03,0.31,0.3,0.13,29.17,1.17,0.38,24,105.4,8.97,-3.15,2.84,2,5,26.86,-11.17,45.18,3,5,Aug_2026 (+23.98%),Feb_2026 (-15.78%),2026-01-14T20:00:00,2026-07-02T00:00:00,0.22,-15.78,-6.55,-2.55,-3.02,-2.44,14.27,23.98
43,123,3.79,6.0,22.6,35.56,0.34,0.33,0.17,29.17,1.19,0.41,24,105.6,9.0,-3.12,2.88,2,5,26.86,-11.17,45.27,3,5,Aug_2026 (+23.98%),Feb_2026 (-15.78%),2026-01-14T20:00:00,2026-07-02T00:00:00,0.41,-15.78,-6.76,-2.55,-3.02,-1.68,14.28,23.98
43,124,3.61,5.7,22.42,35.67,0.33,0.32,0.16,29.17,1.18,0.41,24,105.6,9.0,-3.13,2.87,2,5,26.86,-11.17,45.27,3,5,Aug_2026 (+23.98%),Feb_2026 (-15.78%),2026-01-14T20:00:00,2026-07-02T00:00:00,0.41,-15.78,-6.76,-2.55,-3.02,-1.86,14.28,23.98
43,125,3.34,5.27,22.14,36.1,0.32,0.31,0.15,29.17,1.18,0.4,24,105.5,9.02,-3.16,2.86,2,5,26.86,-11.04,45.23,3,5,Aug_2026 (+23.98%),Feb_2026 (-16.13%),2026-01-14T20:00:00,2026-07-02T00:00:00,0.82,-16.13,-6.76,-2.65,-2.96,-2.06,14.28,23.98
43,126,2.75,4.33,21.55,36.08,0.3,0.29,0.12,29.17,1.17,0.37,24,105.5,9.04,-3.19,2.83,2,5,26.86,-11.04,45.23,3,5,Aug_2026 (+23.98%),Feb_2026 (-16.13%),2026-01-14T20:00:00,2026-07-02T00:00:00,0.48,-16.13,-7.1,-2.92,-2.96,-1.82,14.44,23.98
43,127,1.39,2.18,20.19,36.63,0.24,0.23,0.06,29.17,1.14,0.32,24,105.7,8.95,-3.24,2.77,2,5,26.86,-11.04,45.29,3,5,Aug_2026 (+23.98%),Feb_2026 (-16.13%),2026-01-14T20:00:00,2026-07-02T00:00:00,0.01,-16.13,-7.1,-3.04,-2.96,-2.54,14.44,23.98
43,128,2.09,3.29,20.9,36.19,0.27,0.26,0.09,29.17,1.15,0.35,24,105.8,9.04,-3.23,2.8,2,5,26.86,-11.04,45.32,3,5,Aug_2026 (+23.98%),Feb_2026 (-16.13%),2026-01-14T20:00:00,2026-07-02T00:00:00,0.01,-16.13,-6.58,-3.04,-2.96,-2.41,14.44,23.98
43,129,3.53,5.57,22.34,35.29,0.33,0.32,0.16,30.43,1.18,0.43,23,110.2,9.12,-3.38,2.7,2,5,26.86,-11.04,45.27,3,5,Aug_2026 (+23.98%),Feb_2026 (-17.02%),2026-01-14T20:00:00,2026-06-23T07:00:00,1.85,-17.02,-6.66,-3.04,-2.96,-2.08,14.88,23.98
43,130,3.72,5.88,22.53,34.99,0.34,0.32,0.17,30.43,1.18,0.43,23,110.2,9.12,-3.37,2.71,2,5,26.86,-11.04,45.27,3,5,Aug_2026 (+23.98%),Feb_2026 (-17.02%),2026-01-14T20:00:00,2026-06-23T07:00:00,2.15,-17.02,-6.66,-3.04,-3.07,-2.08,14.88,23.98
43,131,3.02,4.77,21.83,34.92,0.31,0.3,0.14,30.43,1.17,0.4,23,110.2,8.95,-3.35,2.67,2,5,26.86,-11.04,45.27,3,5,Aug_2026 (+23.98%),Feb_2026 (-17.02%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.15,-17.02,-6.66,-3.04,-2.74,-2.03,13.67,23.98
43,132,2.06,3.24,20.87,35.01,0.27,0.26,0.09,30.43,1.15,0.35,23,110.2,8.8,-3.35,2.63,2,5,26.86,-11.04,45.27,3,5,Aug_2026 (+23.98%),Feb_2026 (-17.02%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.15,-17.02,-6.66,-3.04,-2.74,-2.16,12.76,23.98
43,133,2.28,3.59,21.09,34.87,0.28,0.27,0.1,30.43,1.15,0.36,23,110.3,8.8,-3.33,2.64,2,5,26.86,-11.04,45.29,3,5,Aug_2026 (+23.98%),Feb_2026 (-17.02%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.15,-17.02,-6.66,-3.04,-2.74,-1.95,12.76,23.98
43,134,2.9,4.58,21.71,34.59,0.31,0.29,0.13,30.43,1.17,0.39,23,110.3,8.82,-3.3,2.67,2,5,27.27,-11.04,45.29,3,5,Aug_2026 (+24.38%),Feb_2026 (-17.02%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.5,-17.02,-6.74,-3.32,-2.74,-1.64,12.76,24.38
43,135,2.14,3.37,20.95,35.08,0.28,0.26,0.1,30.43,1.15,0.36,23,110.3,8.85,-3.36,2.63,2,5,27.27,-11.04,45.29,3,5,Aug_2026 (+24.38%),Feb_2026 (-15.87%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.5,-15.87,-6.74,-3.32,-2.74,-3.7,12.76,24.38
43,136,-0.3,-0.47,18.51,36.09,0.18,0.17,-0.01,30.43,1.1,0.25,23,110.2,8.81,-3.49,2.52,2,5,27.27,-11.04,45.25,3,5,Aug_2026 (+24.38%),Feb_2026 (-16.23%),2026-01-14T20:00:00,2026-07-02T07:00:00,1.63,-16.23,-6.74,-3.32,-2.74,-3.96,11.8,24.38
43,137,-3.56,-5.51,15.25,38.24,0.04,0.03,-0.14,25.0,1.04,0.1,24,105.5,9.93,-3.17,3.13,2,8,27.27,-11.04,45.2,3,5,Aug_2026 (+24.49%),Feb_2026 (-16.23%),2026-01-14T20:00:00,2026-07-02T07:00:00,1.63,-16.23,-7.35,-2.96,-2.74,-6.92,11.8,24.49
43,138,-3.38,-5.24,15.43,38.12,0.04,0.04,-0.14,25.0,1.05,0.11,24,105.5,9.93,-3.16,3.14,2,8,27.27,-11.04,45.21,3,5,Aug_2026 (+24.49%),Feb_2026 (-16.23%),2026-01-14T20:00:00,2026-07-02T07:00:00,1.63,-16.23,-7.18,-2.96,-2.74,-6.92,11.8,24.49
43,139,-3.63,-5.62,15.18,38.51,0.03,0.03,-0.15,25.0,1.04,0.1,24,105.3,10.01,-3.2,3.13,2,8,27.27,-11.04,45.14,3,5,Aug_2026 (+24.49%),Feb_2026 (-16.25%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.01,-16.25,-7.1,-2.96,-2.74,-7.56,11.8,24.49
43,140,-3.96,-6.13,14.85,38.89,0.02,0.02,-0.16,25.0,1.04,0.09,24,105.4,10.06,-3.24,3.11,2,8,27.27,-11.04,45.18,3,5,Aug_2026 (+24.49%),Feb_2026 (-16.25%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.01,-16.25,-7.1,-2.96,-2.74,-8.13,12.12,24.49
43,141,-4.96,-7.65,13.85,39.56,-0.03,-0.02,-0.19,25.0,1.02,0.04,24,105.4,9.94,-3.26,3.05,2,8,27.27,-11.04,45.16,3,5,Aug_2026 (+24.56%),Feb_2026 (-16.25%),2026-01-14T20:00:00,2026-07-02T07:00:00,1.51,-16.25,-6.39,-2.96,-2.74,-8.33,10.83,24.56
43,142,-5.17,-7.97,13.64,39.7,-0.04,-0.03,-0.2,25.0,1.01,0.04,24,105.4,10.07,-3.31,3.04,2,8,27.27,-11.04,45.18,3,5,Aug_2026 (+24.56%),Feb_2026 (-16.80%),2026-01-14T20:00:00,2026-07-02T07:00:00,1.52,-16.8,-6.39,-2.24,-2.6,-8.75,10.83,24.56
43,143,-3.21,-4.98,15.6,38.46,0.05,0.05,-0.13,25.0,1.05,0.12,24,105.3,10.07,-3.2,3.15,2,8,27.27,-11.04,45.12,3,5,Aug_2026 (+24.56%),Feb_2026 (-16.80%),2026-01-14T20:00:00,2026-07-02T07:00:00,3.63,-16.8,-6.39,-2.24,-2.6,-8.77,10.83,24.56
43,144,-3.63,-5.62,15.18,38.72,0.03,0.03,-0.15,25.0,1.04,0.1,24,105.3,10.07,-3.22,3.12,2,8,27.27,-11.04,45.14,3,5,Aug_2026 (+24.56%),Feb_2026 (-16.80%),2026-01-14T20:00:00,2026-07-02T07:00:00,3.63,-16.8,-6.39,-2.48,-2.74,-8.81,10.83,24.56
43,145,-3.92,-6.07,14.89,38.66,0.02,0.02,-0.16,25.0,1.04,0.09,24,105.3,10.0,-3.22,3.11,2,8,27.27,-11.04,45.14,3,5,Aug_2026 (+24.56%),Feb_2026 (-16.80%),2026-01-14T20:00:00,2026-07-02T07:00:00,3.22,-16.8,-6.39,-2.48,-2.74,-8.72,10.83,24.56
43,146,-4.89,-7.54,13.92,39.28,-0.02,-0.02,-0.19,25.0,1.02,0.05,24,105.2,10.05,-3.29,3.06,2,8,27.27,-11.04,45.11,3,5,Aug_2026 (+24.56%),Feb_2026 (-16.89%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.75,-16.89,-6.51,-2.48,-2.93,-8.83,10.83,24.56
43,147,-4.22,-6.52,14.59,38.85,0.01,0.01,-0.17,25.0,1.03,0.08,24,105.0,10.05,-3.25,3.09,2,8,27.27,-11.21,45.02,3,5,Aug_2026 (+24.56%),Feb_2026 (-17.38%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.75,-17.38,-6.29,-1.12,-2.93,-9.14,10.83,24.56
43,148,-4.17,-6.45,14.64,38.79,0.01,0.01,-0.17,25.0,1.03,0.08,24,105.2,10.06,-3.25,3.1,2,8,27.27,-11.21,45.07,3,5,Aug_2026 (+24.56%),Feb_2026 (-17.38%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.58,-17.38,-6.29,-0.85,-2.93,-9.14,10.77,24.56
43,149,-3.07,-4.76,15.74,38.26,0.06,0.05,-0.12,25.0,1.05,0.13,24,105.1,10.11,-3.2,3.16,2,8,27.27,-11.21,45.05,3,5,Aug_2026 (+24.56%),Feb_2026 (-17.38%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.89,-17.38,-6.29,-0.46,-2.93,-8.72,10.77,24.56
43,150,-2.62,-4.06,16.19,37.97,0.08,0.07,-0.11,25.0,1.06,0.15,24,105.0,10.21,-3.21,3.18,2,8,27.27,-11.21,45.02,3,5,Aug_2026 (+24.56%),Feb_2026 (-17.20%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.89,-17.2,-6.13,-0.46,-2.93,-9.02,11.21,24.56
43,151,-2.35,-3.65,16.46,37.8,0.09,0.08,-0.1,25.0,1.07,0.16,24,105.0,10.21,-3.19,3.2,2,8,27.27,-11.21,44.98,3,5,Aug_2026 (+24.56%),Feb_2026 (-17.20%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.89,-17.2,-6.13,-0.47,-2.93,-8.75,11.21,24.56
43,152,-0.91,-1.42,17.9,37.1,0.15,0.14,-0.04,26.09,1.1,0.23,23,109.3,10.29,-3.32,3.1,2,7,27.71,-11.21,44.88,3,5,Aug_2026 (+24.99%),Feb_2026 (-17.20%),2026-01-14T20:00:00,2026-07-02T07:00:00,3.18,-17.2,-6.13,-0.14,-2.96,-8.26,11.21,24.99
43,153,-2.25,-3.5,16.55,37.65,0.09,0.09,-0.09,26.09,1.07,0.17,23,109.3,10.01,-3.3,3.03,2,7,27.71,-11.21,44.88,3,5,Aug_2026 (+24.79%),Feb_2026 (-17.10%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.85,-17.1,-5.91,-1.38,-2.96,-8.26,11.21,24.79
43,154,-2.84,-4.41,15.97,38.02,0.07,0.06,-0.12,26.09,1.06,0.14,23,109.3,9.94,-3.32,3.0,2,7,27.71,-11.21,44.89,3,5,Aug_2026 (+24.79%),Feb_2026 (-17.10%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.7,-17.1,-6.34,-1.38,-2.96,-8.26,11.21,24.79
43,155,-3.07,-4.76,15.74,38.02,0.06,0.05,-0.13,26.09,1.05,0.13,23,109.3,9.9,-3.32,2.98,2,7,27.71,-11.21,44.91,3,5,Aug_2026 (+24.79%),Feb_2026 (-17.10%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.7,-17.1,-6.34,-1.38,-2.96,-8.26,10.95,24.79
43,156,-2.4,-3.73,16.41,37.6,0.08,0.08,-0.1,26.09,1.07,0.16,23,109.3,9.9,-3.28,3.02,2,7,27.71,-11.21,44.89,3,5,Aug_2026 (+24.79%),Feb_2026 (-17.10%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.7,-17.1,-5.53,-1.38,-2.96,-8.42,10.95,24.79
43,157,-1.42,-2.2,17.39,37.04,0.13,0.12,-0.06,26.09,1.08,0.2,23,109.2,9.99,-3.25,3.07,2,7,27.71,-11.21,44.84,3,5,Aug_2026 (+24.79%),Feb_2026 (-16.58%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.71,-16.58,-5.53,-1.38,-2.96,-8.42,11.37,24.79
43,158,-1.52,-2.37,17.29,37.11,0.12,0.12,-0.06,26.09,1.08,0.2,23,109.2,9.97,-3.25,3.07,2,7,27.71,-11.21,44.86,3,5,Aug_2026 (+24.79%),Feb_2026 (-16.58%),2026-01-14T20:00:00,2026-07-02T07:00:00,2.71,-16.58,-5.63,-1.38,-2.96,-8.42,11.37,24.79
