trade_id,strategy,timeframe,fast_ema,slow_ema,direction,entry_time,entry_price,exit_time,exit_price,duration_bars,duration_hours,invested_usd,realized_pnl_usd,realized_pnl_pct,portfolio_after,exit_reason
18,EMA_SAR_50_200_1h,1h,20,200,SHORT,2026-03-26T12:00,2067.42,2026-04-01T06:00,2123.73,138,138.0,8762.21,-238.68,-2.72,8523.53,Signal Direction Flip
19,EMA_SAR_50_200_1h,1h,20,200,LONG,2026-04-01T06:00,2123.73,2026-04-03T02:00,2049.58,44,44.0,8523.53,-297.59,-3.49,8225.94,Signal Direction Flip
20,EMA_SAR_50_200_1h,1h,20,200,SHORT,2026-04-03T02:00,2049.58,2026-04-06T04:00,2130.41,74,74.0,8225.94,-324.41,-3.94,7901.54,Signal Direction Flip
21,EMA_SAR_50_200_1h,1h,20,200,LONG,2026-04-06T04:00,2130.41,2026-04-25T03:00,2316.25,455,455.0,7901.54,689.25,8.72,8590.79,Signal Direction Flip
22,EMA_SAR_50_200_1h,1h,20,200,SHORT,2026-04-25T03:00,2316.25,2026-04-26T17:00,2344.09,38,38.0,8590.79,-103.26,-1.2,8487.53,Signal Direction Flip
23,EMA_SAR_50_200_1h,1h,20,200,LONG,2026-04-26T17:00,2344.09,2026-04-27T20:00,2288.01,27,27.0,8487.53,-203.08,-2.39,8284.45,Signal Direction Flip
24,EMA_SAR_50_200_1h,1h,20,200,SHORT,2026-04-27T20:00,2288.01,2026-05-03T07:00,2305.65,131,131.0,8284.45,-63.9,-0.77,8220.56,Signal Direction Flip
25,EMA_SAR_50_200_1h,1h,20,200,LONG,2026-05-03T07:00,2305.65,2026-05-08T00:00,2289.91,113,113.0,8220.56,-56.11,-0.68,8164.45,Signal Direction Flip
26,EMA_SAR_50_200_1h,1h,20,200,SHORT,2026-05-08T00:00,2289.91,2026-05-10T18:00,2365.29,66,66.0,8164.45,-268.75,-3.29,7895.7,Signal Direction Flip
27,EMA_SAR_50_200_1h,1h,20,200,LONG,2026-05-10T18:00,2365.29,2026-05-12T09:00,2286.86,39,39.0,7895.7,-261.83,-3.32,7633.87,Signal Direction Flip
28,EMA_SAR_50_200_1h,1h,20,200,SHORT,2026-05-12T09:00,2286.86,2026-06-15T10:00,1719.51,817,817.0,7633.87,1893.89,24.81,9527.75,Signal Direction Flip
29,EMA_SAR_50_200_1h,1h,20,200,LONG,2026-06-15T10:00,1719.51,2026-06-19T08:00,1694.97,94,94.0,9527.75,-135.96,-1.43,9391.79,Signal Direction Flip
30,EMA_SAR_50_200_1h,1h,20,200,SHORT,2026-06-19T08:00,1694.97,2026-06-21T06:00,1734.33,46,46.0,9391.79,-218.06,-2.32,9173.73,Signal Direction Flip
31,EMA_SAR_50_200_1h,1h,20,200,LONG,2026-06-21T06:00,1734.33,2026-06-22T00:00,1706.09,18,18.0,9173.73,-149.38,-1.63,9024.35,Signal Direction Flip
32,EMA_SAR_50_200_1h,1h,20,200,SHORT,2026-06-22T00:00,1706.09,2026-06-22T02:00,1744.7,2,2.0,9024.35,-204.26,-2.26,8820.1,Signal Direction Flip
33,EMA_SAR_50_200_1h,1h,20,200,LONG,2026-06-22T02:00,1744.7,2026-06-23T09:00,1647.65,31,31.0,8820.1,-490.65,-5.56,8329.44,Signal Direction Flip
34,EMA_SAR_50_200_1h,1h,20,200,SHORT,2026-06-23T09:00,1647.65,2026-06-30T23:00,1572.8,182,182.0,8329.44,378.39,4.54,8707.84,End of 6-Month Period Settlement
