trade_id,strategy,timeframe,fast_ema,slow_ema,direction,entry_time,entry_price,exit_time,exit_price,duration_bars,duration_hours,invested_usd,realized_pnl_usd,realized_pnl_pct,portfolio_after,exit_reason
74,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-04-10T04:10,2186.64,2026-04-10T12:00,2216.77,94,7.83,10647.17,-146.72,-1.38,10500.45,Signal Direction Flip
75,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-04-10T12:00,2216.77,2026-04-12T05:10,2212.43,494,41.17,10500.45,-20.53,-0.2,10479.92,Signal Direction Flip
76,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-04-12T05:10,2212.43,2026-04-13T17:20,2229.77,434,36.17,10479.92,-82.14,-0.78,10397.78,Signal Direction Flip
77,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-04-13T17:20,2229.77,2026-04-15T06:45,2317.33,449,37.42,10397.78,408.29,3.93,10806.06,Signal Direction Flip
78,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-04-15T06:45,2317.33,2026-04-15T16:05,2339.62,112,9.33,10806.06,-103.93,-0.96,10702.13,Signal Direction Flip
79,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-04-15T16:05,2339.62,2026-04-16T12:50,2337.06,249,20.75,10702.13,-11.7,-0.11,10690.43,Signal Direction Flip
80,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-04-16T12:50,2337.06,2026-04-17T00:45,2346.71,143,11.92,10690.43,-44.15,-0.41,10646.28,Signal Direction Flip
81,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-04-17T00:45,2346.71,2026-04-17T01:40,2333.6,11,0.92,10646.28,-59.48,-0.56,10586.8,Signal Direction Flip
82,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-04-17T01:40,2333.6,2026-04-17T10:10,2357.98,102,8.5,10586.8,-110.59,-1.04,10476.21,Signal Direction Flip
83,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-04-17T10:10,2357.98,2026-04-18T11:30,2355.2,304,25.33,10476.21,-12.34,-0.12,10463.88,Signal Direction Flip
84,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-04-18T11:30,2355.2,2026-04-20T18:10,2331.95,656,54.67,10463.88,103.33,0.99,10567.2,Signal Direction Flip
85,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-04-20T18:10,2331.95,2026-04-21T17:25,2293.27,279,23.25,10567.2,-175.24,-1.66,10391.96,Signal Direction Flip
86,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-04-21T17:25,2293.27,2026-04-22T00:00,2328.31,79,6.58,10391.96,-158.79,-1.53,10233.17,Signal Direction Flip
87,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-04-22T00:00,2328.31,2026-04-23T04:45,2344.86,345,28.75,10233.17,72.71,0.71,10305.88,Signal Direction Flip
88,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-04-23T04:45,2344.86,2026-04-26T05:45,2330.23,876,73.0,10305.88,64.27,0.62,10370.15,Signal Direction Flip
89,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-04-26T05:45,2330.23,2026-04-27T09:35,2322.24,334,27.83,10370.15,-35.59,-0.34,10334.56,Signal Direction Flip
90,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-04-27T09:35,2322.24,2026-04-29T04:20,2314.72,513,42.75,10334.56,33.47,0.32,10368.04,Signal Direction Flip
91,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-04-29T04:20,2314.72,2026-04-29T17:15,2267.61,155,12.92,10368.04,-211.02,-2.04,10157.02,Signal Direction Flip
92,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-04-29T17:15,2267.61,2026-05-01T03:50,2285.32,415,34.58,10157.02,-79.36,-0.78,10077.66,Signal Direction Flip
93,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-05-01T03:50,2285.32,2026-05-06T06:05,2364.87,1467,122.25,10077.66,350.77,3.48,10428.43,Signal Direction Flip
94,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-05-06T06:05,2364.87,2026-05-06T08:20,2377.24,27,2.25,10428.43,-54.55,-0.52,10373.88,Signal Direction Flip
95,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-05-06T08:20,2377.24,2026-05-06T17:30,2352.61,110,9.17,10373.88,-107.46,-1.04,10266.42,Signal Direction Flip
96,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-05-06T17:30,2352.61,2026-05-08T20:10,2313.93,608,50.67,10266.42,168.82,1.64,10435.24,Signal Direction Flip
97,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-05-08T20:10,2313.93,2026-05-11T10:55,2331.39,753,62.75,10435.24,78.77,0.75,10514.02,Signal Direction Flip
98,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-05-11T10:55,2331.39,2026-05-11T23:00,2342.6,145,12.08,10514.02,-50.54,-0.48,10463.48,Signal Direction Flip
99,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-05-11T23:00,2342.6,2026-05-12T01:10,2327.35,26,2.17,10463.48,-68.14,-0.65,10395.34,Signal Direction Flip
100,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-05-12T01:10,2327.35,2026-05-13T09:00,2317.81,382,31.83,10395.34,42.6,0.41,10437.94,Signal Direction Flip
101,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-05-13T09:00,2317.81,2026-05-13T14:05,2259.09,61,5.08,10437.94,-264.43,-2.53,10173.51,Signal Direction Flip
102,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-05-13T14:05,2259.09,2026-05-14T16:30,2307.63,317,26.42,10173.51,-218.61,-2.15,9954.9,Signal Direction Flip
103,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-05-14T16:30,2307.63,2026-05-15T06:00,2244.28,162,13.5,9954.9,-273.31,-2.75,9681.59,Signal Direction Flip
104,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-05-15T06:00,2244.28,2026-05-19T08:50,2137.82,1186,98.83,9681.59,459.25,4.74,10140.84,Signal Direction Flip
105,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-05-19T08:50,2137.82,2026-05-19T09:30,2114.84,8,0.67,10140.84,-108.99,-1.07,10031.85,Signal Direction Flip
106,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-05-19T09:30,2114.84,2026-05-20T08:05,2131.91,271,22.58,10031.85,-80.94,-0.81,9950.91,Signal Direction Flip
107,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-05-20T08:05,2131.91,2026-05-21T11:55,2115.48,334,27.83,9950.91,-76.66,-0.77,9874.25,Signal Direction Flip
108,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-05-21T11:55,2115.48,2026-05-21T18:40,2139.27,81,6.75,9874.25,-111.03,-1.12,9763.22,Signal Direction Flip
109,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-05-21T18:40,2139.27,2026-05-21T19:00,2125.81,4,0.33,9763.22,-61.44,-0.63,9701.78,Signal Direction Flip
110,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-05-21T19:00,2125.81,2026-05-21T19:15,2134.01,3,0.25,9701.78,-37.42,-0.39,9664.36,Signal Direction Flip
111,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-05-21T19:15,2134.01,2026-05-22T08:40,2124.56,161,13.42,9664.36,-42.79,-0.44,9621.56,Signal Direction Flip
112,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-05-22T08:40,2124.56,2026-05-23T21:50,2113.64,446,37.17,9621.56,49.46,0.51,9671.02,Signal Direction Flip
113,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-05-23T21:50,2113.64,2026-05-24T21:55,2071.21,289,24.08,9671.02,-194.11,-2.01,9476.92,Signal Direction Flip
114,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-05-24T21:55,2071.21,2026-05-25T07:00,2110.05,109,9.08,9476.92,-177.72,-1.88,9299.2,Signal Direction Flip
115,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-05-25T07:00,2110.05,2026-05-26T01:50,2093.35,226,18.83,9299.2,-73.61,-0.79,9225.59,Signal Direction Flip
116,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-05-26T01:50,2093.35,2026-05-26T13:05,2125.24,135,11.25,9225.59,-140.54,-1.52,9085.06,Signal Direction Flip
117,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-05-26T13:05,2125.24,2026-05-26T16:20,2082.34,39,3.25,9085.06,-183.41,-2.02,8901.65,Signal Direction Flip
118,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-05-26T16:20,2082.34,2026-05-29T16:40,2041.69,868,72.33,8901.65,173.76,1.95,9075.41,Signal Direction Flip
119,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-05-29T16:40,2041.69,2026-05-31T14:35,2011.05,551,45.92,9075.41,-136.18,-1.5,8939.23,Signal Direction Flip
120,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-05-31T14:35,2011.05,2026-06-07T05:55,1605.11,1912,159.33,8939.23,1804.43,20.19,10743.66,Signal Direction Flip
121,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-06-07T05:55,1605.11,2026-06-09T14:20,1647.19,677,56.42,10743.66,281.62,2.62,11025.28,Signal Direction Flip
122,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-06-09T14:20,1647.19,2026-06-11T05:30,1650.08,470,39.17,11025.28,-19.4,-0.18,11005.88,Signal Direction Flip
123,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-06-11T05:30,1650.08,2026-06-13T05:20,1663.59,574,47.83,11005.88,90.06,0.82,11095.94,Signal Direction Flip
124,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-06-13T05:20,1663.59,2026-06-13T07:40,1674.52,28,2.33,11095.94,-72.9,-0.66,11023.05,Signal Direction Flip
125,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-06-13T07:40,1674.52,2026-06-14T12:50,1667.08,350,29.17,11023.05,-48.98,-0.44,10974.07,Signal Direction Flip
126,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-06-14T12:50,1667.08,2026-06-14T22:15,1721.85,113,9.42,10974.07,-360.57,-3.29,10613.5,Signal Direction Flip
127,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-06-14T22:15,1721.85,2026-06-17T09:10,1768.21,707,58.92,10613.5,285.73,2.69,10899.23,Signal Direction Flip
128,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-06-17T09:10,1768.21,2026-06-20T04:25,1711.13,807,67.25,10899.23,351.84,3.23,11251.07,Signal Direction Flip
129,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-06-20T04:25,1711.13,2026-06-21T17:40,1725.5,447,37.25,11251.07,94.5,0.84,11345.57,Signal Direction Flip
130,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-06-21T17:40,1725.5,2026-06-21T19:00,1736.27,16,1.33,11345.57,-70.82,-0.62,11274.75,Signal Direction Flip
131,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-06-21T19:00,1736.27,2026-06-21T21:10,1704.77,26,2.17,11274.75,-204.55,-1.81,11070.19,Signal Direction Flip
132,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-06-21T21:10,1704.77,2026-06-22T03:20,1738.15,74,6.17,11070.19,-216.77,-1.96,10853.43,Signal Direction Flip
133,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-06-22T03:20,1738.15,2026-06-22T23:05,1724.62,237,19.75,10853.43,-84.49,-0.78,10768.93,Signal Direction Flip
134,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-06-22T23:05,1724.62,2026-06-27T00:20,1579.84,1167,97.25,10768.93,904.03,8.39,11672.96,Signal Direction Flip
135,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-06-27T00:20,1579.84,2026-06-28T01:30,1574.77,302,25.17,11672.96,-37.44,-0.32,11635.52,Signal Direction Flip
136,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-06-28T01:30,1574.77,2026-06-29T07:35,1581.03,361,30.08,11635.52,-46.24,-0.4,11589.28,Signal Direction Flip
137,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-06-29T07:35,1581.03,2026-06-29T15:10,1566.24,91,7.58,11589.28,-108.44,-0.94,11480.84,Signal Direction Flip
138,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-06-29T15:10,1566.24,2026-06-29T16:05,1581.09,11,0.92,11480.84,-108.88,-0.95,11371.96,Signal Direction Flip
139,EMA_SAR_209_223_5m,5m,20,200,LONG,2026-06-29T16:05,1581.09,2026-06-30T11:00,1583.73,227,18.92,11371.96,18.97,0.17,11390.93,Signal Direction Flip
140,EMA_SAR_209_223_5m,5m,20,200,SHORT,2026-06-30T11:00,1583.73,2026-06-30T23:55,1572.8,155,12.92,11390.93,78.63,0.69,11469.56,End of 6-Month Period Settlement
