Strategy,Timeframe,Fast_EMA,Slow_EMA,Method,Initial_Capital,Final_Equity,Net_PnL_USD,Total_Return_Pct,CAGR_Pct,Alpha_vs_ETH_Pct,Max_Drawdown_Pct,Max_Drawdown_USD,Avg_Drawdown_Pct,Peak_Equity_Time,MDD_Trough_Time,Max_DD_Duration_Hours,Recovery_Factor,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Omega_Ratio,Composite_Score,Total_Trades,Win_Rate_Pct,Loss_Rate_Pct,Profit_Factor,Expectancy_Pct,Expectancy_USD,Avg_Win_Pct,Avg_Loss_Pct,Payoff_Ratio,Max_Cons_Wins,Max_Cons_Losses,Best_Trade_Pct,Worst_Trade_Pct,Avg_Holding_Hours,Long_Trades_Count,Long_Win_Rate_Pct,Long_Net_PnL_USD,Short_Trades_Count,Short_Win_Rate_Pct,Short_Net_PnL_USD,Exposure_Pct,Total_Fees_USD,Fee_Drag_Pct,Pos_Months,Neg_Months,Best_Month,Worst_Month,M_Jan,M_Feb,M_Mar,M_Apr,M_May,M_Jun
EMA_SAR_70_160_5m,5m,70,160,Stop-and-Reverse (SAR),10000.0,13916.27,3916.27,39.16,94.73,86.26,23.32,4078.15,8.71,2026-06-08T21:40,2026-06-02T02:05,1928.8,0.96,1.41,1.88,4.06,1.01,62.9,288,29.2,70.8,1.13,0.15,13.6,2.86,0.97,2.96,4,10,23.46,-4.33,15.1,144,29.9,-1092.64,144,28.5,5008.97,99.9,2880.0,28.8,4,2,Jan (+27.77%),May (-14.40%),27.77,24.45,-1.97,2.57,-14.4,1.67
EMA_SAR_150_160_5m,5m,150,160,Stop-and-Reverse (SAR),10000.0,13915.29,3915.29,39.15,94.7,86.25,23.02,3822.41,9.53,2026-06-24T17:55,2026-06-02T07:15,1851.2,1.02,1.41,1.86,4.11,1.01,63.5,184,31.5,68.5,1.17,0.23,21.28,3.54,1.25,2.82,3,9,21.55,-7.05,23.6,92,30.4,-1314.04,92,32.6,5229.43,99.9,1840.0,18.4,4,2,Jan (+30.35%),May (-8.77%),30.35,14.06,1.67,-5.65,-8.77,6.95
EMA_SAR_120_185_5m,5m,120,185,Stop-and-Reverse (SAR),10000.0,13908.14,3908.14,39.08,94.5,86.18,23.24,3941.6,10.22,2026-03-22T21:15,2026-05-30T04:30,2402.7,0.99,1.41,1.86,4.07,1.01,63.4,182,32.4,67.6,1.17,0.23,21.47,3.4,1.28,2.65,3,8,22.16,-7.04,23.8,91,30.8,-1328.82,91,34.1,5236.95,99.9,1820.0,18.2,4,2,Jan (+31.10%),May (-7.36%),31.1,12.81,0.81,-4.34,-7.36,5.26
EMA_SAR_65_170_5m,5m,65,170,Stop-and-Reverse (SAR),10000.0,13899.46,3899.46,38.99,94.25,86.09,25.27,4545.35,9.7,2026-03-16T22:05,2026-06-02T02:05,2545.8,0.86,1.41,1.88,3.73,1.01,62.2,300,28.0,72.0,1.13,0.14,13.0,2.88,0.92,3.13,4,13,23.4,-4.33,14.5,150,28.0,-1086.64,150,28.0,4986.13,99.9,3000.0,30.0,4,2,Feb (+29.95%),May (-15.09%),28.81,29.95,-5.92,2.62,-15.09,1.29
EMA_SAR_135_165_5m,5m,135,165,Stop-and-Reverse (SAR),10000.0,13898.59,3898.59,38.99,94.23,86.09,21.82,3632.57,9.79,2026-06-08T21:40,2026-05-30T04:30,1848.8,1.07,1.41,1.86,4.32,1.01,63.8,184,32.6,67.4,1.17,0.23,21.19,3.35,1.28,2.62,3,8,21.61,-7.04,23.6,92,30.4,-1340.42,92,34.8,5238.99,99.9,1840.0,18.4,4,2,Jan (+31.20%),May (-6.43%),31.2,11.15,1.26,-4.42,-6.43,5.23
EMA_SAR_85_145_5m,5m,85,145,Stop-and-Reverse (SAR),10000.0,13842.5,3842.5,38.43,92.65,85.53,25.24,4603.85,7.84,2026-06-08T21:40,2026-06-29T16:50,1884.7,0.83,1.39,1.85,3.67,1.01,62.0,274,28.8,71.2,1.13,0.16,14.02,3.03,0.99,3.07,4,10,23.16,-5.53,15.8,137,27.7,-1252.13,137,29.9,5094.62,99.9,2740.0,27.4,4,2,Jan (+25.64%),May (-12.96%),25.64,19.8,2.17,5.94,-12.96,-2.39
EMA_SAR_145_170_5m,5m,145,170,Stop-and-Reverse (SAR),10000.0,13823.8,3823.8,38.24,92.13,85.34,23.04,3832.09,10.13,2026-06-24T17:55,2026-05-30T04:30,1851.2,1.0,1.39,1.84,4.0,1.01,63.1,182,32.4,67.6,1.17,0.23,21.01,3.43,1.31,2.62,3,8,21.14,-7.12,23.8,91,30.8,-1360.55,91,34.1,5184.42,99.9,1820.0,18.2,4,2,Jan (+29.61%),May (-7.26%),29.61,14.5,0.84,-6.31,-7.26,6.31
EMA_SAR_90_145_5m,5m,90,145,Stop-and-Reverse (SAR),10000.0,13817.37,3817.37,38.17,91.95,85.27,28.1,5325.95,7.75,2026-06-08T21:40,2026-06-30T06:25,1028.5,0.72,1.39,1.84,3.27,1.01,61.1,260,29.6,70.4,1.13,0.16,14.68,3.05,1.03,2.97,4,14,23.22,-5.75,16.7,130,30.0,-1380.67,130,29.2,5197.97,99.9,2600.0,26.0,4,2,Jan (+27.06%),May (-10.58%),27.06,17.91,2.59,7.69,-10.58,-6.65
EMA_SAR_70_155_5m,5m,70,155,Stop-and-Reverse (SAR),10000.0,13813.95,3813.95,38.14,91.85,85.24,24.57,4255.14,8.96,2026-03-19T15:40,2026-06-02T02:05,2480.2,0.9,1.39,1.84,3.74,1.01,62.1,292,29.1,70.9,1.13,0.15,13.06,2.84,0.96,2.96,3,14,23.15,-4.55,14.9,146,29.5,-1146.24,146,28.8,4960.22,99.9,2920.0,29.2,4,2,Jan (+27.65%),May (-17.52%),27.65,22.47,-2.16,5.68,-17.52,3.61
EMA_SAR_80_160_5m,5m,80,160,Stop-and-Reverse (SAR),10000.0,13807.09,3807.09,38.07,91.66,85.17,25.66,4700.47,7.91,2026-06-08T21:40,2026-06-30T06:25,1033.0,0.81,1.38,1.84,3.57,1.01,61.8,266,28.9,71.1,1.14,0.16,14.31,3.01,0.98,3.07,4,14,23.19,-5.75,16.3,133,30.1,-1321.24,133,27.8,5128.34,99.9,2660.0,26.6,4,2,Jan (+27.29%),May (-11.56%),27.29,18.58,1.34,5.62,-11.56,-3.37
EMA_SAR_150_165_5m,5m,150,165,Stop-and-Reverse (SAR),10000.0,13805.16,3805.16,38.05,91.61,85.15,23.14,3820.2,10.2,2026-06-24T17:55,2026-05-30T04:30,1851.2,1.0,1.39,1.83,3.96,1.01,63.0,182,32.4,67.6,1.17,0.23,20.91,3.43,1.31,2.62,3,8,21.14,-7.12,23.8,91,30.8,-1354.86,91,34.1,5159.96,99.9,1820.0,18.2,4,2,Jan (+29.32%),May (-6.89%),29.32,14.12,0.64,-6.8,-6.89,7.11
EMA_SAR_105_135_5m,5m,105,135,Stop-and-Reverse (SAR),10000.0,13787.33,3787.33,37.87,91.11,84.97,25.27,4596.84,8.51,2026-06-08T21:40,2026-06-30T06:25,1871.3,0.82,1.38,1.83,3.61,1.01,61.9,254,31.5,68.5,1.14,0.17,14.91,2.83,1.06,2.67,4,12,23.11,-5.47,17.1,127,31.5,-1359.55,127,31.5,5146.85,99.9,2540.0,25.4,4,2,Jan (+25.20%),May (-7.01%),25.2,17.89,1.17,2.79,-7.01,-3.4
EMA_SAR_15_40_30m,30m,15,40,Stop-and-Reverse (SAR),10000.0,13779.56,3779.56,37.8,90.9,84.9,24.67,4254.36,10.5,2026-03-23T07:00,2026-06-02T01:30,2392.5,0.89,1.4,1.93,3.69,1.03,62.7,190,32.6,67.4,1.17,0.22,19.89,3.18,1.22,2.61,3,10,20.9,-7.09,22.7,95,31.6,-1445.08,95,33.7,5224.68,99.4,1900.0,19.0,4,2,Jan (+30.89%),Apr (-8.11%),30.89,13.38,2.85,-8.11,-6.15,4.68
EMA_SAR_125_185_5m,5m,125,185,Stop-and-Reverse (SAR),10000.0,13776.92,3776.92,37.77,90.82,84.87,22.63,3723.29,10.34,2026-06-24T17:55,2026-05-30T04:30,1851.2,1.01,1.38,1.82,4.01,1.01,63.1,178,30.3,69.7,1.17,0.23,21.22,3.72,1.29,2.89,3,10,21.69,-7.09,24.4,89,29.2,-1362.85,89,31.5,5139.77,99.9,1780.0,17.8,4,2,Jan (+29.87%),Apr (-6.27%),29.87,11.15,1.72,-6.27,-5.99,6.48
EMA_SAR_125_200_5m,5m,125,200,Stop-and-Reverse (SAR),10000.0,13770.79,3770.79,37.71,90.65,84.81,26.94,4681.24,11.18,2026-03-22T21:15,2026-06-02T02:05,2402.7,0.81,1.38,1.82,3.36,1.01,60.0,182,32.4,67.6,1.16,0.23,20.72,3.39,1.29,2.63,3,8,20.16,-7.05,23.8,91,30.8,-1398.98,91,34.1,5169.71,99.9,1820.0,18.2,3,3,Jan (+31.84%),May (-9.51%),31.84,18.27,-0.69,-7.68,-9.51,6.45
EMA_SAR_10_50_30m,30m,10,50,Stop-and-Reverse (SAR),10000.0,13763.56,3763.56,37.64,90.46,84.74,19.32,3250.88,7.54,2026-06-24T17:30,2026-06-30T06:00,1683.5,1.16,1.39,1.93,4.68,1.03,64.4,222,31.1,68.9,1.17,0.18,16.95,2.84,1.02,2.79,3,13,20.9,-6.79,19.5,111,31.5,-1435.08,111,30.6,5198.7,99.4,2220.0,22.2,4,2,Jan (+23.26%),May (-4.37%),23.26,13.07,3.75,-3.1,-4.37,2.72
EMA_SAR_140_165_5m,5m,140,165,Stop-and-Reverse (SAR),10000.0,13748.5,3748.5,37.49,90.02,84.59,22.64,3748.04,10.14,2026-06-24T17:55,2026-05-30T04:30,1871.8,1.0,1.37,1.81,3.98,1.01,62.9,184,29.9,70.1,1.16,0.22,20.37,3.66,1.24,2.95,3,10,21.98,-7.09,23.6,92,28.3,-1375.32,92,31.5,5123.75,99.9,1840.0,18.4,4,2,Jan (+30.87%),Apr (-6.72%),30.87,11.86,1.75,-6.72,-6.29,5.59
EMA_SAR_15_45_30m,30m,15,45,Stop-and-Reverse (SAR),10000.0,13747.01,3747.01,37.47,89.99,84.57,24.49,4029.83,9.23,2026-06-24T17:30,2026-05-30T04:00,2138.5,0.93,1.39,1.89,3.67,1.03,62.8,184,32.1,67.9,1.18,0.22,20.36,3.17,1.18,2.7,3,11,19.74,-7.15,23.5,92,30.4,-1560.74,92,33.7,5307.74,99.4,1840.0,18.4,4,2,Jan (+29.58%),May (-11.14%),29.58,13.18,1.66,-4.89,-11.14,9.11
EMA_SAR_70_195_5m,5m,70,195,Stop-and-Reverse (SAR),10000.0,13728.55,3728.55,37.29,89.47,84.39,22.31,3655.65,9.37,2026-06-08T21:40,2026-03-04T08:20,2846.4,1.02,1.37,1.82,4.01,1.01,62.7,264,29.5,70.5,1.15,0.16,14.12,2.83,0.97,2.93,4,10,22.82,-4.53,16.4,132,29.5,-1344.26,132,29.5,5072.85,99.9,2640.0,26.4,4,2,Jan (+25.89%),May (-7.44%),25.89,16.62,-1.4,1.14,-7.44,1.31
EMA_SAR_65_165_5m,5m,65,165,Stop-and-Reverse (SAR),10000.0,13719.55,3719.55,37.2,89.22,84.3,25.94,4570.92,9.67,2026-03-16T22:05,2026-06-02T02:05,2545.8,0.81,1.36,1.82,3.44,1.01,61.2,298,29.2,70.8,1.12,0.14,12.48,2.78,0.95,2.93,3,12,23.15,-4.55,14.6,149,29.5,-1158.82,149,28.9,4878.36,99.9,2980.0,29.8,4,2,Jan (+29.43%),May (-17.13%),29.43,26.15,-5.12,3.78,-17.13,2.97
EMA_SAR_150_170_5m,5m,150,170,Stop-and-Reverse (SAR),10000.0,13718.01,3718.01,37.18,89.17,84.28,26.75,4521.53,11.24,2026-03-22T21:15,2026-06-02T07:15,2402.7,0.82,1.36,1.8,3.33,1.01,59.9,180,32.8,67.2,1.17,0.23,20.66,3.36,1.3,2.58,3,8,20.16,-7.13,24.1,90,31.1,-1402.24,90,34.4,5120.3,99.9,1800.0,18.0,3,3,Jan (+31.15%),May (-9.11%),31.15,17.5,-2.28,-7.46,-9.11,8.3
EMA_SAR_115_185_5m,5m,115,185,Stop-and-Reverse (SAR),10000.0,13706.56,3706.56,37.07,88.86,84.17,24.33,4140.13,11.01,2026-03-22T21:15,2026-06-02T07:15,2402.7,0.9,1.36,1.8,3.65,1.01,62.3,192,32.8,67.2,1.16,0.21,19.3,3.17,1.23,2.57,3,10,21.63,-7.13,22.6,96,32.3,-1386.84,96,33.3,5093.39,99.9,1920.0,19.2,4,2,Jan (+29.45%),May (-8.19%),29.45,11.74,3.39,-4.94,-8.19,5.02
EMA_SAR_90_125_5m,5m,90,125,Stop-and-Reverse (SAR),10000.0,13690.07,3690.07,36.9,88.4,84.0,25.62,4544.45,9.35,2026-03-19T15:40,2026-06-02T02:05,2480.2,0.81,1.36,1.8,3.45,1.01,61.1,292,29.8,70.2,1.12,0.15,12.64,2.84,1.0,2.84,3,11,23.17,-5.36,14.9,146,31.5,-1126.24,146,28.1,4816.32,99.9,2920.0,29.2,4,2,Feb (+29.24%),May (-16.92%),28.73,29.24,-7.06,4.86,-16.92,1.64
EMA_SAR_10_40_30m,30m,10,40,Stop-and-Reverse (SAR),10000.0,13642.81,3642.81,36.43,87.1,83.53,18.43,3039.6,8.71,2026-06-08T21:00,2026-06-30T06:00,1885.5,1.2,1.36,1.89,4.73,1.03,65.6,242,28.5,71.5,1.16,0.17,15.05,3.04,0.98,3.1,3,10,22.14,-6.64,17.8,121,28.1,-1383.26,121,28.9,5026.02,99.4,2420.0,24.2,5,1,Jan (+20.83%),May (-5.63%),20.83,13.14,0.23,0.08,-5.63,5.43
EMA_SAR_60_180_5m,5m,60,180,Stop-and-Reverse (SAR),10000.0,13622.61,3622.61,36.23,86.53,83.33,25.37,4506.44,10.31,2026-03-19T15:40,2026-06-02T06:30,2480.2,0.8,1.34,1.79,3.41,1.01,59.3,302,28.1,71.9,1.12,0.14,12.0,2.87,0.93,3.08,4,18,23.51,-4.55,14.4,151,27.8,-1274.81,151,28.5,4897.4,99.9,3020.0,30.2,3,3,Jan (+29.47%),May (-13.71%),29.47,24.34,-5.39,3.91,-13.71,-0.25
EMA_SAR_155_160_5m,5m,155,160,Stop-and-Reverse (SAR),10000.0,13618.61,3618.61,36.19,86.42,83.29,23.75,3892.99,10.53,2026-06-24T17:55,2026-05-30T04:30,2252.4,0.93,1.34,1.77,3.64,1.01,60.4,182,32.4,67.6,1.16,0.22,19.88,3.43,1.32,2.6,3,8,21.14,-7.05,23.8,91,30.8,-1429.14,91,34.1,5047.71,99.9,1820.0,18.2,3,3,Jan (+29.32%),May (-6.89%),29.32,13.73,-0.62,-6.7,-6.89,7.26
EMA_SAR_135_190_5m,5m,135,190,Stop-and-Reverse (SAR),10000.0,13606.41,3606.41,36.06,86.08,83.16,26.95,4553.24,11.75,2026-03-22T21:15,2026-05-30T04:30,2402.7,0.79,1.34,1.76,3.19,1.01,59.3,182,30.8,69.2,1.16,0.22,19.82,3.6,1.28,2.81,3,8,20.39,-7.26,23.8,91,27.5,-1479.41,91,34.1,5085.88,99.9,1820.0,18.2,3,3,Jan (+34.44%),Apr (-8.42%),34.44,16.13,-4.12,-8.42,-8.41,8.38
EMA_SAR_150_155_5m,5m,150,155,Stop-and-Reverse (SAR),10000.0,13603.74,3603.74,36.04,86.01,83.14,22.81,3761.89,10.1,2026-06-24T17:55,2026-05-30T04:30,2252.6,0.96,1.34,1.76,3.77,1.01,62.2,184,30.4,69.6,1.16,0.22,19.59,3.6,1.26,2.86,3,10,21.66,-7.09,23.6,92,29.3,-1434.0,92,31.5,5037.75,99.9,1840.0,18.4,4,2,Jan (+30.87%),Apr (-7.00%),30.87,12.36,1.02,-7.0,-6.32,5.12
EMA_SAR_105_120_5m,5m,105,120,Stop-and-Reverse (SAR),10000.0,13600.27,3600.27,36.0,85.91,83.1,26.49,4833.85,8.03,2026-06-08T21:40,2026-06-30T06:25,1884.8,0.74,1.33,1.78,3.24,1.01,60.6,270,28.5,71.5,1.13,0.15,13.33,3.06,1.01,3.03,4,12,22.92,-5.53,16.1,135,28.9,-1372.75,135,28.1,4972.94,99.9,2700.0,27.0,4,2,Jan (+24.86%),May (-13.14%),24.86,20.41,1.5,7.16,-13.14,-4.24
EMA_SAR_70_165_5m,5m,70,165,Stop-and-Reverse (SAR),10000.0,13598.89,3598.89,35.99,85.88,83.09,21.47,3666.19,8.96,2026-06-08T21:40,2026-06-30T06:25,1992.0,0.98,1.33,1.77,4.0,1.01,62.1,286,30.4,69.6,1.13,0.14,12.58,2.8,1.0,2.8,4,12,23.4,-4.68,15.2,143,31.5,-1254.69,143,29.4,4853.61,99.9,2860.0,28.6,4,2,Jan (+27.55%),May (-10.66%),27.55,21.64,-7.24,3.41,-10.66,2.28
EMA_SAR_90_140_5m,5m,90,140,Stop-and-Reverse (SAR),10000.0,13598.25,3598.25,35.98,85.86,83.08,25.76,4653.15,7.95,2026-06-08T21:40,2026-06-30T06:25,1042.4,0.77,1.33,1.77,3.33,1.01,60.9,272,28.3,71.7,1.13,0.15,13.23,3.04,0.99,3.07,4,12,23.16,-5.53,16.0,136,29.4,-1385.79,136,27.2,4983.99,99.9,2720.0,27.2,4,2,Jan (+25.80%),May (-12.76%),25.8,18.65,1.37,6.47,-12.76,-3.25
EMA_SAR_145_160_5m,5m,145,160,Stop-and-Reverse (SAR),10000.0,13584.09,3584.09,35.84,85.47,82.94,23.03,3793.69,10.18,2026-03-22T21:15,2026-05-30T04:30,2402.7,0.94,1.33,1.75,3.71,1.01,62.1,184,29.9,70.1,1.16,0.22,19.48,3.67,1.25,2.93,3,10,21.66,-7.09,23.6,92,28.3,-1439.59,92,31.5,5023.69,99.9,1840.0,18.4,4,2,Jan (+30.87%),Apr (-6.73%),30.87,12.36,0.61,-6.73,-6.61,5.41
EMA_SAR_85_135_5m,5m,85,135,Stop-and-Reverse (SAR),10000.0,13564.75,3564.75,35.65,84.94,82.75,23.56,4111.0,8.51,2026-06-08T21:40,2026-06-29T16:50,1926.4,0.87,1.33,1.76,3.6,1.01,61.3,286,30.1,69.9,1.12,0.14,12.46,2.86,1.01,2.85,4,12,23.42,-5.49,15.2,143,32.9,-1225.33,143,27.3,4790.08,99.9,2860.0,28.6,4,2,Jan (+26.90%),May (-15.75%),26.9,23.83,-4.41,6.24,-15.75,0.88
EMA_SAR_120_195_5m,5m,120,195,Stop-and-Reverse (SAR),10000.0,13562.16,3562.16,35.62,84.87,82.72,23.82,3889.26,10.26,2026-06-24T17:55,2026-06-02T02:05,2252.5,0.92,1.33,1.75,3.56,1.01,61.8,184,30.4,69.6,1.16,0.22,19.36,3.57,1.25,2.86,3,9,21.55,-7.05,23.6,92,29.3,-1436.94,92,31.5,4999.09,99.9,1840.0,18.4,4,2,Jan (+29.22%),May (-7.80%),29.22,11.87,1.16,-5.98,-7.8,6.98
EMA_SAR_135_175_5m,5m,135,175,Stop-and-Reverse (SAR),10000.0,13555.78,3555.78,35.56,84.69,82.66,23.12,3802.58,9.98,2026-06-24T17:55,2026-06-02T07:15,1871.8,0.94,1.32,1.75,3.66,1.01,61.9,184,30.4,69.6,1.16,0.22,19.32,3.61,1.27,2.85,3,10,21.51,-7.05,23.6,92,29.3,-1466.18,92,31.5,5021.95,99.9,1840.0,18.4,4,2,Jan (+30.14%),May (-7.17%),30.14,12.76,0.91,-6.0,-7.17,4.91
EMA_SAR_110_115_5m,5m,110,115,Stop-and-Reverse (SAR),10000.0,13554.41,3554.41,35.54,84.65,82.64,26.43,4801.12,8.14,2026-06-08T21:40,2026-06-30T06:25,1884.8,0.74,1.32,1.76,3.2,1.01,60.4,270,29.3,70.7,1.12,0.15,13.16,2.99,1.02,2.92,4,12,22.92,-5.53,16.1,135,29.6,-1372.0,135,28.9,4926.48,99.9,2700.0,27.0,4,2,Jan (+24.13%),May (-13.18%),24.13,21.6,0.88,7.04,-13.18,-4.22
EMA_SAR_115_190_5m,5m,115,190,Stop-and-Reverse (SAR),10000.0,13545.31,3545.31,35.45,84.4,82.55,22.82,3751.4,10.52,2026-06-08T21:40,2026-05-30T04:30,1871.8,0.95,1.32,1.74,3.7,1.01,62.0,188,32.4,67.6,1.16,0.21,18.86,3.27,1.26,2.6,3,10,22.16,-7.04,23.1,94,31.9,-1461.76,94,33.0,5007.08,99.9,1880.0,18.8,4,2,Jan (+30.12%),May (-6.40%),30.12,10.26,1.47,-5.47,-6.4,5.16
EMA_SAR_100_125_5m,5m,100,125,Stop-and-Reverse (SAR),10000.0,13528.87,3528.87,35.29,83.95,82.39,25.86,4653.72,8.2,2026-06-08T21:40,2026-06-30T06:25,1913.2,0.76,1.32,1.75,3.25,1.01,60.5,272,27.9,72.1,1.12,0.15,12.97,3.1,1.0,3.11,4,12,22.92,-5.53,16.0,136,27.9,-1385.37,136,27.9,4914.23,99.9,2720.0,27.2,4,2,Jan (+25.20%),May (-13.71%),25.2,19.38,1.87,6.61,-13.71,-3.42
EMA_SAR_75_180_5m,5m,75,180,Stop-and-Reverse (SAR),10000.0,13509.95,3509.95,35.1,83.43,82.2,24.33,4282.81,8.44,2026-06-08T21:40,2026-06-30T06:25,1871.3,0.82,1.31,1.74,3.43,1.01,59.4,260,30.4,69.6,1.14,0.15,13.5,2.88,0.99,2.89,3,12,22.6,-5.36,16.7,130,30.8,-1478.86,130,30.0,4988.77,99.9,2600.0,26.0,3,3,Jan (+23.37%),May (-7.45%),23.37,18.42,-0.9,2.84,-7.45,-1.95
EMA_SAR_100_140_5m,5m,100,140,Stop-and-Reverse (SAR),10000.0,13477.21,3477.21,34.77,82.54,81.87,25.47,4540.36,8.33,2026-06-08T21:40,2026-06-30T06:25,1872.3,0.77,1.3,1.73,3.24,1.01,58.8,260,30.0,70.0,1.13,0.15,13.37,2.91,1.03,2.83,4,13,23.11,-5.47,16.7,130,30.0,-1498.75,130,30.0,4975.97,99.9,2600.0,26.0,3,3,Jan (+25.94%),May (-9.28%),25.94,18.05,-0.29,3.97,-9.28,-3.62
EMA_SAR_95_140_5m,5m,95,140,Stop-and-Reverse (SAR),10000.0,13475.89,3475.89,34.76,82.5,81.86,27.69,5087.4,8.0,2026-06-08T21:40,2026-06-30T06:25,1030.2,0.68,1.3,1.73,2.98,1.01,58.6,262,29.8,70.2,1.12,0.15,13.27,3.0,1.03,2.9,4,14,23.22,-5.75,16.6,131,30.5,-1476.11,131,29.0,4952.03,99.9,2620.0,26.2,4,2,Jan (+24.87%),May (-11.59%),24.87,17.08,3.93,6.58,-11.59,-5.89
EMA_SAR_15_75_30m,30m,15,75,Stop-and-Reverse (SAR),10000.0,13475.21,3475.21,34.75,82.49,81.85,30.45,4771.08,15.05,2026-02-06T00:00,2026-06-01T00:00,3479.5,0.73,1.35,1.89,2.71,1.03,56.2,138,31.9,68.1,1.23,0.28,25.18,3.57,1.26,2.84,4,7,30.89,-5.08,31.3,69,30.4,-1236.9,69,33.3,4712.1,99.4,1380.0,13.8,3,3,Jan (+31.38%),Apr (-14.65%),31.38,4.87,-0.75,-14.65,-6.15,23.04
EMA_SAR_85_195_5m,5m,85,195,Stop-and-Reverse (SAR),10000.0,13472.35,3472.35,34.72,82.41,81.82,25.55,3991.74,10.14,2026-06-08T21:40,2026-02-20T17:20,1926.4,0.87,1.3,1.73,3.23,1.01,60.8,228,32.5,67.5,1.15,0.17,15.23,2.83,1.1,2.56,3,9,22.53,-5.53,19.0,114,31.6,-1358.29,114,33.3,4830.6,99.9,2280.0,22.8,4,2,Jan (+23.21%),May (-7.13%),23.21,9.02,4.47,-2.33,-7.13,5.85
EMA_SAR_15_80_30m,30m,15,80,Stop-and-Reverse (SAR),10000.0,13462.19,3462.19,34.62,82.14,81.72,34.29,5538.27,16.35,2026-02-06T00:00,2026-06-01T00:00,3479.5,0.63,1.34,1.88,2.4,1.03,54.2,126,32.5,67.5,1.24,0.31,27.48,3.76,1.35,2.77,4,7,30.68,-5.08,34.3,63,31.7,-1249.96,63,33.3,4712.17,99.4,1260.0,12.6,4,2,Jan (+35.42%),Apr (-18.08%),35.42,4.62,0.15,-18.08,-8.24,26.22
EMA_SAR_110_130_5m,5m,110,130,Stop-and-Reverse (SAR),10000.0,13454.48,3454.48,34.54,81.92,81.64,24.79,4373.22,8.86,2026-06-08T21:40,2026-06-30T06:25,1884.3,0.79,1.3,1.72,3.3,1.01,60.6,256,30.9,69.1,1.13,0.15,13.49,2.86,1.05,2.72,4,12,23.11,-5.36,17.0,128,31.2,-1458.51,128,30.5,4912.95,99.9,2560.0,25.6,4,2,Jan (+24.73%),May (-8.70%),24.73,17.2,1.37,2.34,-8.7,-2.83
EMA_SAR_100_195_5m,5m,100,195,Stop-and-Reverse (SAR),10000.0,13451.87,3451.87,34.52,81.85,81.62,25.78,4250.86,10.92,2026-03-22T21:15,2026-06-02T02:05,2402.7,0.81,1.3,1.72,3.18,1.01,60.7,200,32.5,67.5,1.15,0.19,17.26,3.06,1.19,2.57,3,10,21.32,-5.67,21.7,100,34.0,-1436.54,100,31.0,4888.43,99.9,2000.0,20.0,4,2,Jan (+28.37%),May (-10.48%),28.37,11.81,1.54,-4.24,-10.48,7.67
EMA_SAR_15_50_30m,30m,15,50,Stop-and-Reverse (SAR),10000.0,13448.91,3448.91,34.49,81.78,81.59,29.37,4936.02,12.05,2026-02-06T00:00,2026-05-27T08:00,3479.5,0.7,1.31,1.8,2.78,1.03,57.3,172,32.6,67.4,1.16,0.22,20.05,3.33,1.27,2.61,4,11,19.74,-7.15,25.1,86,31.4,-1716.44,86,33.7,5165.34,99.4,1720.0,17.2,4,2,Jan (+36.17%),May (-12.38%),36.17,6.92,2.35,-5.55,-12.38,9.07
EMA_SAR_90_150_5m,5m,90,150,Stop-and-Reverse (SAR),10000.0,13433.69,3433.69,34.34,81.35,81.44,25.24,4472.09,7.84,2026-06-08T21:40,2026-06-30T06:25,1029.2,0.77,1.29,1.72,3.22,1.01,60.4,262,30.2,69.8,1.13,0.15,13.11,2.91,1.02,2.86,4,12,23.01,-5.47,16.6,131,31.3,-1484.6,131,29.0,4918.32,99.9,2620.0,26.2,4,2,Jan (+25.52%),May (-10.31%),25.52,15.13,0.78,5.7,-10.31,-2.71
EMA_SAR_80_155_5m,5m,80,155,Stop-and-Reverse (SAR),10000.0,13430.59,3430.59,34.31,81.27,81.41,25.58,4551.39,8.37,2026-06-08T21:40,2026-06-30T06:25,1042.7,0.75,1.29,1.72,3.18,1.01,60.2,274,27.7,72.3,1.12,0.15,12.52,3.09,0.98,3.14,3,14,23.03,-5.53,15.8,137,27.7,-1437.25,137,27.7,4867.84,99.9,2740.0,27.4,4,2,Jan (+26.49%),May (-12.51%),26.49,18.1,0.05,6.08,-12.51,-3.19
EMA_SAR_60_175_5m,5m,60,175,Stop-and-Reverse (SAR),10000.0,13426.85,3426.85,34.27,81.17,81.37,25.28,4341.2,9.67,2026-03-19T15:40,2026-06-02T06:30,2480.2,0.79,1.29,1.72,3.21,1.01,60.2,306,28.1,71.9,1.11,0.13,11.2,2.83,0.93,3.06,4,14,23.43,-4.55,14.2,153,29.4,-1313.13,153,26.8,4739.96,99.9,3060.0,30.6,4,2,Jan (+29.15%),May (-15.89%),29.15,27.18,-8.93,5.06,-15.89,1.57
EMA_SAR_100_200_5m,5m,100,200,Stop-and-Reverse (SAR),10000.0,13425.27,3425.27,34.25,81.12,81.35,25.55,4220.83,11.18,2026-03-22T21:15,2026-06-02T02:05,2402.7,0.81,1.29,1.71,3.18,1.01,60.7,194,32.5,67.5,1.15,0.2,17.66,3.12,1.21,2.58,3,10,21.39,-5.7,22.4,97,34.0,-1465.3,97,30.9,4890.6,99.9,1940.0,19.4,4,2,Jan (+28.94%),May (-11.24%),28.94,9.1,4.24,-3.62,-11.24,7.02
