trade_id,strategy,direction,entry_time,entry_price,exit_time,exit_price,duration_bars,duration_hours,invested_usd,realized_pnl_usd,realized_pnl_pct,portfolio_after,exit_reason
48,5M_EMA_SAR_20_200,SHORT,2026-01-18T08:15,3305.38,2026-01-18T08:40,3313.63,5,0.42,9618.05,-24.0,-0.25,9594.04,Signal Flip
49,5M_EMA_SAR_20_200,LONG,2026-01-18T08:40,3313.63,2026-01-18T23:40,3309.16,180,15.0,9594.04,-12.92,-0.13,9581.13,Signal Flip
50,5M_EMA_SAR_20_200,SHORT,2026-01-18T23:40,3309.16,2026-01-21T15:25,3008.02,765,63.75,9581.13,871.9,9.1,10453.03,Signal Flip
51,5M_EMA_SAR_20_200,LONG,2026-01-21T15:25,3008.02,2026-01-21T16:40,2927.35,15,1.25,10453.03,-280.36,-2.68,10172.67,Signal Flip
52,5M_EMA_SAR_20_200,SHORT,2026-01-21T16:40,2927.35,2026-01-21T19:50,3056.59,38,3.17,10172.67,-449.12,-4.41,9723.55,Signal Flip
53,5M_EMA_SAR_20_200,LONG,2026-01-21T19:50,3056.59,2026-01-22T11:15,2995.5,185,15.42,9723.55,-194.33,-2.0,9529.22,Signal Flip
54,5M_EMA_SAR_20_200,SHORT,2026-01-22T11:15,2995.5,2026-01-23T04:15,2979.08,204,17.0,9529.22,52.24,0.55,9581.47,Signal Flip
55,5M_EMA_SAR_20_200,LONG,2026-01-23T04:15,2979.08,2026-01-23T06:45,2953.67,30,2.5,9581.47,-81.71,-0.85,9499.76,Signal Flip
56,5M_EMA_SAR_20_200,SHORT,2026-01-23T06:45,2953.67,2026-01-23T16:40,2972.27,119,9.92,9499.76,-59.8,-0.63,9439.96,Signal Flip
57,5M_EMA_SAR_20_200,LONG,2026-01-23T16:40,2972.27,2026-01-23T20:50,2933.88,50,4.17,9439.96,-121.91,-1.29,9318.05,Signal Flip
58,5M_EMA_SAR_20_200,SHORT,2026-01-23T20:50,2933.88,2026-01-23T23:00,2961.5,26,2.17,9318.05,-87.71,-0.94,9230.34,Signal Flip
59,5M_EMA_SAR_20_200,LONG,2026-01-23T23:00,2961.5,2026-01-24T00:45,2950.06,21,1.75,9230.34,-35.64,-0.39,9194.69,Signal Flip
60,5M_EMA_SAR_20_200,SHORT,2026-01-24T00:45,2950.06,2026-01-24T01:30,2960.28,9,0.75,9194.69,-31.84,-0.35,9162.85,Signal Flip
61,5M_EMA_SAR_20_200,LONG,2026-01-24T01:30,2960.28,2026-01-24T14:05,2951.08,151,12.58,9162.85,-28.46,-0.31,9134.39,Signal Flip
62,5M_EMA_SAR_20_200,SHORT,2026-01-24T14:05,2951.08,2026-01-24T15:10,2967.7,13,1.08,9134.39,-51.44,-0.56,9082.95,Signal Flip
63,5M_EMA_SAR_20_200,LONG,2026-01-24T15:10,2967.7,2026-01-24T16:20,2952.52,14,1.17,9082.95,-46.46,-0.51,9036.49,Signal Flip
64,5M_EMA_SAR_20_200,SHORT,2026-01-24T16:20,2952.52,2026-01-24T17:25,2967.06,13,1.08,9036.49,-44.5,-0.49,8991.99,Signal Flip
65,5M_EMA_SAR_20_200,LONG,2026-01-24T17:25,2967.06,2026-01-24T19:50,2952.72,29,2.42,8991.99,-43.46,-0.48,8948.53,Signal Flip
66,5M_EMA_SAR_20_200,SHORT,2026-01-24T19:50,2952.72,2026-01-24T22:55,2963.83,37,3.08,8948.53,-33.66,-0.38,8914.87,Signal Flip
67,5M_EMA_SAR_20_200,LONG,2026-01-24T22:55,2963.83,2026-01-24T23:20,2955.52,5,0.42,8914.87,-24.99,-0.28,8889.87,Signal Flip
68,5M_EMA_SAR_20_200,SHORT,2026-01-24T23:20,2955.52,2026-01-26T02:40,2876.39,328,27.33,8889.87,238.03,2.68,9127.9,Signal Flip
69,5M_EMA_SAR_20_200,LONG,2026-01-26T02:40,2876.39,2026-01-26T03:00,2864.55,4,0.33,9127.9,-37.57,-0.41,9090.32,Signal Flip
70,5M_EMA_SAR_20_200,SHORT,2026-01-26T03:00,2864.55,2026-01-26T06:25,2875.11,41,3.42,9090.32,-33.51,-0.37,9056.81,Signal Flip
71,5M_EMA_SAR_20_200,LONG,2026-01-26T06:25,2875.11,2026-01-27T09:15,2911.99,322,26.83,9056.81,116.2,1.28,9173.01,Signal Flip
72,5M_EMA_SAR_20_200,SHORT,2026-01-27T09:15,2911.99,2026-01-27T15:15,2932.4,72,6.0,9173.01,-64.27,-0.7,9108.74,Signal Flip
73,5M_EMA_SAR_20_200,LONG,2026-01-27T15:15,2932.4,2026-01-28T16:15,2996.11,300,25.0,9108.74,197.92,2.17,9306.66,Signal Flip
74,5M_EMA_SAR_20_200,SHORT,2026-01-28T16:15,2996.11,2026-01-28T17:55,3028.94,20,1.67,9306.66,-101.99,-1.1,9204.67,Signal Flip
75,5M_EMA_SAR_20_200,LONG,2026-01-28T17:55,3028.94,2026-01-29T00:20,3001.18,77,6.42,9204.67,-84.38,-0.92,9120.3,Signal Flip
76,5M_EMA_SAR_20_200,SHORT,2026-01-29T00:20,3001.18,2026-02-02T10:35,2292.78,1275,106.25,9120.3,2152.77,23.6,11273.06,Signal Flip
77,5M_EMA_SAR_20_200,LONG,2026-02-02T10:35,2292.78,2026-02-03T02:55,2304.15,196,16.33,11273.06,55.91,0.5,11328.98,Signal Flip
78,5M_EMA_SAR_20_200,SHORT,2026-02-03T02:55,2304.15,2026-02-03T04:25,2338.81,18,1.5,11328.98,-170.42,-1.5,11158.55,Signal Flip
79,5M_EMA_SAR_20_200,LONG,2026-02-03T04:25,2338.81,2026-02-03T05:55,2321.11,18,1.5,11158.55,-84.45,-0.76,11074.11,Signal Flip
80,5M_EMA_SAR_20_200,SHORT,2026-02-03T05:55,2321.11,2026-02-03T21:20,2304.55,185,15.42,11074.11,78.99,0.71,11153.1,Signal Flip
81,5M_EMA_SAR_20_200,LONG,2026-02-03T21:20,2304.55,2026-02-03T22:50,2231.32,18,1.5,11153.1,-354.39,-3.18,10798.71,Signal Flip
82,5M_EMA_SAR_20_200,SHORT,2026-02-03T22:50,2231.32,2026-02-04T02:00,2269.78,38,3.17,10798.71,-186.13,-1.72,10612.57,Signal Flip
83,5M_EMA_SAR_20_200,LONG,2026-02-04T02:00,2269.78,2026-02-04T02:50,2246.69,10,0.83,10612.57,-108.0,-1.02,10504.58,Signal Flip
84,5M_EMA_SAR_20_200,SHORT,2026-02-04T02:50,2246.69,2026-02-04T03:25,2269.55,7,0.58,10504.58,-106.92,-1.02,10397.65,Signal Flip
85,5M_EMA_SAR_20_200,LONG,2026-02-04T03:25,2269.55,2026-02-04T09:50,2258.16,77,6.42,10397.65,-52.2,-0.5,10345.45,Signal Flip
86,5M_EMA_SAR_20_200,SHORT,2026-02-04T09:50,2258.16,2026-02-06T12:00,1933.64,602,50.17,10345.45,1486.76,14.37,11832.22,Signal Flip
87,5M_EMA_SAR_20_200,LONG,2026-02-06T12:00,1933.64,2026-02-06T12:20,1918.27,4,0.33,11832.22,-94.03,-0.79,11738.19,Signal Flip
88,5M_EMA_SAR_20_200,SHORT,2026-02-06T12:20,1918.27,2026-02-06T13:15,1943.67,11,0.92,11738.19,-155.43,-1.32,11582.76,Signal Flip
89,5M_EMA_SAR_20_200,LONG,2026-02-06T13:15,1943.67,2026-02-07T07:50,2028.43,223,18.58,11582.76,505.07,4.36,12087.82,Signal Flip
90,5M_EMA_SAR_20_200,SHORT,2026-02-07T07:50,2028.43,2026-02-07T12:40,2048.52,58,4.83,12087.82,-119.77,-0.99,11968.05,Signal Flip
91,5M_EMA_SAR_20_200,LONG,2026-02-07T12:40,2048.52,2026-02-07T14:55,2016.58,27,2.25,11968.05,-186.62,-1.56,11781.44,Signal Flip
92,5M_EMA_SAR_20_200,SHORT,2026-02-07T14:55,2016.58,2026-02-07T15:25,2048.75,6,0.5,11781.44,-187.96,-1.6,11593.47,Signal Flip
93,5M_EMA_SAR_20_200,LONG,2026-02-07T15:25,2048.75,2026-02-08T17:10,2091.89,309,25.75,11593.47,244.12,2.11,11837.59,Signal Flip
94,5M_EMA_SAR_20_200,SHORT,2026-02-08T17:10,2091.89,2026-02-08T18:50,2113.74,20,1.67,11837.59,-123.6,-1.04,11713.99,Signal Flip
95,5M_EMA_SAR_20_200,LONG,2026-02-08T18:50,2113.74,2026-02-08T22:10,2096.74,40,3.33,11713.99,-94.18,-0.8,11619.8,Signal Flip
96,5M_EMA_SAR_20_200,SHORT,2026-02-08T22:10,2096.74,2026-02-08T23:05,2124.04,11,0.92,11619.8,-151.29,-1.3,11468.51,Signal Flip
97,5M_EMA_SAR_20_200,LONG,2026-02-08T23:05,2124.04,2026-02-08T23:35,2084.14,6,0.5,11468.51,-215.46,-1.88,11253.05,Signal Flip
98,5M_EMA_SAR_20_200,SHORT,2026-02-08T23:35,2084.14,2026-02-09T16:55,2093.9,208,17.33,11253.05,-52.69,-0.47,11200.36,Signal Flip
99,5M_EMA_SAR_20_200,LONG,2026-02-09T16:55,2093.9,2026-02-10T03:35,2063.54,128,10.67,11200.36,-162.39,-1.45,11037.97,Signal Flip
100,5M_EMA_SAR_20_200,SHORT,2026-02-10T03:35,2063.54,2026-02-11T02:30,2030.94,275,22.92,11037.97,174.34,1.58,11212.31,Signal Flip
101,5M_EMA_SAR_20_200,LONG,2026-02-11T02:30,2030.94,2026-02-11T02:50,2014.36,4,0.33,11212.31,-91.55,-0.82,11120.76,Signal Flip
102,5M_EMA_SAR_20_200,SHORT,2026-02-11T02:50,2014.36,2026-02-11T21:35,1977.37,225,18.75,11120.76,204.23,1.84,11325.0,Signal Flip
103,5M_EMA_SAR_20_200,LONG,2026-02-11T21:35,1977.37,2026-02-11T23:20,1946.21,21,1.75,11325.0,-178.47,-1.58,11146.52,Signal Flip
104,5M_EMA_SAR_20_200,SHORT,2026-02-11T23:20,1946.21,2026-02-12T01:15,1969.38,23,1.92,11146.52,-132.75,-1.19,11013.78,Signal Flip
105,5M_EMA_SAR_20_200,LONG,2026-02-12T01:15,1969.38,2026-02-12T15:45,1954.86,174,14.5,11013.78,-81.21,-0.74,10932.56,Signal Flip
106,5M_EMA_SAR_20_200,SHORT,2026-02-12T15:45,1954.86,2026-02-13T02:30,1947.18,129,10.75,10932.56,42.94,0.39,10975.51,Signal Flip
107,5M_EMA_SAR_20_200,LONG,2026-02-13T02:30,1947.18,2026-02-13T05:35,1939.41,37,3.08,10975.51,-43.82,-0.4,10931.69,Signal Flip
108,5M_EMA_SAR_20_200,SHORT,2026-02-13T05:35,1939.41,2026-02-13T08:50,1960.58,39,3.25,10931.69,-119.33,-1.09,10812.36,Signal Flip
109,5M_EMA_SAR_20_200,LONG,2026-02-13T08:50,1960.58,2026-02-15T01:35,2061.12,489,40.75,10812.36,554.46,5.13,11366.83,Signal Flip
110,5M_EMA_SAR_20_200,SHORT,2026-02-15T01:35,2061.12,2026-02-15T05:20,2090.45,45,3.75,11366.83,-161.78,-1.42,11205.04,Signal Flip
111,5M_EMA_SAR_20_200,LONG,2026-02-15T05:20,2090.45,2026-02-15T09:00,2068.17,44,3.67,11205.04,-119.47,-1.07,11085.57,Signal Flip
112,5M_EMA_SAR_20_200,SHORT,2026-02-15T09:00,2068.17,2026-02-16T09:20,1985.97,292,24.33,11085.57,440.56,3.97,11526.13,Signal Flip
113,5M_EMA_SAR_20_200,LONG,2026-02-16T09:20,1985.97,2026-02-16T11:25,1960.15,25,2.08,11526.13,-149.87,-1.3,11376.26,Signal Flip
114,5M_EMA_SAR_20_200,SHORT,2026-02-16T11:25,1960.15,2026-02-16T12:35,1996.87,14,1.17,11376.26,-213.11,-1.87,11163.15,Signal Flip
115,5M_EMA_SAR_20_200,LONG,2026-02-16T12:35,1996.87,2026-02-16T14:15,1966.92,20,1.67,11163.15,-167.44,-1.5,10995.71,Signal Flip
116,5M_EMA_SAR_20_200,SHORT,2026-02-16T14:15,1966.92,2026-02-16T18:10,1984.09,47,3.92,10995.71,-96.02,-0.87,10899.7,Signal Flip
117,5M_EMA_SAR_20_200,LONG,2026-02-16T18:10,1984.09,2026-02-16T19:00,1967.96,10,0.83,10899.7,-88.64,-0.81,10811.05,Signal Flip
118,5M_EMA_SAR_20_200,SHORT,2026-02-16T19:00,1967.96,2026-02-16T20:35,1985.98,19,1.58,10811.05,-99.03,-0.92,10712.02,Signal Flip
119,5M_EMA_SAR_20_200,LONG,2026-02-16T20:35,1985.98,2026-02-17T05:25,1973.29,106,8.83,10712.02,-68.45,-0.64,10643.58,Signal Flip
120,5M_EMA_SAR_20_200,SHORT,2026-02-17T05:25,1973.29,2026-02-17T14:00,1991.53,103,8.58,10643.58,-98.34,-0.92,10545.23,Signal Flip
121,5M_EMA_SAR_20_200,LONG,2026-02-17T14:00,1991.53,2026-02-17T14:55,1947.6,11,0.92,10545.23,-232.61,-2.21,10312.62,Signal Flip
122,5M_EMA_SAR_20_200,SHORT,2026-02-17T14:55,1947.6,2026-02-17T16:40,2005.09,21,1.75,10312.62,-304.45,-2.95,10008.18,Signal Flip
123,5M_EMA_SAR_20_200,LONG,2026-02-17T16:40,2005.09,2026-02-17T17:25,1968.52,9,0.75,10008.18,-182.57,-1.82,9825.61,Signal Flip
124,5M_EMA_SAR_20_200,SHORT,2026-02-17T17:25,1968.52,2026-02-17T18:45,2002.13,16,1.33,9825.61,-167.79,-1.71,9657.82,Signal Flip
125,5M_EMA_SAR_20_200,LONG,2026-02-17T18:45,2002.13,2026-02-18T01:20,1974.48,79,6.58,9657.82,-133.37,-1.38,9524.45,Signal Flip
126,5M_EMA_SAR_20_200,SHORT,2026-02-18T01:20,1974.48,2026-02-18T03:15,1990.38,23,1.92,9524.45,-76.71,-0.81,9447.74,Signal Flip
127,5M_EMA_SAR_20_200,LONG,2026-02-18T03:15,1990.38,2026-02-18T11:30,1982.23,99,8.25,9447.74,-38.72,-0.41,9409.03,Signal Flip
128,5M_EMA_SAR_20_200,SHORT,2026-02-18T11:30,1982.23,2026-02-19T03:25,1970.75,191,15.92,9409.03,54.46,0.58,9463.49,Signal Flip
129,5M_EMA_SAR_20_200,LONG,2026-02-19T03:25,1970.75,2026-02-19T10:10,1964.31,81,6.75,9463.49,-30.96,-0.33,9432.53,Signal Flip
130,5M_EMA_SAR_20_200,SHORT,2026-02-19T10:10,1964.31,2026-02-19T21:55,1948.26,141,11.75,9432.53,77.04,0.82,9509.57,Signal Flip
131,5M_EMA_SAR_20_200,LONG,2026-02-19T21:55,1948.26,2026-02-19T22:20,1943.22,5,0.42,9509.57,-24.63,-0.26,9484.94,Signal Flip
132,5M_EMA_SAR_20_200,SHORT,2026-02-19T22:20,1943.22,2026-02-19T23:40,1950.59,16,1.33,9484.94,-36.01,-0.38,9448.93,Signal Flip
133,5M_EMA_SAR_20_200,LONG,2026-02-19T23:40,1950.59,2026-02-20T04:30,1936.96,58,4.83,9448.93,-66.04,-0.7,9382.89,Signal Flip
134,5M_EMA_SAR_20_200,SHORT,2026-02-20T04:30,1936.96,2026-02-20T05:50,1961.47,16,1.33,9382.89,-118.73,-1.27,9264.16,Signal Flip
135,5M_EMA_SAR_20_200,LONG,2026-02-20T05:50,1961.47,2026-02-20T11:55,1945.11,73,6.08,9264.16,-77.28,-0.83,9186.88,Signal Flip
136,5M_EMA_SAR_20_200,SHORT,2026-02-20T11:55,1945.11,2026-02-20T16:05,1968.17,50,4.17,9186.88,-108.95,-1.19,9077.93,Signal Flip
137,5M_EMA_SAR_20_200,LONG,2026-02-20T16:05,1968.17,2026-02-21T04:00,1958.05,143,11.92,9077.93,-46.69,-0.51,9031.24,Signal Flip
138,5M_EMA_SAR_20_200,SHORT,2026-02-21T04:00,1958.05,2026-02-21T06:05,1964.37,25,2.08,9031.24,-29.16,-0.32,9002.09,Signal Flip
139,5M_EMA_SAR_20_200,LONG,2026-02-21T06:05,1964.37,2026-02-21T07:05,1960.19,12,1.0,9002.09,-19.17,-0.21,8982.92,Signal Flip
140,5M_EMA_SAR_20_200,SHORT,2026-02-21T07:05,1960.19,2026-02-21T07:10,1964.21,1,0.08,8982.92,-18.43,-0.21,8964.49,Signal Flip
141,5M_EMA_SAR_20_200,LONG,2026-02-21T07:10,1964.21,2026-02-21T22:40,1973.51,186,15.5,8964.49,42.45,0.47,9006.94,Signal Flip
142,5M_EMA_SAR_20_200,SHORT,2026-02-21T22:40,1973.51,2026-02-22T10:40,1979.69,144,12.0,9006.94,-28.19,-0.31,8978.75,Signal Flip
143,5M_EMA_SAR_20_200,LONG,2026-02-22T10:40,1979.69,2026-02-22T12:40,1962.9,24,2.0,8978.75,-76.16,-0.85,8902.59,Signal Flip
144,5M_EMA_SAR_20_200,SHORT,2026-02-22T12:40,1962.9,2026-02-23T10:20,1925.47,260,21.67,8902.59,169.74,1.91,9072.34,Signal Flip
145,5M_EMA_SAR_20_200,LONG,2026-02-23T10:20,1925.47,2026-02-23T15:35,1904.23,63,5.25,9072.34,-100.1,-1.1,8972.23,Signal Flip
146,5M_EMA_SAR_20_200,SHORT,2026-02-23T15:35,1904.23,2026-02-24T15:55,1844.13,292,24.33,8972.23,283.16,3.16,9255.39,Signal Flip
147,5M_EMA_SAR_20_200,LONG,2026-02-24T15:55,1844.13,2026-02-26T15:20,2022.69,569,47.42,9255.39,896.15,9.68,10151.54,Signal Flip
148,5M_EMA_SAR_20_200,SHORT,2026-02-26T15:20,2022.69,2026-02-27T04:05,2054.25,153,12.75,10151.54,-158.39,-1.56,9993.15,Signal Flip
149,5M_EMA_SAR_20_200,LONG,2026-02-27T04:05,2054.25,2026-02-27T09:45,2018.91,68,5.67,9993.15,-171.9,-1.72,9821.25,Signal Flip
150,5M_EMA_SAR_20_200,SHORT,2026-02-27T09:45,2018.91,2026-02-28T16:25,1903.65,368,30.67,9821.25,560.69,5.71,10381.94,Signal Flip
151,5M_EMA_SAR_20_200,LONG,2026-02-28T16:25,1903.65,2026-03-01T13:30,1975.39,253,21.08,10381.94,391.25,3.77,10773.19,Signal Flip
152,5M_EMA_SAR_20_200,SHORT,2026-03-01T13:30,1975.39,2026-03-01T13:55,2018.73,5,0.42,10773.19,-236.35,-2.19,10536.85,Signal Flip
153,5M_EMA_SAR_20_200,LONG,2026-03-01T13:55,2018.73,2026-03-01T17:25,1964.37,42,3.5,10536.85,-283.74,-2.69,10253.1,Signal Flip
154,5M_EMA_SAR_20_200,SHORT,2026-03-01T17:25,1964.37,2026-03-02T01:55,1967.87,102,8.5,10253.1,-18.3,-0.18,10234.8,Signal Flip
155,5M_EMA_SAR_20_200,LONG,2026-03-02T01:55,1967.87,2026-03-02T02:10,1949.22,3,0.25,10234.8,-96.99,-0.95,10137.81,Signal Flip
156,5M_EMA_SAR_20_200,SHORT,2026-03-02T02:10,1949.22,2026-03-02T03:35,1972.76,17,1.42,10137.81,-122.38,-1.21,10015.43,Signal Flip
157,5M_EMA_SAR_20_200,LONG,2026-03-02T03:35,1972.76,2026-03-02T06:40,1946.72,37,3.08,10015.43,-132.2,-1.32,9883.23,Signal Flip
158,5M_EMA_SAR_20_200,SHORT,2026-03-02T06:40,1946.72,2026-03-02T15:05,1985.99,101,8.42,9883.23,-199.4,-2.02,9683.83,Signal Flip
159,5M_EMA_SAR_20_200,LONG,2026-03-02T15:05,1985.99,2026-03-03T03:30,2009.71,149,12.42,9683.83,115.67,1.19,9799.5,Signal Flip
160,5M_EMA_SAR_20_200,SHORT,2026-03-03T03:30,2009.71,2026-03-03T18:35,1993.74,181,15.08,9799.5,77.91,0.8,9877.41,Signal Flip
