trade_id,strategy,timeframe,direction,entry_time,entry_price,exit_time,exit_price,duration_bars,duration_hours,invested_usd,realized_pnl_usd,realized_pnl_pct,portfolio_after,exit_reason
24,EMA_SAR_50_200_30m,30m,SHORT,2026-03-30T23:30,2023.9,2026-03-31T02:00,2074.03,5,2.5,9363.04,-231.91,-2.48,9131.13,Signal Flip
25,EMA_SAR_50_200_30m,30m,LONG,2026-03-31T02:00,2074.03,2026-04-02T14:30,2037.46,121,60.5,9131.13,-160.98,-1.76,8970.15,Signal Flip
26,EMA_SAR_50_200_30m,30m,SHORT,2026-04-02T14:30,2037.46,2026-04-06T00:30,2124.19,164,82.0,8970.15,-381.84,-4.26,8588.31,Signal Flip
27,EMA_SAR_50_200_30m,30m,LONG,2026-04-06T00:30,2124.19,2026-04-13T00:00,2190.54,335,167.5,8588.31,268.27,3.12,8856.58,Signal Flip
28,EMA_SAR_50_200_30m,30m,SHORT,2026-04-13T00:00,2190.54,2026-04-13T20:00,2263.46,40,20.0,8856.58,-294.81,-3.33,8561.77,Signal Flip
29,EMA_SAR_50_200_30m,30m,LONG,2026-04-13T20:00,2263.46,2026-04-19T09:00,2317.53,266,133.0,8561.77,204.52,2.39,8766.29,Signal Flip
30,EMA_SAR_50_200_30m,30m,SHORT,2026-04-19T09:00,2317.53,2026-04-22T05:00,2365.0,136,68.0,8766.29,-179.56,-2.05,8586.73,Signal Flip
31,EMA_SAR_50_200_30m,30m,LONG,2026-04-22T05:00,2365.0,2026-04-23T18:30,2309.11,75,37.5,8586.73,-202.91,-2.36,8383.81,Signal Flip
32,EMA_SAR_50_200_30m,30m,SHORT,2026-04-23T18:30,2309.11,2026-04-26T15:30,2349.53,138,69.0,8383.81,-146.75,-1.75,8237.06,Signal Flip
33,EMA_SAR_50_200_30m,30m,LONG,2026-04-26T15:30,2349.53,2026-04-27T16:00,2273.93,49,24.5,8237.06,-265.05,-3.22,7972.02,Signal Flip
34,EMA_SAR_50_200_30m,30m,SHORT,2026-04-27T16:00,2273.93,2026-05-01T19:00,2305.92,198,99.0,7972.02,-112.15,-1.41,7859.86,Signal Flip
35,EMA_SAR_50_200_30m,30m,LONG,2026-05-01T19:00,2305.92,2026-05-07T06:30,2322.49,263,131.5,7859.86,56.47,0.72,7916.33,Signal Flip
36,EMA_SAR_50_200_30m,30m,SHORT,2026-05-07T06:30,2322.49,2026-05-10T04:00,2328.91,139,69.5,7916.33,-21.9,-0.28,7894.43,Signal Flip
37,EMA_SAR_50_200_30m,30m,LONG,2026-05-10T04:00,2328.91,2026-05-12T06:00,2308.97,100,50.0,7894.43,-67.59,-0.86,7826.84,Signal Flip
38,EMA_SAR_50_200_30m,30m,SHORT,2026-05-12T06:00,2308.97,2026-05-25T14:30,2128.82,641,320.5,7826.84,610.67,7.8,8437.51,Signal Flip
39,EMA_SAR_50_200_30m,30m,LONG,2026-05-25T14:30,2128.82,2026-05-26T04:00,2092.06,27,13.5,8437.51,-145.7,-1.73,8291.81,Signal Flip
40,EMA_SAR_50_200_30m,30m,SHORT,2026-05-26T04:00,2092.06,2026-05-26T14:00,2126.36,20,10.0,8291.81,-135.94,-1.64,8155.86,Signal Flip
41,EMA_SAR_50_200_30m,30m,LONG,2026-05-26T14:00,2126.36,2026-05-26T16:30,2081.43,5,2.5,8155.86,-172.35,-2.11,7983.52,Signal Flip
42,EMA_SAR_50_200_30m,30m,SHORT,2026-05-26T16:30,2081.43,2026-06-08T23:00,1704.06,637,318.5,7983.52,1447.43,18.13,9430.94,Signal Flip
43,EMA_SAR_50_200_30m,30m,LONG,2026-06-08T23:00,1704.06,2026-06-09T02:30,1664.53,7,3.5,9430.94,-218.8,-2.32,9212.14,Signal Flip
44,EMA_SAR_50_200_30m,30m,SHORT,2026-06-09T02:30,1664.53,2026-06-09T06:00,1689.09,7,3.5,9212.14,-135.96,-1.48,9076.18,Signal Flip
45,EMA_SAR_50_200_30m,30m,LONG,2026-06-09T06:00,1689.09,2026-06-09T13:30,1669.72,15,7.5,9076.18,-104.08,-1.15,8972.1,Signal Flip
46,EMA_SAR_50_200_30m,30m,SHORT,2026-06-09T13:30,1669.72,2026-06-11T22:00,1677.83,113,56.5,8972.1,-43.54,-0.49,8928.56,Signal Flip
47,EMA_SAR_50_200_30m,30m,LONG,2026-06-11T22:00,1677.83,2026-06-18T16:00,1681.39,324,162.0,8928.56,18.95,0.21,8947.5,Signal Flip
48,EMA_SAR_50_200_30m,30m,SHORT,2026-06-18T16:00,1681.39,2026-06-21T00:30,1738.24,113,56.5,8947.5,-302.53,-3.38,8644.98,Signal Flip
49,EMA_SAR_50_200_30m,30m,LONG,2026-06-21T00:30,1738.24,2026-06-21T23:30,1712.68,46,23.0,8644.98,-127.1,-1.47,8517.88,Signal Flip
50,EMA_SAR_50_200_30m,30m,SHORT,2026-06-21T23:30,1712.68,2026-06-22T02:00,1744.7,5,2.5,8517.88,-159.24,-1.87,8358.64,Signal Flip
51,EMA_SAR_50_200_30m,30m,LONG,2026-06-22T02:00,1744.7,2026-06-23T07:00,1691.45,58,29.0,8358.64,-255.1,-3.05,8103.53,Signal Flip
52,EMA_SAR_50_200_30m,30m,SHORT,2026-06-23T07:00,1691.45,2026-06-29T22:30,1618.7,319,159.5,8103.53,348.56,4.3,8452.09,Signal Flip
53,EMA_SAR_50_200_30m,30m,LONG,2026-06-29T22:30,1618.7,2026-06-30T09:30,1582.83,22,11.0,8452.09,-187.3,-2.22,8264.79,Signal Flip
54,EMA_SAR_50_200_30m,30m,SHORT,2026-06-30T09:30,1582.83,2026-06-30T23:30,1572.8,28,14.0,8264.79,52.38,0.63,8317.18,End of Period Settlement
