Strategy_Note,Logic,Fast_EMA,Slow_EMA,Y_Factor,Y_Value,X_Pct,Fixed_Add_USD,Max_Possible_Adds,Initial_Capital,Final_Equity,Total_Return_Pct,Max_Drawdown_Pct,Sharpe,Win_Rate_Pct,Profit_Factor,Total_Closed_Trades,Total_Series_Adds,Avg_Adds_Per_Trade,Base_Return_Pct,Alpha_vs_Base_Pct,Alpha_vs_BH_Pct,Pyramid_Added_Pct,M_Jan,M_Feb,M_Mar,M_Apr,M_May,M_Jun,M_Jul,M_Aug
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(7.0) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,7.0,15,1500.0,6,10000.0,13187.81,31.88,12.6,1.7,37.5,1.4,16,40,2.5,100.26,-68.38,50.56,-68.38,3.74,16.04,-5.59,-1.91,0.96,16.13,-6.08,7.75
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(7.0) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,7.0,20,2000.0,5,10000.0,13386.81,33.87,13.78,1.71,37.5,1.57,16,36,2.2,100.26,-66.39,52.55,-66.39,5.1,13.51,-6.15,-2.58,1.31,18.62,-6.64,9.85
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(7.0) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,7.0,25,2500.0,4,10000.0,13400.88,34.01,15.41,1.64,37.5,1.73,16,33,2.1,100.26,-66.25,52.69,-66.25,5.54,12.26,-6.92,-3.28,1.68,19.58,-6.57,11.15
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(7.0) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,7.0,30,3000.0,3,10000.0,13756.03,37.56,15.89,1.7,37.5,1.94,16,30,1.9,100.26,-62.7,56.24,-62.7,6.65,14.56,-8.05,-1.66,2.25,16.59,-5.66,11.19
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(7.0) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,7.0,50,5000.0,2,10000.0,14367.35,43.67,17.39,1.77,43.75,2.93,16,22,1.4,100.26,-56.59,62.35,-56.59,5.43,7.75,-6.3,-0.04,3.32,18.47,-4.56,16.28
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(10.0) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,10.0,5,500.0,20,10000.0,10339.96,3.4,15.48,0.33,31.25,0.42,16,63,3.9,100.26,-96.86,22.08,-96.86,0.95,8.69,-4.42,-0.09,0.14,5.68,-8.62,2.19
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(10.0) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,10.0,10,1000.0,10,10000.0,11723.21,17.23,14.18,1.02,37.5,0.88,16,45,2.8,100.26,-83.03,35.91,-83.03,1.89,13.32,-4.18,-0.17,0.27,10.95,-8.02,3.92
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(10.0) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,10.0,15,1500.0,6,10000.0,12804.12,28.04,11.57,1.56,37.5,1.41,16,35,2.2,100.26,-72.22,46.72,-72.22,2.84,15.18,-4.39,-0.25,0.4,13.03,-6.43,6.98
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(10.0) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,10.0,20,2000.0,5,10000.0,13280.35,32.8,12.34,1.76,37.5,1.67,16,31,1.9,100.26,-67.46,51.48,-67.46,3.78,14.27,-4.39,-0.34,0.53,15.39,-6.82,9.03
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(10.0) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,10.0,25,2500.0,4,10000.0,13644.46,36.44,11.91,1.91,37.5,1.93,16,28,1.8,100.26,-63.82,55.12,-63.82,5.45,12.7,-4.6,-0.42,0.66,16.63,-6.51,10.48
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(10.0) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,10.0,30,3000.0,3,10000.0,14021.23,40.21,12.36,1.97,37.5,2.12,16,26,1.6,100.26,-60.05,58.89,-60.05,6.53,15.09,-5.35,-0.5,0.77,15.39,-5.54,10.93
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_START_PCT(10.0) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_START_PCT,10.0,50,5000.0,2,10000.0,13170.05,31.7,18.29,1.52,37.5,2.84,16,21,1.3,100.26,-68.56,50.38,-68.56,4.5,7.82,-6.32,-0.91,0.83,9.26,-2.76,17.98
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(0.5) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,0.5,5,500.0,20,10000.0,12907.36,29.07,14.61,1.45,31.25,1.22,16,127,7.9,100.26,-71.19,47.75,-71.19,3.39,16.27,-7.99,-1.69,2.12,17.54,-6.92,6.59
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(0.5) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,0.5,10,1000.0,10,10000.0,14172.4,41.72,17.84,1.7,37.5,1.84,16,90,5.6,100.26,-58.54,60.4,-58.54,9.13,13.97,-9.22,-3.31,4.33,18.07,-5.38,11.93
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(0.5) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,0.5,15,1500.0,6,10000.0,15208.6,52.09,15.88,2.04,37.5,2.65,16,63,3.9,100.26,-48.17,70.77,-48.17,12.6,13.31,-7.43,-1.2,3.62,15.05,-3.38,13.75
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(0.5) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,0.5,20,2000.0,5,10000.0,15561.71,55.62,18.39,1.98,43.75,3.01,16,55,3.4,100.26,-44.64,74.3,-44.64,12.04,11.76,-7.56,-0.7,3.99,16.79,-3.18,15.89
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(0.5) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,0.5,25,2500.0,4,10000.0,15552.89,55.53,19.87,1.95,43.75,3.24,16,48,3.0,100.26,-44.73,74.21,-44.73,11.88,11.0,-8.01,-0.17,3.32,16.96,-2.85,17.04
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(0.5) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,0.5,30,3000.0,3,10000.0,15797.5,57.98,18.26,2.11,43.75,3.59,16,40,2.5,100.26,-42.28,76.66,-42.28,15.07,12.83,-6.63,0.27,1.61,14.46,-2.21,15.01
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(0.5) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,0.5,50,5000.0,2,10000.0,15164.38,51.64,22.38,1.84,43.75,4.11,16,28,1.8,100.26,-48.62,70.32,-48.62,8.36,7.54,-5.4,0.91,1.27,17.51,-2.4,18.33
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(1.0) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,1.0,5,500.0,20,10000.0,12333.6,23.34,12.95,1.29,37.5,1.04,16,98,6.1,100.26,-76.92,42.02,-76.92,3.05,14.64,-6.24,-0.99,1.55,14.19,-7.47,5.06
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(1.0) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,1.0,10,1000.0,10,10000.0,13623.21,36.23,15.79,1.66,37.5,1.54,16,77,4.8,100.26,-64.03,54.91,-64.03,6.25,14.67,-8.54,-1.97,3.12,18.23,-6.55,9.91
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(1.0) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,1.0,15,1500.0,6,10000.0,14618.08,46.18,15.05,1.93,37.5,2.17,16,57,3.6,100.26,-54.08,64.86,-54.08,9.84,13.88,-7.08,-1.74,3.72,15.46,-4.57,12.47
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(1.0) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,1.0,20,2000.0,5,10000.0,15189.69,51.9,17.08,1.97,37.5,2.53,16,49,3.1,100.26,-48.36,70.58,-48.36,9.64,12.2,-6.88,-1.27,4.23,17.13,-4.29,15.53
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(1.0) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,1.0,25,2500.0,4,10000.0,15545.43,55.45,17.57,2.03,43.75,2.99,16,42,2.6,100.26,-44.81,74.13,-44.81,10.57,11.21,-6.07,-0.4,4.06,16.7,-3.62,16.09
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(1.0) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,1.0,30,3000.0,3,10000.0,15971.61,59.72,16.57,2.21,43.75,3.35,16,36,2.2,100.26,-40.54,78.4,-40.54,14.12,13.03,-5.98,0.35,2.69,14.27,-2.37,15.16
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(1.0) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,1.0,50,5000.0,2,10000.0,13757.21,37.57,22.93,1.52,43.75,3.67,16,27,1.7,100.26,-62.69,56.25,-62.69,8.23,7.55,-6.5,0.91,-4.32,9.32,0.88,19.46
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(1.5) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,1.5,5,500.0,20,10000.0,11583.02,15.83,13.2,0.97,37.5,0.82,16,89,5.6,100.26,-84.43,34.51,-84.43,2.13,11.19,-5.83,-1.02,1.25,12.54,-7.58,4.16
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(1.5) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,1.5,10,1000.0,10,10000.0,13250.01,32.5,14.28,1.57,37.5,1.36,16,71,4.4,100.26,-67.76,51.18,-67.76,4.54,15.32,-7.46,-1.96,2.42,18.16,-6.53,7.51
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(1.5) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,1.5,15,1500.0,6,10000.0,14115.14,41.15,14.98,1.79,37.5,1.9,16,55,3.4,100.26,-59.11,59.83,-59.11,8.83,14.1,-7.92,-1.77,3.53,15.96,-4.86,10.49
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(1.5) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,1.5,20,2000.0,5,10000.0,14602.04,46.02,15.93,1.83,37.5,2.22,16,47,2.9,100.26,-54.24,64.7,-54.24,8.99,12.31,-7.7,-1.3,4.18,17.61,-4.62,12.6
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(1.5) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,1.5,25,2500.0,4,10000.0,15072.27,50.72,16.15,1.94,43.75,2.62,16,40,2.5,100.26,-49.54,69.4,-49.54,9.74,11.33,-7.11,-0.42,4.08,17.26,-3.95,14.38
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(1.5) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,1.5,30,3000.0,3,10000.0,15620.64,56.21,14.88,2.15,43.75,3.03,16,34,2.1,100.26,-44.05,74.89,-44.05,13.12,13.19,-6.04,0.34,3.28,14.47,-2.65,13.0
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(1.5) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,1.5,50,5000.0,2,10000.0,14982.89,49.83,20.79,1.8,43.75,3.51,16,26,1.6,100.26,-50.43,68.51,-50.43,7.64,7.59,-6.38,0.96,2.48,17.73,-2.36,17.11
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(2.0) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,2.0,5,500.0,20,10000.0,11297.18,12.97,10.26,0.97,37.5,0.85,16,68,4.2,100.26,-87.29,31.65,-87.29,1.65,9.28,-4.93,-0.71,1.05,8.95,-5.4,3.62
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(2.0) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,2.0,10,1000.0,10,10000.0,12917.56,29.18,12.37,1.52,37.5,1.28,16,58,3.6,100.26,-71.08,47.86,-71.08,3.31,15.54,-6.32,-1.35,2.01,16.23,-6.97,6.52
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(2.0) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,2.0,15,1500.0,6,10000.0,13603.93,36.04,14.57,1.7,37.5,1.67,16,49,3.1,100.26,-64.22,54.72,-64.22,5.68,14.9,-7.76,-2.02,3.03,16.71,-5.84,9.99
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(2.0) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,2.0,20,2000.0,5,10000.0,13878.05,38.78,16.62,1.64,37.5,1.89,16,44,2.8,100.26,-61.48,57.46,-61.48,7.2,12.64,-9.15,-2.75,4.37,18.61,-6.4,12.86
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(2.0) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,2.0,25,2500.0,4,10000.0,14534.75,45.35,16.18,1.82,37.5,2.32,16,37,2.3,100.26,-54.91,64.03,-54.91,8.16,11.63,-8.18,-1.5,5.05,17.8,-5.14,14.01
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(2.0) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,2.0,30,3000.0,3,10000.0,15473.82,54.74,14.61,2.14,43.75,2.86,16,31,1.9,100.26,-45.52,73.42,-45.52,11.85,13.49,-7.24,-0.3,4.19,14.89,-3.37,14.55
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(2.0) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,2.0,50,5000.0,2,10000.0,15526.73,55.27,18.55,1.98,43.75,3.73,16,23,1.4,100.26,-44.99,73.95,-44.99,7.5,7.6,-6.39,0.96,5.12,17.31,-2.46,19.02
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(3.0) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,3.0,5,500.0,20,10000.0,11057.52,10.58,8.26,0.99,37.5,0.91,16,57,3.6,100.26,-89.68,29.26,-89.68,1.73,6.98,-3.56,-0.72,0.81,6.99,-4.58,3.26
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(3.0) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,3.0,10,1000.0,10,10000.0,12379.31,23.79,13.22,1.31,37.5,1.1,16,54,3.4,100.26,-76.47,42.47,-76.47,3.46,14.15,-5.68,-1.37,1.54,13.2,-7.24,5.97
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(3.0) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,3.0,15,1500.0,6,10000.0,13432.77,34.33,13.62,1.71,37.5,1.58,16,45,2.8,100.26,-65.93,53.01,-65.93,5.19,15.49,-6.64,-2.01,2.28,15.35,-5.57,8.88
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(3.0) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,3.0,20,2000.0,5,10000.0,13756.57,37.57,15.18,1.7,37.5,1.8,16,41,2.6,100.26,-62.69,56.25,-62.69,6.82,12.91,-7.58,-2.73,3.12,18.03,-5.91,11.3
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(3.0) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,3.0,25,2500.0,4,10000.0,13947.84,39.48,16.46,1.64,37.5,2.05,16,37,2.3,100.26,-60.78,58.16,-60.78,6.65,11.85,-8.79,-1.6,3.95,18.61,-5.59,12.56
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(3.0) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,3.0,30,3000.0,3,10000.0,15021.27,50.21,14.45,2.03,43.75,2.61,16,31,1.9,100.26,-50.05,68.89,-50.05,10.59,13.71,-7.32,-0.31,4.04,15.11,-3.69,12.68
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(3.0) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,3.0,50,5000.0,2,10000.0,14948.52,49.49,18.61,1.83,43.75,3.44,16,23,1.4,100.26,-50.77,68.17,-50.77,7.03,7.64,-6.41,0.96,4.76,17.52,-2.78,15.64
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(5.0) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,5.0,5,500.0,20,10000.0,10773.0,7.73,5.47,1.01,37.5,1.11,16,41,2.6,100.26,-92.53,26.41,-92.53,1.13,4.7,-2.37,-0.11,0.39,4.8,-3.05,2.38
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(5.0) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,5.0,10,1000.0,10,10000.0,11546.0,15.46,10.07,1.08,37.5,1.11,16,41,2.6,100.26,-84.8,34.14,-84.8,2.26,9.3,-4.49,-0.22,0.75,9.29,-5.66,4.54
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(5.0) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,5.0,15,1500.0,6,10000.0,12653.79,26.54,11.55,1.47,37.5,1.44,16,38,2.4,100.26,-73.72,45.22,-73.72,3.4,14.24,-5.07,-0.31,1.07,12.93,-6.49,6.32
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(5.0) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,5.0,20,2000.0,5,10000.0,13313.96,33.14,11.95,1.69,37.5,1.73,16,35,2.2,100.26,-67.12,51.82,-67.12,4.53,13.84,-5.22,-0.41,1.42,16.19,-6.68,8.14
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(5.0) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,5.0,25,2500.0,4,10000.0,13730.56,37.31,11.78,1.78,37.5,2.04,16,32,2.0,100.26,-62.95,55.99,-62.95,6.14,12.27,-5.64,-0.52,1.78,17.66,-6.35,9.89
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(5.0) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,5.0,30,3000.0,3,10000.0,14131.69,41.32,13.66,1.8,37.5,2.24,16,30,1.9,100.26,-58.94,60.0,-58.94,7.37,14.55,-6.56,-0.61,2.09,16.09,-5.44,10.86
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(5.0) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,5.0,50,5000.0,2,10000.0,14817.05,48.17,16.01,1.85,43.75,3.37,16,22,1.4,100.26,-52.09,66.85,-52.09,6.47,7.68,-4.68,1.27,3.15,17.8,-4.21,15.71
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(7.0) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,7.0,5,500.0,20,10000.0,10757.61,7.58,4.0,1.3,43.75,1.51,16,32,2.0,100.26,-92.68,26.26,-92.68,1.33,3.64,-1.71,-0.0,0.32,3.65,-1.96,2.31
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(7.0) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,7.0,10,1000.0,10,10000.0,11515.21,15.15,7.52,1.35,43.75,1.51,16,32,2.0,100.26,-85.11,33.83,-85.11,2.66,7.19,-3.27,-0.01,0.62,7.05,-3.67,4.4
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(7.0) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,7.0,15,1500.0,6,10000.0,12272.82,22.73,10.63,1.4,43.75,1.51,16,32,2.0,100.26,-77.53,41.41,-77.53,4.0,10.65,-4.69,-0.01,0.91,10.24,-5.18,6.31
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(7.0) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,7.0,20,2000.0,5,10000.0,13103.08,31.03,12.67,1.71,43.75,1.81,16,30,1.9,100.26,-69.23,49.71,-69.23,5.33,12.88,-4.39,-0.01,1.17,13.15,-6.49,8.0
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(7.0) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,7.0,25,2500.0,4,10000.0,13854.5,38.55,11.67,2.02,43.75,2.13,16,28,1.8,100.26,-61.72,57.23,-61.72,6.66,12.42,-4.55,-0.02,1.45,15.88,-5.74,9.6
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(7.0) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,7.0,30,3000.0,3,10000.0,14449.64,44.5,11.76,2.13,43.75,2.39,16,26,1.6,100.26,-55.76,63.18,-55.76,7.99,14.72,-5.28,-0.02,1.7,14.74,-4.61,11.02
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(7.0) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,7.0,50,5000.0,2,10000.0,14365.81,43.66,17.39,1.77,43.75,2.93,16,22,1.4,100.26,-56.6,62.34,-56.6,5.43,7.75,-6.3,-0.04,3.12,18.55,-4.45,16.28
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(10.0) X=5%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,10.0,5,500.0,20,10000.0,10501.4,5.01,3.75,1.02,37.5,1.17,16,30,1.9,100.26,-95.25,23.69,-95.25,0.78,2.81,-1.59,-0.09,0.15,2.64,-1.74,2.13
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(10.0) X=10%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,10.0,10,1000.0,10,10000.0,11002.8,10.03,7.14,1.07,37.5,1.17,16,30,1.9,100.26,-90.23,28.71,-90.23,1.56,5.58,-3.07,-0.18,0.29,5.19,-3.34,4.15
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(10.0) X=15%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,10.0,15,1500.0,6,10000.0,11504.2,15.04,10.23,1.11,37.5,1.17,16,30,1.9,100.26,-85.22,33.72,-85.22,2.35,8.3,-4.45,-0.27,0.42,7.64,-4.8,6.06
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(10.0) X=20%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,10.0,20,2000.0,5,10000.0,12208.27,22.08,11.17,1.36,37.5,1.37,16,29,1.8,100.26,-78.18,40.76,-78.18,3.13,11.93,-4.78,-0.35,0.54,9.81,-6.05,7.73
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(10.0) X=25%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,10.0,25,2500.0,4,10000.0,12708.46,27.08,13.39,1.48,37.5,1.56,16,28,1.8,100.26,-73.18,45.76,-73.18,3.91,13.19,-4.86,-0.43,0.67,12.05,-7.28,9.43
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(10.0) X=30%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,10.0,30,3000.0,3,10000.0,13695.09,36.95,12.82,1.81,37.5,1.97,16,26,1.6,100.26,-63.31,55.63,-63.31,4.69,15.71,-5.66,-0.5,0.79,13.95,-5.77,11.7
"[EMA_CROSS_SAR] EMA(199,234.0) | Y=PROFIT_FROM_LAST_PCT(10.0) X=50%",EMA_CROSS_SAR,199,234.0,PROFIT_FROM_LAST_PCT,10.0,50,5000.0,2,10000.0,13156.81,31.57,18.31,1.51,37.5,2.81,16,21,1.3,100.26,-68.69,50.25,-68.69,4.5,7.82,-6.66,-0.91,0.83,9.3,-2.59,18.05
"[EMA_CROSS_SAR] EMA(205,227.0) | Y=BARS_ELAPSED(1) X=5%",EMA_CROSS_SAR,205,227.0,BARS_ELAPSED,1.0,5,500.0,20,10000.0,17021.52,70.22,16.53,2.31,44.44,4.15,18,268,14.9,100.08,-29.86,88.9,-29.86,16.06,13.42,-7.84,4.63,2.73,14.92,-1.68,16.36
"[EMA_CROSS_SAR] EMA(205,227.0) | Y=BARS_ELAPSED(1) X=10%",EMA_CROSS_SAR,205,227.0,BARS_ELAPSED,1.0,10,1000.0,10,10000.0,17012.93,70.13,16.35,2.3,44.44,4.42,18,138,7.7,100.08,-29.95,88.81,-29.95,15.09,12.88,-6.62,4.1,2.33,15.12,-1.34,16.74
