Logic,Fast_EMA,Slow_EMA,Y_Factor,Y_Value,X_Pct,Initial_Capital,Final_Equity,Total_Return_Pct,Max_Drawdown_Pct,Sharpe,Win_Rate_Pct,Profit_Factor,Total_Trades_Closed,Total_Series_Adds,M_Jan,M_Feb,M_Mar,M_Apr,M_May,M_Jun,M_Jul,M_Aug
EMA_CROSS_SAR,209,223,PROFIT_FROM_LAST_PCT,10.0,50,10000.0,15093.72,50.94,15.83,1.99,43.75,2.7,16,29,8.44,14.08,-6.0,0.3,0.92,15.86,-4.84,16.94
EMA_CROSS_SAR,209,223,PROFIT_FROM_LAST_PCT,10.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,BARS_ELAPSED,1.0,5,10000.0,17511.29,75.11,22.0,2.16,43.75,3.89,16,1516,15.53,13.92,-8.41,3.64,2.4,17.38,-1.06,18.84
EMA_CROSS_SAR,208,224,BARS_ELAPSED,1.0,10,10000.0,18215.16,82.15,21.09,2.25,43.75,4.11,16,897,16.52,13.96,-8.46,4.59,2.07,17.32,-0.75,21.58
EMA_CROSS_SAR,208,224,BARS_ELAPSED,1.0,15,10000.0,18466.79,84.67,20.77,2.28,43.75,4.27,16,619,16.75,13.99,-7.91,4.71,1.86,17.32,-0.58,22.15
EMA_CROSS_SAR,208,224,BARS_ELAPSED,1.0,20,10000.0,18593.05,85.93,20.78,2.29,43.75,4.38,16,471,16.85,14.0,-7.38,4.61,1.66,17.34,-0.5,22.4
EMA_CROSS_SAR,208,224,BARS_ELAPSED,1.0,25,10000.0,18677.3,86.77,20.86,2.3,43.75,4.47,16,380,16.92,13.99,-6.94,4.48,1.48,17.36,-0.46,22.6
EMA_CROSS_SAR,208,224,BARS_ELAPSED,1.0,30,10000.0,18744.14,87.44,20.97,2.31,43.75,4.54,16,317,17.0,13.98,-6.57,4.36,1.33,17.37,-0.45,22.78
EMA_CROSS_SAR,208,224,BARS_ELAPSED,1.0,50,10000.0,18933.7,89.34,21.41,2.34,43.75,4.8,16,177,17.25,13.94,-5.5,3.97,0.98,17.4,-0.49,23.33
EMA_CROSS_SAR,208,224,BARS_ELAPSED,1.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,BARS_ELAPSED,2.0,5,10000.0,16674.23,66.74,22.1,2.05,43.75,3.83,16,1263,13.89,13.99,-6.98,2.21,2.85,17.64,-1.3,14.02
EMA_CROSS_SAR,208,224,BARS_ELAPSED,2.0,10,10000.0,17538.88,75.39,22.18,2.16,43.75,3.89,16,807,15.6,13.95,-8.41,3.57,2.28,17.4,-1.03,19.09
EMA_CROSS_SAR,208,224,BARS_ELAPSED,2.0,15,10000.0,17988.86,79.89,21.68,2.21,43.75,4.02,16,612,16.29,13.96,-8.58,4.17,2.08,17.35,-0.84,21.01
EMA_CROSS_SAR,208,224,BARS_ELAPSED,2.0,20,10000.0,18240.23,82.4,21.3,2.25,43.75,4.13,16,468,16.61,13.97,-8.38,4.41,1.95,17.34,-0.69,21.78
EMA_CROSS_SAR,208,224,BARS_ELAPSED,2.0,25,10000.0,18390.63,83.91,21.12,2.26,43.75,4.22,16,377,16.79,13.98,-8.07,4.45,1.84,17.34,-0.58,22.14
EMA_CROSS_SAR,208,224,BARS_ELAPSED,2.0,30,10000.0,18490.96,84.91,21.11,2.28,43.75,4.29,16,312,16.9,13.99,-7.74,4.4,1.72,17.34,-0.51,22.37
EMA_CROSS_SAR,208,224,BARS_ELAPSED,2.0,50,10000.0,18731.11,87.31,21.4,2.31,43.75,4.55,16,174,17.2,13.96,-6.57,3.95,1.29,17.38,-0.41,23.01
EMA_CROSS_SAR,208,224,BARS_ELAPSED,2.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,BARS_ELAPSED,4.0,5,10000.0,15704.73,57.05,20.84,1.93,50.0,3.67,16,1010,11.56,14.06,-5.36,0.49,3.44,18.14,-1.81,8.91
EMA_CROSS_SAR,208,224,BARS_ELAPSED,4.0,10,10000.0,16761.66,67.62,22.07,2.06,43.75,3.86,16,670,14.14,13.98,-6.82,2.25,2.84,17.63,-1.33,14.19
EMA_CROSS_SAR,208,224,BARS_ELAPSED,4.0,15,10000.0,17315.14,73.15,22.26,2.13,43.75,3.91,16,521,15.28,13.94,-7.67,3.07,2.48,17.46,-1.17,17.41
EMA_CROSS_SAR,208,224,BARS_ELAPSED,4.0,20,10000.0,17709.78,77.1,22.08,2.18,43.75,3.99,16,420,15.99,13.92,-7.98,3.57,2.28,17.39,-1.05,19.36
EMA_CROSS_SAR,208,224,BARS_ELAPSED,4.0,25,10000.0,17999.62,80.0,21.82,2.22,43.75,4.08,16,358,16.45,13.91,-8.0,3.89,2.16,17.36,-0.94,20.55
EMA_CROSS_SAR,208,224,BARS_ELAPSED,4.0,30,10000.0,18212.82,82.13,21.59,2.25,43.75,4.18,16,309,16.75,13.91,-7.86,4.08,2.06,17.35,-0.85,21.28
EMA_CROSS_SAR,208,224,BARS_ELAPSED,4.0,50,10000.0,18662.27,86.62,21.35,2.3,43.75,4.5,16,173,17.28,13.92,-6.84,4.11,1.67,17.36,-0.62,22.5
EMA_CROSS_SAR,208,224,BARS_ELAPSED,4.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,BARS_ELAPSED,6.0,5,10000.0,14893.35,48.93,19.75,1.8,50.0,3.39,16,808,9.41,13.82,-5.12,-0.55,3.51,18.4,-2.46,6.67
EMA_CROSS_SAR,208,224,BARS_ELAPSED,6.0,10,10000.0,16198.28,61.98,21.66,1.99,50.0,3.77,16,583,12.74,14.08,-5.95,1.32,3.04,17.88,-1.53,11.32
EMA_CROSS_SAR,208,224,BARS_ELAPSED,6.0,15,10000.0,16778.63,67.79,22.31,2.06,43.75,3.82,16,458,14.06,14.03,-6.89,2.28,2.57,17.62,-1.31,14.7
EMA_CROSS_SAR,208,224,BARS_ELAPSED,6.0,20,10000.0,17179.41,71.79,22.51,2.11,43.75,3.86,16,382,14.86,14.01,-7.46,2.84,2.23,17.5,-1.2,17.12
EMA_CROSS_SAR,208,224,BARS_ELAPSED,6.0,25,10000.0,17497.05,74.97,22.48,2.15,43.75,3.92,16,325,15.41,14.0,-7.73,3.22,2.0,17.44,-1.1,18.84
EMA_CROSS_SAR,208,224,BARS_ELAPSED,6.0,30,10000.0,17754.26,77.54,22.35,2.18,43.75,4.0,16,280,15.82,14.0,-7.8,3.49,1.83,17.42,-1.02,20.07
EMA_CROSS_SAR,208,224,BARS_ELAPSED,6.0,50,10000.0,18393.76,83.94,21.85,2.26,43.75,4.33,16,172,16.69,14.01,-7.14,3.87,1.42,17.4,-0.76,22.35
EMA_CROSS_SAR,208,224,BARS_ELAPSED,6.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,BARS_ELAPSED,12.0,5,10000.0,13265.14,32.65,16.53,1.48,37.5,2.57,16,477,5.57,11.99,-5.33,-1.8,3.31,17.79,-4.14,3.95
EMA_CROSS_SAR,208,224,BARS_ELAPSED,12.0,10,10000.0,15031.34,50.31,20.07,1.83,50.0,3.44,16,420,9.79,13.85,-5.16,-0.63,3.64,18.35,-2.25,7.1
EMA_CROSS_SAR,208,224,BARS_ELAPSED,12.0,15,10000.0,15894.76,58.95,21.38,1.95,50.0,3.71,16,364,12.01,14.09,-5.46,0.44,3.38,18.05,-1.58,9.83
EMA_CROSS_SAR,208,224,BARS_ELAPSED,12.0,20,10000.0,16399.09,63.99,22.09,2.02,50.0,3.83,16,305,13.25,14.07,-5.94,1.19,3.05,17.8,-1.31,12.18
EMA_CROSS_SAR,208,224,BARS_ELAPSED,12.0,25,10000.0,16757.09,67.57,22.53,2.06,50.0,3.9,16,264,14.06,14.04,-6.4,1.71,2.73,17.65,-1.17,14.18
EMA_CROSS_SAR,208,224,BARS_ELAPSED,12.0,30,10000.0,17047.25,70.47,22.79,2.1,43.75,3.94,16,234,14.66,14.01,-6.73,2.09,2.45,17.55,-1.07,15.88
EMA_CROSS_SAR,208,224,BARS_ELAPSED,12.0,50,10000.0,17923.61,79.24,22.88,2.21,43.75,4.18,16,155,16.17,13.98,-6.96,2.93,1.73,17.41,-0.83,20.34
EMA_CROSS_SAR,208,224,BARS_ELAPSED,12.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,BARS_ELAPSED,24.0,5,10000.0,11838.6,18.39,12.51,1.12,37.5,1.86,16,244,3.13,8.66,-5.08,-1.71,2.34,14.86,-5.7,2.49
EMA_CROSS_SAR,208,224,BARS_ELAPSED,24.0,10,10000.0,13484.36,34.84,16.86,1.54,37.5,2.68,16,244,6.39,12.05,-5.31,-1.6,3.19,17.84,-4.15,4.65
EMA_CROSS_SAR,208,224,BARS_ELAPSED,24.0,15,10000.0,14619.67,46.2,19.19,1.77,43.75,3.28,16,237,9.04,13.35,-5.12,-0.98,3.38,18.35,-2.99,6.67
EMA_CROSS_SAR,208,224,BARS_ELAPSED,24.0,20,10000.0,15397.42,53.97,20.46,1.9,50.0,3.6,16,217,10.98,13.82,-5.04,-0.28,3.27,18.29,-2.33,8.57
EMA_CROSS_SAR,208,224,BARS_ELAPSED,24.0,25,10000.0,15949.67,59.5,21.25,1.98,50.0,3.78,16,202,12.35,13.95,-5.11,0.35,3.05,18.11,-1.95,10.37
EMA_CROSS_SAR,208,224,BARS_ELAPSED,24.0,30,10000.0,16363.95,63.64,21.78,2.04,50.0,3.9,16,186,13.34,13.97,-5.25,0.88,2.78,17.95,-1.73,12.04
EMA_CROSS_SAR,208,224,BARS_ELAPSED,24.0,50,10000.0,17449.03,74.49,22.79,2.17,43.75,4.2,16,128,15.55,13.88,-5.84,2.21,1.78,17.59,-1.32,17.59
EMA_CROSS_SAR,208,224,BARS_ELAPSED,24.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,BARS_ELAPSED,48.0,5,10000.0,10987.0,9.87,9.14,0.87,37.5,1.49,16,128,1.84,5.3,-3.67,-1.16,1.5,10.62,-5.2,1.31
EMA_CROSS_SAR,208,224,BARS_ELAPSED,48.0,10,10000.0,12111.95,21.12,12.13,1.23,37.5,2.02,16,128,3.81,8.7,-4.6,-1.53,2.46,15.13,-5.23,2.56
EMA_CROSS_SAR,208,224,BARS_ELAPSED,48.0,15,10000.0,13126.38,31.26,15.02,1.49,37.5,2.55,16,128,5.73,10.85,-4.67,-1.46,3.04,17.09,-4.35,3.78
EMA_CROSS_SAR,208,224,BARS_ELAPSED,48.0,20,10000.0,13982.8,39.83,16.96,1.67,43.75,3.03,16,128,7.51,12.18,-4.5,-1.17,3.35,17.9,-3.48,5.0
EMA_CROSS_SAR,208,224,BARS_ELAPSED,48.0,25,10000.0,14690.7,46.91,18.29,1.8,50.0,3.39,16,128,9.07,12.99,-4.3,-0.77,3.48,18.19,-2.8,6.21
EMA_CROSS_SAR,208,224,BARS_ELAPSED,48.0,30,10000.0,15273.49,52.73,19.24,1.9,50.0,3.64,16,124,10.41,13.47,-4.14,-0.36,3.49,18.23,-2.29,7.44
EMA_CROSS_SAR,208,224,BARS_ELAPSED,48.0,50,10000.0,16798.91,67.99,21.26,2.11,50.0,4.2,16,102,13.86,14.01,-4.05,1.08,2.92,17.81,-1.33,12.38
EMA_CROSS_SAR,208,224,BARS_ELAPSED,48.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,BARS_ELAPSED,72.0,5,10000.0,10678.86,6.79,7.21,0.77,43.75,1.51,16,88,1.21,4.07,-3.23,-0.61,1.0,8.16,-4.67,1.38
EMA_CROSS_SAR,208,224,BARS_ELAPSED,72.0,10,10000.0,11486.0,14.86,10.78,1.06,43.75,1.87,16,88,2.56,7.01,-4.68,-0.88,1.71,12.75,-5.7,2.73
EMA_CROSS_SAR,208,224,BARS_ELAPSED,72.0,15,10000.0,12301.84,23.02,12.58,1.29,43.75,2.24,16,88,3.99,9.13,-5.26,-0.92,2.19,15.34,-5.47,4.03
EMA_CROSS_SAR,208,224,BARS_ELAPSED,72.0,20,10000.0,13075.09,30.75,14.45,1.48,43.75,2.63,16,88,5.43,10.65,-5.41,-0.79,2.5,16.81,-4.86,5.31
EMA_CROSS_SAR,208,224,BARS_ELAPSED,72.0,25,10000.0,13786.08,37.86,16.11,1.63,50.0,2.98,16,88,6.84,11.74,-5.35,-0.55,2.66,17.62,-4.19,6.56
EMA_CROSS_SAR,208,224,BARS_ELAPSED,72.0,30,10000.0,14429.86,44.3,17.38,1.76,50.0,3.3,16,88,8.18,12.52,-5.19,-0.25,2.72,18.04,-3.57,7.8
EMA_CROSS_SAR,208,224,BARS_ELAPSED,72.0,50,10000.0,16400.81,64.01,20.24,2.08,50.0,4.21,16,81,12.52,13.81,-4.51,1.1,2.38,18.17,-1.97,12.64
EMA_CROSS_SAR,208,224,BARS_ELAPSED,72.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,BARS_ELAPSED,168.0,5,10000.0,10425.89,4.26,4.38,0.85,37.5,1.83,16,44,1.03,2.06,-1.91,-0.32,0.35,4.54,-2.59,1.29
EMA_CROSS_SAR,208,224,BARS_ELAPSED,168.0,10,10000.0,10913.49,9.13,7.53,1.04,37.5,2.0,16,44,2.07,3.91,-3.23,-0.55,0.65,8.06,-4.0,2.56
EMA_CROSS_SAR,208,224,BARS_ELAPSED,168.0,15,10000.0,11440.99,14.41,9.82,1.2,43.75,2.18,16,44,3.13,5.55,-4.12,-0.71,0.91,10.79,-4.65,3.82
EMA_CROSS_SAR,208,224,BARS_ELAPSED,168.0,20,10000.0,11991.8,19.92,11.48,1.36,43.75,2.36,16,44,4.2,6.99,-4.69,-0.8,1.11,12.88,-4.84,5.06
EMA_CROSS_SAR,208,224,BARS_ELAPSED,168.0,25,10000.0,12553.31,25.53,12.68,1.49,43.75,2.55,16,44,5.28,8.25,-5.03,-0.83,1.28,14.46,-4.75,6.29
EMA_CROSS_SAR,208,224,BARS_ELAPSED,168.0,30,10000.0,13116.02,31.16,13.57,1.62,43.75,2.76,16,44,6.36,9.33,-5.2,-0.8,1.4,15.64,-4.49,7.51
EMA_CROSS_SAR,208,224,BARS_ELAPSED,168.0,50,10000.0,15261.79,52.62,17.99,2.0,43.75,3.59,16,44,10.62,12.23,-5.0,-0.23,1.58,17.85,-3.01,12.31
EMA_CROSS_SAR,208,224,BARS_ELAPSED,168.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,1.0,5,10000.0,17511.29,75.11,22.0,2.16,43.75,3.89,16,1516,15.53,13.92,-8.41,3.64,2.4,17.38,-1.06,18.84
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,1.0,10,10000.0,18215.16,82.15,21.09,2.25,43.75,4.11,16,897,16.52,13.96,-8.46,4.59,2.07,17.32,-0.75,21.58
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,1.0,15,10000.0,18466.79,84.67,20.77,2.28,43.75,4.27,16,619,16.75,13.99,-7.91,4.71,1.86,17.32,-0.58,22.15
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,1.0,20,10000.0,18593.05,85.93,20.78,2.29,43.75,4.38,16,471,16.85,14.0,-7.38,4.61,1.66,17.34,-0.5,22.4
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,1.0,25,10000.0,18677.3,86.77,20.86,2.3,43.75,4.47,16,380,16.92,13.99,-6.94,4.48,1.48,17.36,-0.46,22.6
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,1.0,30,10000.0,18744.14,87.44,20.97,2.31,43.75,4.54,16,317,17.0,13.98,-6.57,4.36,1.33,17.37,-0.45,22.78
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,1.0,50,10000.0,18933.7,89.34,21.41,2.34,43.75,4.8,16,177,17.25,13.94,-5.5,3.97,0.98,17.4,-0.49,23.33
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,1.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,2.0,5,10000.0,16674.23,66.74,22.1,2.05,43.75,3.83,16,1263,13.89,13.99,-6.98,2.21,2.85,17.64,-1.3,14.02
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,2.0,10,10000.0,17538.88,75.39,22.18,2.16,43.75,3.89,16,807,15.6,13.95,-8.41,3.57,2.28,17.4,-1.03,19.09
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,2.0,15,10000.0,17988.86,79.89,21.68,2.21,43.75,4.02,16,612,16.29,13.96,-8.58,4.17,2.08,17.35,-0.84,21.01
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,2.0,20,10000.0,18240.23,82.4,21.3,2.25,43.75,4.13,16,468,16.61,13.97,-8.38,4.41,1.95,17.34,-0.69,21.78
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,2.0,25,10000.0,18390.63,83.91,21.12,2.26,43.75,4.22,16,377,16.79,13.98,-8.07,4.45,1.84,17.34,-0.58,22.14
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,2.0,30,10000.0,18490.96,84.91,21.11,2.28,43.75,4.29,16,312,16.9,13.99,-7.74,4.4,1.72,17.34,-0.51,22.37
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,2.0,50,10000.0,18731.11,87.31,21.4,2.31,43.75,4.55,16,174,17.2,13.96,-6.57,3.95,1.29,17.38,-0.41,23.01
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,2.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,4.0,5,10000.0,15704.73,57.05,20.84,1.93,50.0,3.67,16,1010,11.56,14.06,-5.36,0.49,3.44,18.14,-1.81,8.91
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,4.0,10,10000.0,16761.66,67.62,22.07,2.06,43.75,3.86,16,670,14.14,13.98,-6.82,2.25,2.84,17.63,-1.33,14.19
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,4.0,15,10000.0,17315.14,73.15,22.26,2.13,43.75,3.91,16,521,15.28,13.94,-7.67,3.07,2.48,17.46,-1.17,17.41
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,4.0,20,10000.0,17709.78,77.1,22.08,2.18,43.75,3.99,16,420,15.99,13.92,-7.98,3.57,2.28,17.39,-1.05,19.36
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,4.0,25,10000.0,17999.62,80.0,21.82,2.22,43.75,4.08,16,358,16.45,13.91,-8.0,3.89,2.16,17.36,-0.94,20.55
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,4.0,30,10000.0,18212.82,82.13,21.59,2.25,43.75,4.18,16,309,16.75,13.91,-7.86,4.08,2.06,17.35,-0.85,21.28
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,4.0,50,10000.0,18662.27,86.62,21.35,2.3,43.75,4.5,16,173,17.28,13.92,-6.84,4.11,1.67,17.36,-0.62,22.5
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,4.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,6.0,5,10000.0,14893.35,48.93,19.75,1.8,50.0,3.39,16,808,9.41,13.82,-5.12,-0.55,3.51,18.4,-2.46,6.67
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,6.0,10,10000.0,16198.28,61.98,21.66,1.99,50.0,3.77,16,583,12.74,14.08,-5.95,1.32,3.04,17.88,-1.53,11.32
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,6.0,15,10000.0,16778.63,67.79,22.31,2.06,43.75,3.82,16,458,14.06,14.03,-6.89,2.28,2.57,17.62,-1.31,14.7
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,6.0,20,10000.0,17179.41,71.79,22.51,2.11,43.75,3.86,16,382,14.86,14.01,-7.46,2.84,2.23,17.5,-1.2,17.12
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,6.0,25,10000.0,17497.05,74.97,22.48,2.15,43.75,3.92,16,325,15.41,14.0,-7.73,3.22,2.0,17.44,-1.1,18.84
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,6.0,30,10000.0,17754.26,77.54,22.35,2.18,43.75,4.0,16,280,15.82,14.0,-7.8,3.49,1.83,17.42,-1.02,20.07
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,6.0,50,10000.0,18393.76,83.94,21.85,2.26,43.75,4.33,16,172,16.69,14.01,-7.14,3.87,1.42,17.4,-0.76,22.35
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,6.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,12.0,5,10000.0,13265.14,32.65,16.53,1.48,37.5,2.57,16,477,5.57,11.99,-5.33,-1.8,3.31,17.79,-4.14,3.95
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,12.0,10,10000.0,15031.34,50.31,20.07,1.83,50.0,3.44,16,420,9.79,13.85,-5.16,-0.63,3.64,18.35,-2.25,7.1
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,12.0,15,10000.0,15894.76,58.95,21.38,1.95,50.0,3.71,16,364,12.01,14.09,-5.46,0.44,3.38,18.05,-1.58,9.83
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,12.0,20,10000.0,16399.09,63.99,22.09,2.02,50.0,3.83,16,305,13.25,14.07,-5.94,1.19,3.05,17.8,-1.31,12.18
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,12.0,25,10000.0,16757.09,67.57,22.53,2.06,50.0,3.9,16,264,14.06,14.04,-6.4,1.71,2.73,17.65,-1.17,14.18
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,12.0,30,10000.0,17047.25,70.47,22.79,2.1,43.75,3.94,16,234,14.66,14.01,-6.73,2.09,2.45,17.55,-1.07,15.88
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,12.0,50,10000.0,17923.61,79.24,22.88,2.21,43.75,4.18,16,155,16.17,13.98,-6.96,2.93,1.73,17.41,-0.83,20.34
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,12.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,24.0,5,10000.0,11838.6,18.39,12.51,1.12,37.5,1.86,16,244,3.13,8.66,-5.08,-1.71,2.34,14.86,-5.7,2.49
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,24.0,10,10000.0,13484.36,34.84,16.86,1.54,37.5,2.68,16,244,6.39,12.05,-5.31,-1.6,3.19,17.84,-4.15,4.65
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,24.0,15,10000.0,14619.67,46.2,19.19,1.77,43.75,3.28,16,237,9.04,13.35,-5.12,-0.98,3.38,18.35,-2.99,6.67
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,24.0,20,10000.0,15397.42,53.97,20.46,1.9,50.0,3.6,16,217,10.98,13.82,-5.04,-0.28,3.27,18.29,-2.33,8.57
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,24.0,25,10000.0,15949.67,59.5,21.25,1.98,50.0,3.78,16,202,12.35,13.95,-5.11,0.35,3.05,18.11,-1.95,10.37
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,24.0,30,10000.0,16363.95,63.64,21.78,2.04,50.0,3.9,16,186,13.34,13.97,-5.25,0.88,2.78,17.95,-1.73,12.04
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,24.0,50,10000.0,17449.03,74.49,22.79,2.17,43.75,4.2,16,128,15.55,13.88,-5.84,2.21,1.78,17.59,-1.32,17.59
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,24.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,48.0,5,10000.0,10987.0,9.87,9.14,0.87,37.5,1.49,16,128,1.84,5.3,-3.67,-1.16,1.5,10.62,-5.2,1.31
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,48.0,10,10000.0,12111.95,21.12,12.13,1.23,37.5,2.02,16,128,3.81,8.7,-4.6,-1.53,2.46,15.13,-5.23,2.56
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,48.0,15,10000.0,13126.38,31.26,15.02,1.49,37.5,2.55,16,128,5.73,10.85,-4.67,-1.46,3.04,17.09,-4.35,3.78
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,48.0,20,10000.0,13982.8,39.83,16.96,1.67,43.75,3.03,16,128,7.51,12.18,-4.5,-1.17,3.35,17.9,-3.48,5.0
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,48.0,25,10000.0,14690.7,46.91,18.29,1.8,50.0,3.39,16,128,9.07,12.99,-4.3,-0.77,3.48,18.19,-2.8,6.21
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,48.0,30,10000.0,15273.49,52.73,19.24,1.9,50.0,3.64,16,124,10.41,13.47,-4.14,-0.36,3.49,18.23,-2.29,7.44
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,48.0,50,10000.0,16798.91,67.99,21.26,2.11,50.0,4.2,16,102,13.86,14.01,-4.05,1.08,2.92,17.81,-1.33,12.38
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,48.0,100,10000.0,19096.69,90.97,22.35,2.36,43.75,5.14,16,16,17.68,13.88,-4.47,3.08,0.77,17.44,-0.6,24.07
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,72.0,5,10000.0,10678.86,6.79,7.21,0.77,43.75,1.51,16,88,1.21,4.07,-3.23,-0.61,1.0,8.16,-4.67,1.38
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,72.0,10,10000.0,11486.0,14.86,10.78,1.06,43.75,1.87,16,88,2.56,7.01,-4.68,-0.88,1.71,12.75,-5.7,2.73
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,72.0,15,10000.0,12301.84,23.02,12.58,1.29,43.75,2.24,16,88,3.99,9.13,-5.26,-0.92,2.19,15.34,-5.47,4.03
EMA_CROSS_SAR,208,224,HOURS_ELAPSED,72.0,20,10000.0,13075.09,30.75,14.45,1.48,43.75,2.63,16,88,5.43,10.65,-5.41,-0.79,2.5,16.81,-4.86,5.31
