Strategy_Logic,Fast_EMA,Slow_EMA,Total_Return_Pct,CAGR_Pct,Alpha_Pct,Max_Drawdown_Pct,Sharpe_Ratio,Sortino_Ratio,Calmar_Ratio,Win_Rate_Pct,Profit_Factor,Total_Trades,Avg_Holding_Hours,Avg_Trade_Pct,Best_Trade_Pct,Worst_Trade_Pct,Exposure_Pct,Pos_Months,Neg_Months,Jan_2026,Feb_2026,Mar_2026,Apr_2026,May_2026,Jun_2026,Jul_2026,Aug_2026
PRICE_VS_EMA_LONG_ONLY,5,None,4.62,7.32,23.3,30.15,0.38,0.41,0.24,28.87,1.04,762,3.7,0.01,17.25,-3.47,50.66,4,4,-2.54,-10.44,11.09,6.53,-7.55,-7.9,2.57,15.97
PRICE_VS_EMA_LONG_ONLY,6,None,21.13,34.96,39.8,28.76,0.94,1.06,1.22,28.91,1.12,685,4.1,0.04,18.74,-3.0,50.61,4,4,-4.52,-8.66,14.36,8.77,-8.92,-1.19,3.08,20.36
PRICE_VS_EMA_LONG_ONLY,7,None,16.6,27.15,35.27,24.96,0.8,0.89,1.09,27.4,1.11,624,4.6,0.03,18.74,-3.0,50.79,4,4,-5.64,-6.13,7.97,9.06,-10.08,-3.79,6.93,20.85
PRICE_VS_EMA_LONG_ONLY,8,None,15.2,24.77,33.87,24.27,0.75,0.83,1.02,26.27,1.1,590,4.8,0.04,20.69,-3.0,50.93,4,4,-4.74,-7.75,9.01,7.32,-10.65,-6.02,10.4,20.86
PRICE_VS_EMA_LONG_ONLY,9,None,7.41,11.83,26.09,27.68,0.48,0.52,0.43,25.13,1.07,565,5.0,0.03,23.61,-3.0,50.84,4,4,-7.53,-3.52,5.64,4.93,-11.39,-10.22,13.0,20.81
PRICE_VS_EMA_LONG_ONLY,10,None,7.45,11.89,26.12,28.32,0.48,0.52,0.42,23.84,1.07,541,5.3,0.03,23.61,-3.0,50.93,4,4,-8.79,-2.26,4.92,4.55,-10.06,-9.09,12.24,19.73
PRICE_VS_EMA_LONG_ONLY,11,None,4.02,6.35,22.69,29.63,0.35,0.38,0.21,22.26,1.06,521,5.4,0.02,23.61,-3.0,50.5,4,4,-7.66,-5.66,3.17,4.22,-9.44,-9.03,13.02,19.28
PRICE_VS_EMA_LONG_ONLY,12,None,-8.79,-13.4,9.89,36.9,-0.16,-0.17,-0.36,20.55,0.99,511,5.5,-0.0,23.61,-3.0,50.55,4,4,-8.32,-7.37,1.15,0.11,-11.28,-8.98,10.74,18.6
PRICE_VS_EMA_LONG_ONLY,13,None,-9.87,-15.0,8.8,38.66,-0.21,-0.22,-0.39,19.35,0.99,491,5.8,-0.01,27.24,-3.0,50.43,3,5,-7.84,-10.23,2.49,-0.77,-11.57,-8.81,11.75,18.86
PRICE_VS_EMA_LONG_ONLY,14,None,-1.18,-1.83,17.5,31.9,0.15,0.16,-0.06,20.13,1.04,467,6.0,0.01,27.24,-3.0,50.27,3,5,-6.78,-5.0,2.84,-0.07,-11.05,-8.25,11.17,19.68
PRICE_VS_EMA_LONG_ONLY,15,None,2.22,3.5,20.9,29.56,0.28,0.31,0.12,19.46,1.06,442,6.3,0.02,27.24,-3.0,49.77,4,4,-3.55,-8.84,3.46,0.27,-10.3,-5.97,11.01,19.69
PRICE_VS_EMA_LONG_ONLY,16,None,-3.98,-6.16,14.7,33.41,0.04,0.04,-0.18,19.39,1.02,428,6.5,0.01,27.24,-3.0,49.66,3,5,-1.86,-9.96,4.29,-1.75,-12.07,-8.53,9.79,20.11
PRICE_VS_EMA_LONG_ONLY,17,None,5.22,8.28,23.89,27.82,0.4,0.43,0.3,19.9,1.08,407,6.9,0.03,27.24,-3.0,49.8,4,4,-2.25,-7.19,5.42,0.43,-13.04,-5.92,11.38,20.21
PRICE_VS_EMA_LONG_ONLY,18,None,2.35,3.69,21.02,29.86,0.29,0.31,0.12,19.95,1.06,401,6.9,0.02,27.24,-3.0,49.75,4,4,-2.26,-8.19,5.97,0.29,-12.7,-8.26,11.5,20.21
PRICE_VS_EMA_LONG_ONLY,19,None,8.14,13.02,26.81,25.41,0.51,0.55,0.51,19.85,1.1,393,7.1,0.04,27.24,-3.0,49.61,4,4,-2.41,-7.65,8.47,0.35,-12.34,-5.5,10.82,20.09
PRICE_VS_EMA_LONG_ONLY,20,None,9.37,15.04,28.05,26.16,0.55,0.6,0.57,19.27,1.11,384,7.2,0.04,27.6,-3.0,49.71,3,5,-0.34,-10.45,10.12,-0.56,-12.23,-5.18,11.56,20.55
PRICE_VS_EMA_LONG_ONLY,21,None,8.33,13.34,27.01,25.98,0.51,0.56,0.51,19.63,1.1,377,7.4,0.04,27.6,-3.7,49.48,4,4,-1.64,-8.35,8.07,1.09,-12.93,-4.83,10.29,20.37
PRICE_VS_EMA_LONG_ONLY,22,None,14.42,23.46,33.1,23.36,0.73,0.8,1.0,19.39,1.15,361,7.7,0.06,27.6,-3.7,49.52,4,4,-2.13,-4.55,7.38,2.08,-12.67,-3.57,10.7,19.86
PRICE_VS_EMA_LONG_ONLY,23,None,13.32,21.61,32.0,23.3,0.69,0.76,0.93,19.1,1.14,356,7.8,0.06,27.6,-3.7,49.5,4,4,-1.44,-5.17,7.05,2.88,-12.32,-3.99,8.94,20.04
PRICE_VS_EMA_LONG_ONLY,24,None,14.29,23.24,32.97,23.14,0.73,0.79,1.0,20.11,1.15,348,8.0,0.06,27.6,-3.7,49.54,4,4,-1.03,-4.51,9.8,1.3,-11.93,-4.33,7.5,20.04
PRICE_VS_EMA_LONG_ONLY,25,None,13.01,21.09,31.69,22.14,0.68,0.74,0.95,20.87,1.14,345,8.0,0.06,27.6,-3.7,49.3,5,3,0.37,-6.45,8.9,1.16,-11.81,-2.91,6.8,19.49
PRICE_VS_EMA_LONG_ONLY,26,None,9.2,14.76,27.88,24.23,0.55,0.59,0.61,21.07,1.12,337,8.2,0.05,27.49,-3.7,49.21,5,3,2.06,-8.68,7.38,1.79,-11.43,-5.53,7.7,18.95
PRICE_VS_EMA_LONG_ONLY,27,None,6.38,10.16,25.06,25.97,0.44,0.48,0.39,21.45,1.09,331,8.3,0.04,27.26,-3.7,49.18,5,3,2.35,-12.34,10.3,3.24,-11.69,-7.3,7.19,18.66
PRICE_VS_EMA_LONG_ONLY,28,None,12.02,19.43,30.7,24.27,0.65,0.7,0.8,22.12,1.14,321,8.6,0.05,26.73,-3.7,49.23,5,3,2.41,-10.91,11.83,3.96,-11.43,-6.07,7.22,18.4
PRICE_VS_EMA_LONG_ONLY,29,None,12.78,20.7,31.46,21.72,0.68,0.74,0.95,21.25,1.15,320,8.6,0.06,26.73,-2.42,49.16,5,3,4.29,-10.61,10.97,3.75,-12.42,-5.12,7.22,17.93
PRICE_VS_EMA_LONG_ONLY,30,None,7.9,12.62,26.57,23.76,0.5,0.55,0.53,20.43,1.11,323,8.5,0.04,26.73,-2.42,49.11,5,3,3.63,-10.85,9.4,4.12,-12.72,-5.56,6.97,16.3
PRICE_VS_EMA_LONG_ONLY,31,None,13.96,22.68,32.63,21.94,0.72,0.79,1.03,20.45,1.16,313,8.8,0.06,26.81,-2.42,49.11,5,3,4.8,-9.54,9.05,4.77,-11.75,-4.59,7.2,16.55
PRICE_VS_EMA_LONG_ONLY,32,None,16.38,26.79,35.06,20.8,0.8,0.88,1.29,20.92,1.18,306,9.0,0.07,26.81,-2.42,49.29,5,3,4.68,-8.9,8.75,5.08,-10.03,-4.41,6.28,16.86
PRICE_VS_EMA_LONG_ONLY,33,None,14.38,23.38,33.05,20.97,0.73,0.8,1.12,20.0,1.17,305,9.0,0.06,26.81,-2.42,49.21,5,3,5.05,-10.29,8.1,5.3,-10.81,-3.91,6.25,17.08
PRICE_VS_EMA_LONG_ONLY,34,None,19.8,32.65,38.47,21.0,0.92,1.01,1.55,20.54,1.21,297,9.2,0.08,26.81,-2.42,49.05,5,3,4.53,-9.88,9.34,5.27,-9.08,-3.58,7.15,17.62
PRICE_VS_EMA_LONG_ONLY,35,None,22.04,36.55,40.71,20.21,1.0,1.09,1.81,20.91,1.24,287,9.6,0.09,26.81,-2.42,48.98,5,3,3.62,-8.28,9.25,5.39,-8.26,-3.48,6.45,18.32
PRICE_VS_EMA_LONG_ONLY,36,None,23.1,38.42,41.78,19.27,1.03,1.13,1.99,21.51,1.25,279,9.8,0.1,26.81,-2.42,48.95,5,3,3.79,-7.27,8.84,4.68,-8.71,-2.6,6.71,18.32
PRICE_VS_EMA_LONG_ONLY,37,None,13.67,22.19,32.35,21.92,0.71,0.77,1.01,20.14,1.16,283,9.7,0.07,26.81,-2.42,49.0,5,3,3.93,-9.76,6.35,3.51,-7.49,-3.77,4.72,18.11
PRICE_VS_EMA_LONG_ONLY,38,None,15.59,25.44,34.27,20.36,0.78,0.84,1.25,20.51,1.19,273,10.1,0.07,26.81,-2.42,49.05,5,3,3.98,-8.0,3.47,4.78,-6.67,-3.53,4.75,18.2
PRICE_VS_EMA_LONG_ONLY,39,None,12.7,20.57,31.38,22.29,0.67,0.72,0.92,20.15,1.16,273,10.0,0.07,26.81,-2.47,48.93,5,3,3.91,-10.17,4.61,3.05,-6.85,-3.48,4.48,19.25
PRICE_VS_EMA_LONG_ONLY,40,None,20.74,34.29,39.42,19.84,0.95,1.02,1.73,20.74,1.24,270,10.1,0.09,26.81,-2.35,48.88,5,3,3.84,-7.28,5.17,3.47,-5.33,-2.86,5.09,19.25
PRICE_VS_EMA_LONG_ONLY,41,None,19.92,32.86,38.59,19.24,0.93,0.99,1.71,20.83,1.24,264,10.3,0.09,26.81,-2.35,48.75,5,3,4.38,-6.94,5.39,4.28,-8.04,-3.29,5.72,19.45
PRICE_VS_EMA_LONG_ONLY,42,None,22.99,38.23,41.67,18.56,1.03,1.1,2.06,20.08,1.27,259,10.5,0.1,26.81,-2.35,48.79,5,3,4.51,-6.49,8.71,3.58,-7.98,-3.78,5.46,19.69
PRICE_VS_EMA_LONG_ONLY,43,None,26.39,44.25,45.07,17.2,1.14,1.23,2.57,19.53,1.31,256,10.6,0.11,26.81,-2.25,48.62,5,3,3.55,-3.48,8.77,3.91,-7.65,-4.43,5.7,19.94
PRICE_VS_EMA_LONG_ONLY,44,None,23.63,39.35,42.31,18.35,1.05,1.13,2.14,20.0,1.28,250,10.9,0.11,26.81,-2.25,48.64,5,3,4.7,-4.4,8.55,3.45,-7.45,-4.99,4.27,19.95
PRICE_VS_EMA_LONG_ONLY,45,None,23.56,39.22,42.23,18.39,1.05,1.13,2.13,20.08,1.28,244,11.1,0.11,26.81,-2.25,48.55,5,3,4.56,-3.85,8.19,3.3,-8.03,-4.75,4.58,20.04
PRICE_VS_EMA_LONG_ONLY,46,None,22.77,37.83,41.44,19.01,1.02,1.1,1.99,19.5,1.28,241,11.3,0.11,27.68,-2.25,48.59,5,3,4.31,-3.85,7.61,3.92,-8.03,-5.52,4.38,20.7
PRICE_VS_EMA_LONG_ONLY,47,None,16.88,27.64,35.56,20.91,0.82,0.88,1.32,18.11,1.21,243,11.1,0.09,27.68,-2.25,48.36,5,3,4.06,-3.85,5.94,3.48,-8.9,-7.12,4.44,20.57
PRICE_VS_EMA_LONG_ONLY,48,None,19.98,32.97,38.65,20.88,0.93,1.0,1.58,19.15,1.25,235,11.5,0.1,27.68,-2.25,48.21,5,3,4.92,-3.84,7.5,3.77,-9.47,-6.61,4.45,20.72
PRICE_VS_EMA_LONG_ONLY,49,None,19.17,31.57,37.85,21.04,0.9,0.96,1.5,20.0,1.24,230,11.7,0.1,27.68,-2.25,48.07,5,3,5.54,-4.15,7.91,2.62,-9.47,-6.52,4.09,20.77
PRICE_VS_EMA_LONG_ONLY,50,None,18.75,30.84,37.43,21.43,0.89,0.95,1.44,20.26,1.24,227,11.9,0.1,27.35,-2.25,48.05,5,3,5.62,-4.65,8.24,2.86,-9.77,-6.52,3.96,20.79
PRICE_VS_EMA_LONG_ONLY,51,None,16.79,27.48,35.47,23.33,0.82,0.88,1.18,19.91,1.22,226,12.0,0.09,27.35,-2.25,48.29,5,3,5.22,-4.65,8.18,4.11,-9.89,-8.32,3.88,20.43
PRICE_VS_EMA_LONG_ONLY,52,None,15.54,25.35,34.21,23.69,0.78,0.83,1.07,20.09,1.21,224,12.1,0.09,27.35,-2.25,48.32,5,3,5.53,-4.25,6.8,3.9,-10.48,-7.79,3.32,20.81
PRICE_VS_EMA_LONG_ONLY,53,None,14.12,22.95,32.79,26.13,0.73,0.78,0.88,20.27,1.2,222,12.2,0.08,27.35,-2.25,48.21,5,3,5.76,-2.79,6.8,4.21,-11.23,-10.22,3.76,20.61
PRICE_VS_EMA_LONG_ONLY,54,None,12.58,20.37,31.26,25.79,0.67,0.72,0.79,19.72,1.18,218,12.4,0.08,27.35,-2.25,48.36,5,3,6.03,-4.47,7.21,3.47,-11.2,-9.56,3.26,20.82
PRICE_VS_EMA_LONG_ONLY,55,None,14.07,22.87,32.75,25.46,0.73,0.78,0.9,19.27,1.2,218,12.4,0.08,27.35,-2.25,48.3,5,3,6.67,-4.47,7.1,3.86,-11.29,-9.16,3.38,20.82
PRICE_VS_EMA_LONG_ONLY,56,None,12.34,19.96,31.01,25.32,0.66,0.71,0.79,19.18,1.18,219,12.3,0.08,27.35,-2.25,48.29,5,3,4.86,-4.47,7.1,3.86,-11.37,-9.05,3.25,21.14
PRICE_VS_EMA_LONG_ONLY,57,None,15.98,26.1,34.66,24.75,0.79,0.85,1.05,19.16,1.22,214,12.6,0.09,27.77,-2.25,48.23,5,3,5.82,-2.15,6.07,3.84,-11.22,-8.62,3.08,21.6
PRICE_VS_EMA_LONG_ONLY,58,None,18.95,31.2,37.63,23.33,0.89,0.96,1.34,18.96,1.26,211,12.8,0.11,27.77,-2.25,48.21,5,3,5.88,-0.82,5.89,3.24,-11.92,-5.99,3.12,21.34
PRICE_VS_EMA_LONG_ONLY,59,None,21.74,36.04,40.42,23.53,0.99,1.06,1.53,19.7,1.29,203,13.3,0.12,27.77,-2.25,48.2,5,3,7.33,-2.3,6.25,5.24,-11.92,-6.0,3.26,21.44
PRICE_VS_EMA_LONG_ONLY,60,None,22.84,37.96,41.52,24.8,1.02,1.1,1.53,20.4,1.3,201,13.4,0.13,27.77,-2.25,48.09,5,3,7.36,-1.11,7.71,5.71,-12.06,-7.89,3.31,21.44
PRICE_VS_EMA_LONG_ONLY,61,None,23.89,39.82,42.57,25.06,1.06,1.14,1.59,19.9,1.32,201,13.4,0.13,27.77,-2.25,48.21,5,3,7.58,-0.34,9.09,4.59,-12.16,-7.61,2.64,21.59
PRICE_VS_EMA_LONG_ONLY,62,None,22.15,36.75,40.83,25.94,1.0,1.07,1.42,19.8,1.3,202,13.4,0.13,27.77,-2.25,48.2,5,3,8.16,-1.36,9.09,4.85,-12.16,-8.29,2.07,21.72
PRICE_VS_EMA_LONG_ONLY,63,None,22.63,37.59,41.3,25.14,1.01,1.09,1.5,20.1,1.3,199,13.5,0.13,27.77,-2.25,48.12,5,3,7.32,-1.36,9.09,4.95,-12.03,-7.75,2.56,21.55
PRICE_VS_EMA_LONG_ONLY,64,None,25.33,42.36,44.0,23.24,1.1,1.19,1.82,19.39,1.34,196,13.7,0.14,27.9,-2.25,48.09,5,3,7.21,-1.67,9.09,4.95,-11.57,-6.22,2.91,21.68
PRICE_VS_EMA_LONG_ONLY,65,None,24.01,40.02,42.69,23.02,1.06,1.14,1.74,18.97,1.32,195,13.8,0.14,27.9,-2.25,47.98,5,3,5.38,-1.61,9.09,5.26,-11.01,-5.64,1.58,22.11
PRICE_VS_EMA_LONG_ONLY,66,None,27.38,46.01,46.05,21.39,1.17,1.25,2.15,19.47,1.37,190,14.1,0.16,27.9,-2.25,47.89,5,3,5.89,-2.13,8.99,6.04,-10.2,-5.26,2.29,22.2
PRICE_VS_EMA_LONG_ONLY,67,None,27.03,45.39,45.7,21.24,1.16,1.24,2.14,19.58,1.37,189,14.2,0.16,27.9,-2.25,47.89,5,3,6.62,-2.28,7.98,5.96,-10.17,-4.65,2.08,21.86
PRICE_VS_EMA_LONG_ONLY,68,None,26.3,44.09,44.98,22.1,1.14,1.21,2.0,19.05,1.37,189,14.2,0.15,27.9,-2.25,47.79,5,3,6.62,-1.36,7.98,5.52,-9.91,-6.81,3.09,21.78
PRICE_VS_EMA_LONG_ONLY,69,None,21.93,36.36,40.61,22.72,1.0,1.06,1.6,18.42,1.32,190,14.1,0.13,27.9,-2.25,47.68,5,3,6.62,-3.26,7.14,5.52,-9.86,-6.84,2.33,21.67
PRICE_VS_EMA_LONG_ONLY,70,None,22.11,36.68,40.79,22.26,1.0,1.06,1.65,19.02,1.32,184,14.5,0.14,27.9,-2.25,47.55,5,3,6.72,-4.0,7.41,5.52,-9.54,-7.03,2.43,22.08
PRICE_VS_EMA_LONG_ONLY,71,None,25.5,42.67,44.18,20.83,1.11,1.18,2.05,19.67,1.37,183,14.5,0.15,27.9,-2.25,47.52,5,3,6.72,-3.06,7.41,5.52,-9.39,-7.13,4.18,22.1
PRICE_VS_EMA_LONG_ONLY,72,None,29.16,49.23,47.84,20.06,1.23,1.31,2.45,19.77,1.42,177,15.0,0.18,27.9,-2.25,47.43,5,3,6.72,-1.46,7.41,5.52,-8.91,-6.73,4.42,22.15
PRICE_VS_EMA_LONG_ONLY,73,None,29.97,50.68,48.64,19.53,1.26,1.33,2.6,20.35,1.43,172,15.4,0.18,27.9,-2.25,47.36,5,3,6.8,-1.46,7.41,5.52,-8.59,-6.43,4.49,21.91
PRICE_VS_EMA_LONG_ONLY,74,None,30.33,51.35,49.01,19.68,1.27,1.34,2.61,20.59,1.44,170,15.6,0.19,27.9,-2.25,47.27,5,3,6.79,-1.46,7.41,5.52,-8.77,-6.43,4.37,22.65
PRICE_VS_EMA_LONG_ONLY,75,None,28.28,47.63,46.95,19.68,1.2,1.27,2.42,20.12,1.41,169,15.7,0.18,27.9,-2.25,47.23,5,3,7.65,-3.51,6.5,5.52,-8.77,-6.43,4.74,22.9
PRICE_VS_EMA_LONG_ONLY,76,None,32.63,55.53,51.3,18.95,1.34,1.42,2.93,21.47,1.48,163,16.2,0.21,27.9,-2.25,47.14,5,3,7.65,-3.3,7.83,5.68,-8.77,-5.57,5.34,23.2
PRICE_VS_EMA_LONG_ONLY,77,None,32.9,56.03,51.57,19.1,1.35,1.42,2.93,21.12,1.49,161,16.4,0.21,27.9,-2.25,47.23,5,3,7.65,-2.75,6.79,6.0,-8.61,-5.91,5.87,23.2
PRICE_VS_EMA_LONG_ONLY,78,None,36.78,63.23,55.46,18.34,1.46,1.55,3.45,22.22,1.55,162,16.2,0.23,27.9,-2.25,47.0,5,3,7.72,-2.76,6.79,5.93,-8.29,-5.36,8.4,22.69
PRICE_VS_EMA_LONG_ONLY,79,None,35.81,61.41,54.48,18.6,1.43,1.51,3.3,22.09,1.54,163,16.1,0.22,27.9,-2.25,46.93,5,3,7.72,-2.76,6.79,5.93,-8.51,-5.75,8.4,22.61
PRICE_VS_EMA_LONG_ONLY,80,None,34.61,59.2,53.29,18.79,1.4,1.47,3.15,21.52,1.52,158,16.6,0.22,28.11,-2.25,46.86,5,3,8.33,-2.76,5.48,5.42,-8.56,-6.06,8.8,22.95
PRICE_VS_EMA_LONG_ONLY,81,None,31.94,54.28,50.62,19.58,1.32,1.39,2.77,21.38,1.48,159,16.5,0.21,28.11,-2.25,46.84,5,3,8.33,-3.07,4.85,5.3,-8.74,-6.68,8.56,23.09
PRICE_VS_EMA_LONG_ONLY,82,None,37.18,63.97,55.86,19.13,1.48,1.56,3.34,21.29,1.57,155,16.9,0.24,28.11,-2.25,46.82,5,3,8.33,-1.02,5.38,5.9,-8.22,-6.68,8.74,23.09
PRICE_VS_EMA_LONG_ONLY,83,None,35.83,61.44,54.5,18.83,1.44,1.52,3.26,20.65,1.54,155,16.9,0.23,28.11,-2.25,46.8,5,3,8.33,-1.27,4.21,5.8,-7.79,-6.68,8.74,23.09
PRICE_VS_EMA_LONG_ONLY,84,None,36.03,61.82,54.71,18.48,1.44,1.52,3.35,20.92,1.55,153,17.1,0.24,28.11,-2.25,46.75,5,3,8.33,-1.1,3.69,6.21,-7.58,-6.49,8.74,22.68
PRICE_VS_EMA_LONG_ONLY,85,None,34.78,59.5,53.45,19.2,1.41,1.48,3.1,20.39,1.53,152,17.2,0.23,28.11,-2.25,46.68,5,3,8.32,-1.21,3.78,6.21,-7.5,-7.4,8.74,22.68
PRICE_VS_EMA_LONG_ONLY,86,None,32.86,55.97,51.54,20.18,1.35,1.42,2.77,20.26,1.5,153,17.1,0.22,28.11,-2.25,46.64,5,3,8.52,-1.21,3.78,5.12,-8.08,-7.4,8.74,22.72
PRICE_VS_EMA_LONG_ONLY,87,None,33.6,57.33,52.28,19.98,1.37,1.44,2.87,20.39,1.52,152,17.2,0.23,28.11,-2.25,46.61,5,3,8.52,-1.84,3.92,5.15,-7.79,-7.49,8.82,23.63
PRICE_VS_EMA_LONG_ONLY,88,None,28.53,48.09,47.21,22.63,1.22,1.27,2.12,19.74,1.44,152,17.2,0.2,28.11,-2.3,46.57,5,3,8.59,-1.84,4.15,5.15,-8.03,-10.32,7.97,23.63
PRICE_VS_EMA_LONG_ONLY,89,None,26.82,45.01,45.49,23.27,1.16,1.22,1.93,21.29,1.41,155,16.8,0.19,28.11,-2.3,46.39,5,3,9.12,-2.54,3.79,5.15,-7.73,-11.34,7.97,23.71
PRICE_VS_EMA_LONG_ONLY,90,None,21.87,36.26,40.55,23.26,1.0,1.04,1.56,19.48,1.35,154,16.8,0.16,28.11,-2.3,46.3,5,3,7.7,-5.21,3.88,4.86,-7.56,-11.25,7.97,23.71
PRICE_VS_EMA_LONG_ONLY,91,None,25.71,43.04,44.39,23.27,1.13,1.18,1.85,20.0,1.41,145,17.9,0.19,28.11,-2.3,46.3,5,3,8.03,-5.21,4.71,6.19,-7.63,-11.2,8.53,24.03
PRICE_VS_EMA_LONG_ONLY,92,None,25.12,41.99,43.8,23.56,1.11,1.16,1.78,19.73,1.4,147,17.6,0.19,28.11,-2.3,46.27,5,3,8.03,-5.09,4.71,6.06,-7.51,-11.54,8.29,24.03
PRICE_VS_EMA_LONG_ONLY,93,None,24.77,41.37,43.45,23.56,1.1,1.14,1.76,19.86,1.4,146,17.7,0.19,28.11,-2.3,46.16,5,3,8.03,-5.67,4.86,6.06,-7.51,-11.54,8.16,24.42
PRICE_VS_EMA_LONG_ONLY,94,None,25.87,43.31,44.54,22.56,1.13,1.18,1.92,20.83,1.42,144,17.9,0.2,28.11,-2.3,46.02,5,3,6.66,-5.11,5.13,6.53,-6.72,-11.36,8.16,24.18
PRICE_VS_EMA_LONG_ONLY,95,None,27.72,46.62,46.39,22.05,1.19,1.24,2.11,21.68,1.45,143,18.0,0.21,28.11,-2.3,45.86,5,3,6.44,-5.11,6.26,6.25,-6.83,-10.43,8.16,24.08
PRICE_VS_EMA_LONG_ONLY,96,None,28.53,48.09,47.21,21.42,1.22,1.27,2.24,20.95,1.46,148,17.4,0.2,28.11,-2.3,45.88,5,3,6.24,-5.75,6.26,7.28,-6.08,-10.43,7.88,24.08
PRICE_VS_EMA_LONG_ONLY,97,None,25.94,43.44,44.61,21.76,1.14,1.18,2.0,19.73,1.42,147,17.5,0.19,28.11,-2.3,45.82,5,3,6.24,-5.1,4.1,7.28,-6.08,-10.33,7.37,23.7
PRICE_VS_EMA_LONG_ONLY,98,None,26.36,44.19,45.03,21.22,1.15,1.2,2.08,20.28,1.42,143,17.9,0.2,28.11,-2.3,45.82,5,3,6.4,-5.1,4.27,7.73,-6.05,-10.18,7.03,23.35
PRICE_VS_EMA_LONG_ONLY,99,None,27.45,46.15,46.13,21.33,1.19,1.23,2.16,18.44,1.44,141,18.2,0.21,28.11,-2.3,45.73,5,3,6.4,-4.65,4.27,8.06,-6.05,-10.31,7.27,23.35
PRICE_VS_EMA_LONG_ONLY,100,None,26.03,43.6,44.7,21.17,1.14,1.18,2.06,18.57,1.42,140,18.3,0.2,28.11,-2.41,45.66,5,3,6.4,-6.01,4.27,8.2,-5.5,-10.68,7.27,23.37
PRICE_VS_EMA_LONG_ONLY,101,None,26.36,44.2,45.04,21.95,1.15,1.19,2.01,18.57,1.42,140,18.3,0.21,28.11,-2.41,45.73,5,3,6.4,-6.01,4.27,8.2,-5.8,-11.28,8.63,23.37
PRICE_VS_EMA_LONG_ONLY,102,None,27.82,46.81,46.5,21.54,1.2,1.24,2.17,19.12,1.45,136,18.8,0.22,28.11,-2.41,45.62,5,3,6.4,-5.41,4.27,8.43,-5.8,-11.01,8.63,23.37
PRICE_VS_EMA_LONG_ONLY,103,None,29.29,49.46,47.97,20.68,1.25,1.29,2.39,19.26,1.48,135,18.9,0.23,28.11,-2.41,45.66,5,3,6.4,-4.96,4.27,7.84,-4.62,-11.14,8.63,23.51
PRICE_VS_EMA_LONG_ONLY,104,None,27.72,46.64,46.4,20.61,1.2,1.24,2.26,19.12,1.45,136,18.8,0.22,28.11,-2.93,45.66,5,3,6.4,-6.38,4.45,7.97,-4.64,-11.14,8.64,23.51
PRICE_VS_EMA_LONG_ONLY,105,None,28.09,47.3,46.77,20.1,1.21,1.25,2.35,19.7,1.46,132,19.3,0.23,28.11,-2.93,45.59,5,3,6.77,-6.19,4.12,7.29,-4.31,-10.89,8.71,23.51
PRICE_VS_EMA_LONG_ONLY,106,None,25.68,42.98,44.35,19.96,1.14,1.16,2.15,19.55,1.42,133,19.2,0.21,28.11,-2.93,45.52,5,3,6.77,-7.87,4.12,7.29,-4.14,-10.89,8.41,23.51
PRICE_VS_EMA_LONG_ONLY,107,None,26.07,43.68,44.75,19.31,1.15,1.18,2.26,18.94,1.43,132,19.3,0.22,28.11,-2.47,45.41,5,3,6.82,-8.77,3.99,7.29,-4.17,-10.13,8.41,24.2
PRICE_VS_EMA_LONG_ONLY,108,None,24.43,40.76,43.1,19.29,1.1,1.12,2.11,19.08,1.4,131,19.4,0.21,28.11,-2.47,45.34,5,3,5.41,-8.77,3.99,6.56,-4.13,-9.55,8.41,24.2
PRICE_VS_EMA_LONG_ONLY,109,None,26.07,43.67,44.74,19.29,1.15,1.18,2.26,19.08,1.43,131,19.4,0.22,28.11,-2.47,45.36,5,3,5.41,-7.56,3.99,6.81,-4.13,-9.55,8.14,24.2
PRICE_VS_EMA_LONG_ONLY,110,None,24.06,40.12,42.74,19.93,1.09,1.11,2.01,19.08,1.4,131,19.4,0.21,28.11,-2.47,45.36,5,3,5.41,-7.61,3.21,6.75,-4.75,-9.63,8.14,24.2
PRICE_VS_EMA_LONG_ONLY,111,None,21.85,36.23,40.53,20.36,1.01,1.03,1.78,18.94,1.37,132,19.2,0.19,28.11,-2.47,45.3,5,3,4.87,-8.25,3.16,6.75,-4.93,-9.94,8.14,24.2
PRICE_VS_EMA_LONG_ONLY,112,None,18.0,29.55,36.68,21.63,0.88,0.89,1.37,18.52,1.31,135,18.8,0.16,28.11,-2.47,45.25,5,3,4.87,-8.13,1.52,6.75,-5.59,-10.58,7.78,24.2
PRICE_VS_EMA_LONG_ONLY,113,None,16.84,27.56,35.51,22.4,0.83,0.85,1.23,17.65,1.3,136,18.6,0.15,28.11,-2.47,45.27,5,3,4.87,-8.52,0.1,6.89,-4.71,-10.76,7.78,24.2
PRICE_VS_EMA_LONG_ONLY,114,None,13.97,22.7,32.65,23.37,0.73,0.74,0.97,16.18,1.26,136,18.6,0.14,28.11,-2.47,45.21,5,3,5.01,-8.4,0.46,6.89,-5.1,-12.08,6.47,24.2
PRICE_VS_EMA_LONG_ONLY,115,None,12.92,20.94,31.6,23.97,0.69,0.7,0.87,16.3,1.24,135,18.8,0.13,28.11,-2.47,45.21,5,3,5.01,-8.4,0.46,6.49,-5.1,-12.45,6.33,24.2
